,model,precision,recall,fscore,support,accuracy
0,mw_FCS,0.33155555555555555,0.1478510596157655,0.1408031522468142,83.0,0.7346660820538217
1,mw_rCSI,0.0,0.0,0.0,74.0,0.569368992134014
2,tz_FCS,0.0,0.0,0.0,13.0,0.8285690821400308
3,tz_rCSI,0.0,0.0,0.0,16.0,0.5787299108819938
4,ug_FCS,0.0,0.0,0.0,17.666666666666668,0.6587102366953114
