,model,precision,recall,fscore,support,accuracy
0,mw_FCS,0.12449799196787148,0.10437710437710439,0.11355311355311355,83.0,0.7549203920399737
1,mw_rCSI,0.16666666666666666,0.012403100775193798,0.023088023088023088,74.0,0.6539922656216771
2,tz_FCS,0.0,0.0,0.0,13.0,0.8264753949242118
3,tz_rCSI,0.0,0.0,0.0,16.0,0.5890622464910269
4,ug_FCS,0.0,0.0,0.0,17.666666666666668,0.6614050957334539
