,model,precision,recall,fscore,support,accuracy
0,mw_FCS,0.3333333333333333,0.014705882352941178,0.028169014084507043,50.0,0.751733449984021
1,mw_rCSI,0.1361323155216285,0.16589147286821707,0.14954577218728163,74.0,0.5748359514741431
2,tz_FCS,0.0,0.0,0.0,13.0,0.8347469962884738
3,tz_rCSI,0.0,0.0,0.0,16.0,0.5969027322246733
4,ug_FCS,0.13227513227513227,0.08831908831908832,0.1037037037037037,17.666666666666668,0.6833710236695311
