,model,precision,recall,fscore,support,accuracy
0,mw_FCS,0.09236947791164658,0.056372549019607844,0.07001522070015222,50.0,0.6024492430254322
1,mw_rCSI,0.09499136442141624,0.17054263565891473,0.12201885745978924,74.0,0.6662503823543711
2,tz_FCS,0.0,0.0,0.0,13.0,0.7674250678306592
3,tz_rCSI,0.1382793451758969,0.20470588235294118,0.16441779110444776,16.0,0.5879573630729461
4,ug_FCS,0.05504788234268565,0.3176638176638176,0.08419848898244862,17.666666666666668,0.5031622192069953
