,model,precision,recall,fscore,support,accuracy
0,mw_FCS,0.11434108527131782,0.19865319865319864,0.14514145141451412,83.0,0.7485790011463708
1,mw_rCSI,0.11373873873873874,0.1565891472868217,0.131767775603392,74.0,0.5903399201515099
2,tz_FCS,0.0,0.0,0.0,13.0,0.8273870488702069
3,tz_rCSI,0.0,0.0,0.0,16.0,0.612302448167652
4,ug_FCS,0.0,0.0,0.0,17.666666666666668,0.6740502035278154
