,model,precision,recall,fscore,support,accuracy
0,mw_FCS,0.38582168719155024,0.26948405624876215,0.31011873117136274,83.0,0.785673889245365
1,mw_rCSI,0.15,0.041860465116279076,0.06545454545454546,74.0,0.671827171559146
2,tz_FCS,0.0,0.0,0.0,13.0,0.8253713566277426
3,tz_rCSI,0.0,0.0,0.0,16.0,0.5516108772975178
4,ug_FCS,0.0,0.0,0.0,17.666666666666668,0.6560304537916478
