,model,precision,recall,fscore,support,accuracy
0,mw_FCS,0.3333333333333333,0.012254901960784314,0.023640661938534275,50.0,0.7564155014979557
1,mw_rCSI,0.1406423034330011,0.19689922480620156,0.16408268733850132,74.0,0.5619003914122677
2,tz_FCS,0.0,0.0,0.0,13.0,0.8361075405061609
3,tz_rCSI,0.0,0.0,0.0,16.0,0.6076735809871474
4,ug_FCS,0.1693548387096774,0.25071225071225073,0.200233918128655,17.666666666666668,0.672448364239409
