,model,precision,recall,fscore,support,accuracy
0,mw_FCS,0.0,0.0,0.0,50.0,0.6969664686877749
1,mw_rCSI,0.0,0.0,0.0,2.3333333333333335,0.6739084911651224
2,tz_FCS,0.0,0.0,0.0,13.0,0.8256118370658353
3,tz_rCSI,0.0,0.0,0.0,16.0,0.5366934095513843
4,ug_FCS,0.10507936507936506,0.36609686609686615,0.09583775185577943,17.666666666666668,0.5079639680385949
