,ea_id,FS_year,lat_modified,lon_modified,tz15_FCS_truth,tz_FCS_LR,tz_FCS_RFC,tz15_rCSI_truth,tz_rCSI_LR,tz_rCSI_RFC,tz_FCS_LR_error,tz_FCS_RFC_error,tz_rCSI_LR_error,tz_rCSI_RFC_error
290,70102201005,2014,-6.8149052370700005,39.2321460433,0,0,0,0,0,0,0,0,0,0
291,70102206016,2015,-6.805894929040001,39.2281852492,0,0,0,1,0,0,0,0,1,1
292,70104202038,2014,-6.79642083671,39.2467404792,0,0,0,1,0,0,0,0,1,1
293,70105203017,2015,-6.78562096094,39.2680258682,0,0,0,0,0,0,0,0,0,0
294,70106204019,2015,-6.76135615495,39.2548628065,0,0,0,1,0,0,0,0,1,1
295,70108204015,2015,-6.802663056189999,39.2559010258,0,0,0,0,0,0,0,0,0,0
296,70110201004,2015,-6.80956793018,39.2285379781,0,0,0,0,0,0,0,0,0,0
297,70110205003,2015,-6.80443005465,39.2436994404,0,0,0,1,0,0,0,0,1,1
298,70111204032,2015,-6.78287176721,39.2216217328,0,0,0,0,0,0,0,0,0,0
299,70112203004,2015,-6.76690481479,39.2161195997,0,0,0,0,0,0,0,0,0,0
300,70114201007,2015,-6.7500837802,39.1652815047,0,0,0,0,0,0,0,0,0,0
301,70115202026,2015,-6.73384534694,39.2237028759,0,0,0,0,0,1,0,0,0,-1
302,70116202001,2014,-6.6489233785,39.1704461596,0,0,0,0,0,0,0,0,0,0
303,70117202020,2015,-6.57469212729,39.1393902648,0,0,0,0,0,0,0,0,0,0
304,70119201006,2015,-6.800621298029999,39.200925382,0,0,0,1,0,0,0,0,1,1
305,70120201023,2015,-6.80179182151,39.225935532600005,0,0,0,0,0,0,0,0,0,0
306,70121203018,2015,-6.78454870405,39.2432013676,0,0,0,0,0,0,0,0,0,0
307,70122203015,2015,-6.78320319031,39.2371001389,0,0,0,0,0,0,0,0,0,0
308,70123206009,2015,-6.77524316978,39.2425440975,0,0,0,0,0,0,0,0,0,0
309,70124205037,2015,-6.817496717949999,39.1634744475,0,0,0,1,0,1,0,0,1,0
310,70126201021,2015,-6.79861230502,39.1085943425,0,0,0,0,0,0,0,0,0,0
311,70126206053,2015,-6.7715941634000005,39.1158431721,0,0,0,0,0,0,0,0,0,0
312,70128203007,2015,-6.80597020765,39.1630061278,0,0,0,0,0,0,0,0,0,0
313,70128207036,2015,-6.780298289199999,39.1542959643,0,0,0,1,0,0,0,0,1,1
314,70129205050,2014,-6.79126585361,39.0902665104,0,0,0,0,0,0,0,0,0,0
315,70129205050,2015,-6.79126585361,39.0902665104,0,0,0,0,0,0,0,0,0,0
316,70130204030,2015,-6.8121835911,39.112141073000004,0,0,0,0,0,0,0,0,0,0
317,70132203038,2015,-6.75009997716,39.2062311372,0,0,0,0,0,0,0,0,0,0
318,70134203030,2015,-6.65957446831,39.1789724696,0,0,0,1,0,0,0,0,1,1
319,70134206050,2015,-6.686955427869999,39.1770943039,0,0,0,1,0,0,0,0,1,1
320,70201203023,2015,-6.890210110560001,39.1909820305,0,0,0,0,0,0,0,0,0,0
321,70202206008,2014,-6.864447351950001,39.1243580365,0,0,0,0,0,0,0,0,0,0
322,70204203066,2015,-6.83101929397,39.2262653573,0,0,0,0,0,0,0,0,0,0
323,70205202037,2015,-6.867039761569999,39.1541856532,0,0,0,0,0,1,0,0,0,-1
324,70207202031,2015,-6.82416356423,39.268967715500004,0,0,0,0,0,1,0,0,0,-1
325,70208203024,2015,-6.828706780619999,39.2233928551,0,0,0,1,0,0,0,0,1,1
326,70209201005,2015,-6.85480649719,39.180871061,0,0,0,0,0,0,0,0,0,0
327,70209203039,2015,-6.88777248832,39.1782947509,0,0,0,0,0,0,0,0,0,0
328,70210204001,2015,-6.83419357169,39.2442852079,0,0,0,0,0,0,0,0,0,0
329,70214202014,2014,-6.8091177513300005,39.2897474324,0,0,0,0,0,0,0,0,0,0
330,70219202045,2015,-6.85367507661,39.233995109,0,0,0,0,0,1,0,0,0,-1
331,70219204037,2015,-6.866652000009999,39.2276647176,0,0,0,0,0,1,0,0,0,-1
332,70220205008,2015,-6.829153159830001,39.2195008525,0,0,0,0,0,0,0,0,0,0
333,70221202048,2015,-6.90285937921,39.2138754831,0,0,0,0,0,0,0,0,0,0
334,70223201031,2015,-6.89141349255,39.1806510277,0,0,0,1,0,0,0,0,1,1
335,70224201025,2014,-6.862454587309999,39.158926986,0,0,0,1,0,0,0,0,1,1
336,70225202012,2015,-6.91267845796,39.150289474000004,0,0,0,1,0,0,0,0,1,1
337,70225206022,2015,-6.95439287494,39.083734752699996,0,0,0,1,0,0,0,0,1,1
338,70226204011,2015,-6.82411489309,39.216742748099996,0,0,0,0,0,0,0,0,0,0
339,70307201033,2015,-6.88381951097,39.2723383699,0,0,0,0,0,0,0,0,0,0
340,70308201042,2015,-6.9305589764499995,39.2377106622,0,0,0,1,0,0,0,0,1,1
341,70309201067,2015,-6.88153775845,39.2125102148,0,0,0,1,0,0,0,0,1,1
342,70310201007,2015,-6.9113766978,39.2511900009,0,0,0,0,0,1,0,0,0,-1
343,70310205032,2015,-6.933613490660001,39.2652930732,0,0,0,0,0,0,0,0,0,0
344,70311211001,2014,-6.94910084618,39.2788498674,0,0,0,0,0,0,0,0,0,0
345,70313201007,2015,-6.8469178175400005,39.2706653851,0,0,0,0,0,0,0,0,0,0
346,70314202112,2015,-6.8744512128199995,39.2746921453,1,0,0,1,0,0,1,1,1,1
347,70318202032,2015,-6.87072485727,39.2584511389,0,0,0,0,0,0,0,0,0,0
348,70319206003,2015,-6.841311139219999,39.2573796896,0,0,0,0,0,1,0,0,0,-1
349,70321202018,2015,-6.89804424335,39.288483926,0,0,0,1,0,1,0,0,1,0
350,70321205089,2015,-6.9081056572,39.2646862845,1,0,0,1,0,1,1,1,1,0
351,70323207002,2015,-7.10263324737,39.5285200002,0,0,0,1,0,1,0,0,1,0
352,70326201027,2015,-6.878639858230001,39.2781544708,0,0,0,1,0,0,0,0,1,1
353,70327201007,2015,-6.93363401287,39.259504143499996,0,0,0,1,0,0,0,0,1,1
354,70327205043,2015,-6.904069734660001,39.2852229434,0,0,0,0,0,0,0,0,0,0
355,70328202108,2015,-6.90320619048,39.246134241,0,0,0,1,0,0,0,0,1,1
356,70329201020,2015,-6.893275794069999,39.2627093461,0,0,0,1,0,1,0,0,1,0
357,70330201048,2015,-6.87538424712,39.2502576768,0,0,0,0,0,0,0,0,0,0
358,80101103001,2015,-8.541018188410002,39.2423740129,1,0,1,1,0,0,1,0,1,1
359,80118302301,2015,-8.75634557019,39.419454368000004,0,0,0,0,0,0,0,0,0,0
360,80203101009,2015,-9.631540436449999,39.713459666,0,0,0,1,0,0,0,0,1,1
361,80214103007,2014,-10.2512625024,39.4254679808,1,0,1,0,0,0,1,0,0,0
362,80214103007,2015,-10.2512625024,39.4254679808,1,0,0,1,0,0,1,1,1,1
363,80225102006,2015,-9.875055515669999,39.300098362600004,1,0,1,1,0,0,1,0,1,1
364,80311103003,2014,-10.3302615579,38.186448139899994,0,0,0,2,0,1,0,0,2,1
365,80321103002,2015,-10.276102099500001,38.4596452985,1,0,1,1,0,1,1,0,1,0
366,80415101002,2014,-9.85839905611,37.9849638913,1,0,1,1,0,1,1,0,1,0
367,80510101004,2015,-10.131453704,38.944759845,1,0,1,2,0,0,1,0,2,2
368,80603201001,2015,-10.0005826103,39.7050602332,0,0,0,1,0,0,0,0,1,1
369,90104105003,2014,-10.5425273253,40.278736962800004,0,0,0,1,0,0,0,0,1,1
370,90113104004,2015,-10.386693784,39.729020686,2,0,1,1,0,1,2,1,1,0
371,90123101005,2015,-10.2230680537,40.2248285482,1,0,0,1,1,0,1,1,0,1
372,90204104001,2015,-10.9684589654,39.3676375135,1,0,0,1,0,0,1,1,1,1
373,90213105001,2014,-10.736282966000001,39.193157591900004,0,0,0,1,0,0,0,0,1,1
374,90223101002,2015,-10.7911457904,39.1978301331,1,0,0,0,0,0,1,1,0,0
375,90308305008,2015,-10.4618047362,39.0419611432,0,0,0,1,0,1,0,0,1,0
376,90308307315,2015,-10.4946267337,39.022059574800004,0,0,0,0,0,0,0,0,0,0
377,90315107002,2015,-10.8793578858,39.0693554061,1,0,1,1,0,1,1,0,1,0
378,90403101002,2015,-10.801110763699999,39.863194918000005,1,0,2,1,0,1,1,-1,1,0
379,90411101003,2015,-10.8807744679,39.5071799401,0,0,0,1,0,0,0,0,1,1
380,90422101003,2015,-10.4227344203,39.371461841700004,1,0,0,1,0,0,1,1,1,1
381,90505205003,2015,-10.265944724299999,40.1756417019,0,0,0,1,0,0,0,0,1,1
382,90602103002,2015,-10.963991802699999,38.5300396029,1,1,1,1,0,1,0,0,1,0
383,90609102002,2015,-10.8531666918,38.8352469326,1,0,1,2,0,0,1,0,2,2
384,90704302002,2014,-10.6774330502,38.897796522,1,0,0,1,0,0,1,1,1,1
385,90705201002,2015,-10.745027045799999,38.800829594,0,0,0,0,0,0,0,0,0,0
