FS_year,FCS,rural,lat_modified,lon_modified
2012,52,1,-0.269274954,32.30968628
2012,52,1,-0.269274954,32.30968628
2012,52,1,-0.269274954,32.30968628
2012,73,0,0.33318767,32.57065582
2012,34.33333333,0,0.313044757,32.5691452
2012,78,0,0.30309552,32.57334518
2012,52.25,0,0.345752984,32.54629898
2012,50.66666667,0,0.378049046,32.59412766
2012,61.3,0,0.371428996,32.56505966
2012,62,0,0.365140766,32.59701538
2012,63.5,0,0.463939048,32.7724905
2012,63.5,0,0.463939048,32.7724905
2012,34.75,0,0.34599793,32.58322525
2012,50.25,0,0.28084063,32.61678251
2012,50.25,0,0.28084063,32.61678251
2012,56.4,0,0.312796533,32.61147308
2012,35.33333333,0,0.303221107,32.61974716
2012,53.16666667,0,0.29420542,32.57125664
2012,53.16666667,0,0.29420542,32.57125664
2012,53,0,0.30577757,32.5929807
2012,49.61111111,0,0.273187041,32.62480927
2012,76.66666667,0,0.295154542,32.58539963
2012,43.5,0,0.348059103,32.55318832
2012,52.9,0,0.344782233,32.58753204
2012,63.75,0,0.367720068,32.62395859
2012,54.33333333,0,0.368404359,32.59025574
2012,45.9,0,0.328184783,32.63406754
2012,46.5,0,0.321927607,32.63808823
2012,49,0,0.417212635,33.21524429
2012,49,0,0.417212635,33.21524429
2012,59.5,0,0.305940717,32.52914429
2012,50.33333333,0,0.289859712,32.55303574
2012,59,0,0.356767297,32.55710602
2012,62.8,0,0.330750406,32.54214096
2012,56,0,0.279319495,32.56605148
2012,43.9,0,0.304609984,32.54377365
2012,42.75,1,0.747895405,31.96491083
2012,42.75,1,0.747895405,31.96491083
2012,43.125,1,0.918975927,31.59385991
2012,55.57142857,0,0.694203019,32.5288293
2012,61.08333333,1,0.569821417,32.66335487
2012,61.08333333,1,0.569821417,32.66335487
2012,51.05,1,0.586551723,32.66337852
2012,51.05,1,0.586551723,32.66337852
2012,50.3,1,0.763739774,32.52232895
2012,50.3,1,0.763739774,32.52232895
2012,54,1,0.614613444,32.40384483
2012,50.75,1,0.998287369,32.19529676
2012,50.75,1,0.998287369,32.19529676
2012,50.75,1,0.998287369,32.19529676
2012,59.2,0,-0.343147129,31.72531319
2012,61.375,0,-0.142147571,31.87967682
2012,56.8,1,0.004325294,31.82027969
2012,56.8,1,0.004325294,31.82027969
2012,57.9375,1,-0.243158288,31.65519023
2012,50.61111111,1,-0.344247997,31.57166481
2012,37.75,1,-0.471200258,31.3637867
2012,47.61111111,1,-0.522386312,31.35534286
2012,45.08333333,1,-0.576782405,31.69163704
2012,53.55,1,-0.294749784,31.78495331
2012,53.55,1,-0.294749784,31.78495331
2012,72,1,-0.314625114,31.7481575
2012,72,1,-0.314625114,31.7481575
2012,72,1,-0.314625114,31.7481575
2012,47.45454545,1,-0.009135258,31.83553522
2012,47.45454545,1,-0.009135258,31.83553522
2012,53.4,1,0.127259234,31.8358654
2012,53.4,1,0.127259234,31.8358654
2012,53.4,1,0.127259234,31.8358654
2012,42.55555556,1,0.244214306,31.81826189
2012,42.55555556,1,0.244214306,31.81826189
2012,60.45,1,0.071609862,32.09287262
2012,41.5,1,0.196654409,32.25522995
2012,86.25,0,0.51670365,31.5375967
2012,86.25,0,0.51670365,31.5375967
2012,61.35714286,0,0.390713513,32.07382202
2012,54.31818182,1,0.341261197,32.09114023
2012,54.31818182,1,0.341261197,32.09114023
2012,62,1,0.213034511,31.05263901
2012,54.77777778,1,0.546508031,31.5278634
2012,54.77777778,1,0.546508031,31.5278634
2012,54.77777778,1,0.546508031,31.5278634
2012,46.88888889,1,0.618869245,31.74013901
2012,46.88888889,1,0.618869245,31.74013901
2012,45.41666667,1,0.456248924,31.86141713
2012,45.41666667,1,0.456248924,31.86141713
2012,55.22222222,1,0.585501591,31.72945129
