"","ea_id","FS_year","lat_modified","lon_modified","FNID"
"439",30203044,2010,-14.8449,35.6371,"MW2012C3030204"
"440",30203122,2010,-14.7519,35.5798,"MW2012C3030214"
"441",30203142,2011,-14.8853,35.6354,"MW2012C3030204"
"442",30203256,2010,-14.8942,35.6796,"MW2012C3030204"
"443",30203767,2010,-14.9943,35.5973,"MW2012C3030204"
"444",30204126,2010,-15.2191,35.4275,"MW2012C3030214"
"445",30205702,2011,-15.1752,35.5007,"MW2012C3030204"
"446",30206341,2010,-15.0513,35.4605,"MW2012C3030204"
"447",30206572,2010,-14.9969,35.5521,"MW2012C3030204"
"448",30207060,2011,-14.7573,35.6748,"MW2012C3030204"
"449",30207188,2010,-14.8723,35.7463,"MW2012C3030204"
"450",30207491,2010,-14.7605,35.703,"MW2012C3030204"
"451",30208396,2010,-14.7074,35.8067,"MW2012C3030204"
"452",30209287,2010,-14.7467,35.5681,"MW2012C3030214"
"453",30212167,2011,-14.5942,35.6517,"MW2012C3030214"
"454",30212307,2010,-14.6999,35.608,"MW2012C3030214"
"455",30212492,2010,-14.7246,35.7083,"MW2012C3030204"
"456",30222077,2010,-15.0766,35.2301,"MW2012C3030206"
"457",30301554,2011,-15.358,35.4217,"MW2012C3030304"
"458",30301576,2010,-15.2658,35.4682,"MW2012C3030304"
"459",30301590,2010,-15.3793,35.4827,"MW2012C3030304"
"460",30302283,2010,-15.3664,35.5802,"MW2012C3030304"
"461",30302357,2010,-15.512,35.5861,"MW2012C3030304"
"462",30302601,2010,-15.4882,35.557,"MW2012C3030304"
"463",30302687,2011,-15.4317,35.4797,"MW2012C3030304"
"464",30302692,2010,-15.4142,35.3941,"MW2012C3030304"
"465",30304139,2011,-15.4829,35.3577,"MW2012C3030314"
"466",30304143,2010,-15.4308,35.3783,"MW2012C3030304"
"467",30305082,2010,-15.5698,35.4256,"MW2012C3030304"
"468",30305258,2010,-15.5911,35.2586,"MW2012C3030314"
"469",30305277,2010,-15.519,35.3176,"MW2012C3030314"
"470",30305506,2011,-15.5965,35.3993,"MW2012C3030304"
"471",30305561,2010,-15.5648,35.2017,"MW2012C3030314"
"472",30305580,2010,-15.6474,35.3431,"MW2012C3030314"
"473",30306024,2010,-15.3929,35.2207,"MW2012C3030314"
"474",30306056,2011,-15.4279,35.2026,"MW2012C3030314"
"475",30306087,2010,-15.317,35.1061,"MW2012C3030306"
"476",30306460,2011,-15.303,35.1167,"MW2012C3030306"
"477",30306555,2010,-15.4627,35.1595,"MW2012C3030314"
"478",30306594,2010,-15.232,35.2051,"MW2012C3030206"
"479",30307577,2010,-15.3109,35.3566,"MW2012C3030214"
"480",30307678,2010,-15.2318,35.3224,"MW2012C3030214"
"481",30401015,2010,-15.7552,35.1457,"MW2012C3030414"
"482",30401062,2010,-15.6916,35.1357,"MW2012C3030414"
"483",30401178,2010,-15.7229,35.2164,"MW2012C3030414"
"484",30401397,2011,-15.6082,35.1882,"MW2012C3030414"
"485",30402291,2011,-15.8235,35.1775,"MW2012C3030414"
"486",30402402,2010,-15.8463,35.1731,"MW2012C3030414"
"487",30402515,2010,-15.7842,35.1127,"MW2012C3030414"
"488",30402570,2011,-15.7578,35.1122,"MW2012C3030414"
"489",30402669,2010,-15.7937,35.1614,"MW2012C3030414"
"490",30403185,2010,-15.7105,35.2683,"MW2012C3030414"
"491",30403225,2010,-15.6923,35.1971,"MW2012C3030414"
"492",30403261,2010,-15.678,35.1946,"MW2012C3030414"
"493",30403444,2010,-15.8295,35.2618,"MW2012C3030404"
"494",30403558,2011,-15.7517,35.2275,"MW2012C3030414"
"495",30403699,2010,-15.7387,35.2619,"MW2012C3030414"
"496",30403766,2010,-15.8145,35.2521,"MW2012C3030414"
"497",30404093,2010,-15.9643,35.3056,"MW2012C3030404"
"498",30404458,2010,-15.897,35.3122,"MW2012C3030404"
"499",30404493,2011,-15.8662,35.2736,"MW2012C3030404"
"500",30405588,2010,-15.5853,35.1329,"MW2012C3030414"
"501",30406125,2011,-15.5735,35.1949,"MW2012C3030414"
"502",30406378,2010,-15.6563,35.2698,"MW2012C3030414"
"503",30406710,2010,-15.6013,35.2404,"MW2012C3030314"
"504",30420223,2010,-15.7066,35.168,"MW2012C3030414"
"505",30501008,2010,-15.6553,35.0193,"MW2012C3030514"
"506",30501020,2010,-15.6945,35.0523,"MW2012C3030519"
"507",30501359,2011,-15.5809,35.0766,"MW2012C3030506"
"508",30501383,2010,-15.6556,35.0184,"MW2012C3030514"
"509",30501566,2010,-15.5298,35.007,"MW2012C3030506"
"510",30502418,2011,-15.3957,35.032,"MW2012C3030506"
"511",30502456,2010,-15.5147,35.1047,"MW2012C3030506"
"512",30503214,2011,-15.4724,34.987,"MW2012C3030506"
"513",30503292,2010,-15.4819,34.9226,"MW2012C3030506"
"514",30503685,2010,-15.4239,34.8991,"MW2012C3030506"
"515",30504251,2010,-15.6475,34.901,"MW2012C3030506"
"516",30504518,2010,-15.7088,34.8301,"MW2012C3030506"
"517",30505180,2010,-15.564,35.1158,"MW2012C3030506"
"518",30506017,2011,-15.5462,34.8509,"MW2012C3030506"
"519",30506031,2010,-15.6488,34.9677,"MW2012C3030506"
"520",30506105,2011,-15.8127,34.9738,"MW2012C3030514"
"521",30506326,2010,-15.7789,34.8667,"MW2012C3030514"
"522",30506457,2010,-15.6691,34.9352,"MW2012C3030506"
"523",30506748,2010,-15.6095,34.9706,"MW2012C3030506"
"524",30507667,2010,-15.6918,35.0484,"MW2012C3030519"
"525",30508364,2011,-15.8922,35.0362,"MW2012C3030514"
"526",30508435,2010,-15.91,34.8845,"MW2012C3030514"
"527",30508473,2010,-15.9438,34.8751,"MW2012C3030514"
"528",30508629,2010,-15.8343,34.9532,"MW2012C3030514"
"529",30601052,2011,-15.5042,34.508,"MW2012C3030613"
"530",30601144,2010,-15.7592,34.5223,"MW2012C3030613"
"531",30601190,2010,-15.8009,34.5362,"MW2012C3999918"
"532",30601191,2010,-15.4338,34.4889,"MW2012C3031313"
"533",30601428,2011,-15.6323,34.549,"MW2012C3030613"
"534",30601526,2010,-15.5961,34.5629,"MW2012C3030613"
"535",30601608,2010,-15.6104,34.4973,"MW2012C3030613"
"536",30601639,2010,-15.7201,34.5366,"MW2012C3030613"
"537",30601746,2010,-15.4808,34.5094,"MW2012C3030613"
"538",30602059,2010,-15.6588,34.523,"MW2012C3030613"
"539",30602217,2010,-15.5844,34.4508,"MW2012C3030613"
"540",30602220,2011,-15.6483,34.4315,"MW2012C3030613"
"541",30602235,2010,-15.737,34.3852,"MW2012C3030613"
"542",30602408,2011,-15.4894,34.4418,"MW2012C3030613"
"543",30602443,2011,-15.7436,34.449,"MW2012C3030613"
"544",30602445,2010,-15.5678,34.4701,"MW2012C3030613"
"545",30602472,2010,-15.5989,34.516,"MW2012C3030613"
"546",30602512,2010,-15.713,34.3926,"MW2012C3030613"
"547",30602713,2010,-15.6827,34.505,"MW2012C3030613"
"548",30602734,2010,-15.7656,34.4575,"MW2012C3030613"
"549",30620179,2010,-15.607,34.5081,"MW2012C3030613"
"550",30620196,2010,-15.6058,34.5184,"MW2012C3030613"
"551",30620323,2011,-15.6068,34.5142,"MW2012C3030613"
"552",30620644,2010,-15.6146,34.5237,"MW2012C3030613"
"553",30701411,2010,-16.3029,35.2377,"MW2012C3030716"
"554",30702134,2011,-16.3514,35.2609,"MW2012C3030716"
"555",30703381,2010,-16.2456,35.1789,"MW2012C3030716"
"556",30704158,2010,-16.2623,35.1333,"MW2012C3030716"
"557",30704313,2010,-16.1982,35.158,"MW2012C3030716"
"558",30705248,2011,-16.093,34.9965,"MW2012C3030716"
"559",30705391,2010,-16.088,35.0681,"MW2012C3030716"
"560",30706619,2010,-16.155,35.1218,"MW2012C3030716"
"561",30706743,2010,-16.2046,35.113,"MW2012C3030716"
"562",30707534,2010,-16.1149,35.2473,"MW2012C3030716"
"563",30707722,2011,-16.0917,35.2317,"MW2012C3030716"
"564",30708338,2010,-16.085,35.1464,"MW2012C3030716"
"565",30708665,2010,-16.0579,35.2362,"MW2012C3030716"
"566",30709116,2011,-15.9065,35.1572,"MW2012C3030714"
"567",30709358,2010,-15.9342,35.166,"MW2012C3030714"
"568",30709438,2010,-15.9499,35.1136,"MW2012C3030714"
"569",30709650,2010,-15.9927,35.228,"MW2012C3030714"
"570",30709698,2011,-16.0349,35.1624,"MW2012C3030716"
"571",30710079,2010,-16.005,35.1013,"MW2012C3030714"
"572",30710128,2010,-15.8715,35.1461,"MW2012C3030714"
"573",30710157,2010,-15.9777,34.9794,"MW2012C3030716"
"574",30710451,2011,-16.0779,35.0743,"MW2012C3030716"
"575",30711684,2010,-16.0123,34.9535,"MW2012C3030716"
"576",30720666,2010,-16.0662,35.1873,"MW2012C3030716"
"577",30801205,2011,-16.1114,35.4481,"MW2012C3030804"
"578",30801300,2010,-16.0788,35.6062,"MW2012C3030816"
"579",30801305,2010,-16.0568,35.5175,"MW2012C3030816"
"580",30801386,2011,-15.9992,35.6255,"MW2012C3030816"
"581",30801631,2010,-16.1404,35.5022,"MW2012C3030816"
"582",30801672,2010,-16.1134,35.4092,"MW2012C3030804"
"583",30801679,2010,-16.0832,35.5824,"MW2012C3030816"
"584",30802036,2010,-15.956,35.7616,"MW2012C3030816"
"585",30802485,2011,-16.053,35.7182,"MW2012C3030816"
"586",30802579,2010,-16.0477,35.7652,"MW2012C3030816"
"587",30803115,2010,-16.0375,35.3545,"MW2012C3030804"
"588",30803233,2010,-15.9831,35.4378,"MW2012C3030804"
"589",30803321,2011,-16.0932,35.3204,"MW2012C3030716"
"590",30803480,2010,-16.0285,35.4154,"MW2012C3030804"
"591",30804416,2010,-16.0066,35.322,"MW2012C3030804"
"592",30804426,2010,-16.0831,35.3312,"MW2012C3030804"
"593",30805259,2010,-15.965,35.4421,"MW2012C3030804"
"594",30805375,2010,-15.8086,35.4197,"MW2012C3030804"
"595",30805463,2011,-15.8648,35.5049,"MW2012C3030804"
"596",30805551,2010,-15.8667,35.4579,"MW2012C3030804"
"597",30806145,2010,-15.6931,35.4074,"MW2012C3030804"
"598",30806483,2010,-15.9245,35.3597,"MW2012C3030804"
"599",30806611,2010,-15.8284,35.3532,"MW2012C3030804"
"600",30806630,2011,-15.7058,35.3388,"MW2012C3030804"
"601",30901029,2010,-15.6841,35.6522,"MW2012C3030904"
"602",30901054,2010,-15.5763,35.5519,"MW2012C3030904"
"603",30901193,2011,-15.5263,35.6705,"MW2012C3030904"
"604",30901253,2010,-15.6556,35.6861,"MW2012C3030904"
"605",30901275,2010,-15.7348,35.6842,"MW2012C3030904"
"606",30901320,2011,-15.7055,35.6808,"MW2012C3030904"
"607",30901380,2010,-15.631,35.6974,"MW2012C3030904"
"608",30901409,2010,-15.6965,35.5352,"MW2012C3030904"
"609",30901475,2010,-15.6689,35.589,"MW2012C3030904"
"610",30901550,2010,-15.7525,35.5486,"MW2012C3030904"
"611",30901569,2010,-15.6648,35.7291,"MW2012C3030904"
"612",30901603,2010,-15.7071,35.6456,"MW2012C3030904"
"613",30901715,2010,-15.8615,35.5961,"MW2012C3030804"
"614",30901720,2011,-15.7496,35.633,"MW2012C3030904"
"615",30901732,2010,-15.786,35.6801,"MW2012C3999918"
"616",30901756,2011,-15.5962,35.6271,"MW2012C3030904"
"617",30902236,2010,-15.8132,35.7591,"MW2012C3030904"
"618",30902299,2011,-15.749,35.792,"MW2012C3030904"
"619",30902346,2010,-15.8869,35.7841,"MW2012C3030904"
"620",30902425,2011,-15.7538,35.7905,"MW2012C3030904"
"621",30902606,2010,-15.8646,35.8089,"MW2012C3030904"
"622",30903114,2010,-15.5548,35.7946,"MW2012C3030904"
"623",30903528,2010,-15.6298,35.7234,"MW2012C3030904"
"624",30920609,2010,-15.7989,35.6646,"MW2012C3999918"
"625",31001034,2010,-16.5188,34.9566,"MW2012C3031005"
"626",31001092,2010,-16.482,34.7477,"MW2012C3031005"
"627",31001123,2011,-16.3813,34.9281,"MW2012C3031005"
"628",31001228,2011,-16.5282,34.8424,"MW2012C3031005"
"629",31001242,2010,-16.3432,34.7745,"MW2012C3031005"
"630",31001333,2010,-16.3153,34.6917,"MW2012C3999918"
"631",31001647,2010,-16.4271,34.963,"MW2012C3031005"
"632",31001749,2010,-16.6,34.9673,"MW2012C3031005"
"633",31002169,2010,-16.2669,34.8952,"MW2012C3031005"
"634",31002245,2011,-16.2654,34.8863,"MW2012C3031005"
"635",31002677,2010,-16.2084,34.8673,"MW2012C3031005"
"636",31003100,2010,-15.9902,34.3746,"MW2012C3999918"
"637",31003226,2010,-15.8143,34.3453,"MW2012C3031005"
"638",31003482,2011,-16.0493,34.5416,"MW2012C3031005"
"639",31003759,2010,-16.1834,34.6084,"MW2012C3999918"
"640",31004098,2010,-16.1556,34.9051,"MW2012C3031005"
"641",31004312,2010,-16.0204,34.9201,"MW2012C3030716"
"642",31005061,2011,-16.0812,34.8525,"MW2012C3031005"
"643",31006284,2010,-16.0517,34.8113,"MW2012C3031005"
"644",31006556,2010,-15.8248,34.8375,"MW2012C3030506"
"645",31007335,2010,-16.3024,35.0298,"MW2012C3031005"
"646",31007544,2010,-16.2544,35.0262,"MW2012C3031005"
"647",31007549,2010,-16.1346,34.9358,"MW2012C3031005"
"648",31007645,2011,-16.2083,35.0076,"MW2012C3031005"
"649",31101009,2010,-17.0718,35.2272,"MW2012C3031105"
"650",31101399,2010,-17.0952,35.0917,"MW2012C3031105"
"651",31102266,2010,-17.0134,35.1802,"MW2012C3031105"
"652",31102591,2011,-17.05,35.1542,"MW2012C3031105"
"653",31104086,2010,-16.5088,35.1817,"MW2012C3031105"
"654",31104147,2011,-16.4323,35.2437,"MW2012C3031105"
"655",31104361,2010,-16.4313,35.1841,"MW2012C3031105"
"656",31104496,2010,-16.3514,35.1094,"MW2012C3031105"
"657",31104691,2010,-16.3722,35.1526,"MW2012C3031105"
"658",31104696,2010,-16.3482,35.1331,"MW2012C3031105"
"659",31105091,2010,-16.7326,35.2082,"MW2012C3031105"
"660",31105559,2011,-16.7122,35.2787,"MW2012C3031105"
"661",31105581,2010,-16.8116,35.2934,"MW2012C3031105"
"662",31106066,2010,-16.5958,34.9897,"MW2012C3031105"
"663",31106182,2011,-16.6416,35.1261,"MW2012C3031105"
"664",31106519,2010,-16.6206,35.0925,"MW2012C3031105"
"665",31106574,2010,-16.5716,35.1055,"MW2012C3031105"
"666",31106682,2010,-16.5071,35.0553,"MW2012C3031105"
"667",31107406,2010,-16.9716,35.1912,"MW2012C3031105"
"668",31108265,2011,-16.985,35.1421,"MW2012C3031105"
"669",31108703,2010,-16.9855,35.2499,"MW2012C3031105"
"670",31110462,2010,-16.7363,35.056,"MW2012C3999918"
"671",31120097,2010,-16.9343,35.2535,"MW2012C3031105"
"672",31120218,2011,-16.9398,35.2494,"MW2012C3031105"
"673",31201007,2010,-14.9258,35.0165,"MW2012C3031213"
"674",31201058,2010,-15.2828,34.8443,"MW2012C3031213"
"675",31201104,2010,-15.0706,35.1704,"MW2012C3031206"
"676",31201106,2010,-15.0874,35.0902,"MW2012C3031206"
"677",31201197,2010,-15.2301,35.1343,"MW2012C3031206"
"678",31201230,2010,-15.1183,34.9319,"MW2012C3031213"
"679",31201234,2011,-15.2961,35.0699,"MW2012C3031206"
"680",31201250,2010,-15.03,34.9683,"MW2012C3031213"
"681",31201350,2011,-15.0526,34.9194,"MW2012C3031213"
"682",31201516,2010,-14.9533,34.9545,"MW2012C3031213"
"683",31201726,2010,-15.0201,35.0775,"MW2012C3031213"
"684",31201747,2011,-15.0191,34.9993,"MW2012C3031213"
"685",31201765,2010,-15.2148,34.8957,"MW2012C3031213"
"686",31204138,2010,-15.0073,35.2114,"MW2012C3031206"
"687",31204184,2011,-14.8032,34.9975,"MW2012C3031213"
"688",31204209,2011,-14.8783,35.2435,"MW2012C3031206"
"689",31204267,2010,-14.9627,35.2007,"MW2012C3031206"
"690",31204390,2010,-14.8299,35.1235,"MW2012C3031213"
"691",31204410,2010,-14.751,35.1789,"MW2012C3031213"
"692",31204489,2010,-14.8573,35.1355,"MW2012C3031206"
"693",31204532,2010,-14.8109,35.2515,"MW2012C3031206"
"694",31204618,2010,-14.8874,35.1158,"MW2012C3031213"
"695",31220487,2010,-14.9877,34.9599,"MW2012C3031213"
"696",31220637,2011,-14.9815,34.9429,"MW2012C3031213"
"697",31301246,2010,-15.2315,34.6022,"MW2012C3031313"
"698",31301304,2010,-15.3435,34.5831,"MW2012C3031313"
"699",31301385,2010,-15.3953,34.6507,"MW2012C3031313"
"700",31301560,2010,-15.4567,34.5599,"MW2012C3031313"
"701",31301671,2011,-15.4592,34.5046,"MW2012C3031313"
"702",31301683,2011,-15.2873,34.5947,"MW2012C3031313"
"703",31302162,2010,-15.4659,34.6797,"MW2012C3030613"
"704",31302415,2010,-15.6308,34.6441,"MW2012C3030606"
"705",31302578,2010,-15.4489,34.5674,"MW2012C3031313"
"706",31302651,2011,-15.5442,34.6717,"MW2012C3030613"
"707",31302761,2010,-15.5014,34.5945,"MW2012C3030613"
"708",31303067,2011,-15.4289,34.7982,"MW2012C3030606"
"709",31303263,2011,-15.3218,34.9847,"MW2012C3030606"
"710",31303327,2010,-15.4288,34.8176,"MW2012C3030606"
"711",31303467,2010,-15.4411,34.7938,"MW2012C3030606"
"712",31303567,2010,-15.4184,34.7535,"MW2012C3030613"
"713",31303585,2010,-15.3515,34.7985,"MW2012C3030613"
"714",31303610,2010,-15.3308,34.8909,"MW2012C3030606"
"715",31303655,2010,-15.5063,34.7786,"MW2012C3030606"
"716",31303757,2010,-15.3813,34.9115,"MW2012C3030506"
"717",31306166,2010,-15.2901,34.7135,"MW2012C3031313"
"718",31306274,2011,-15.3373,34.6858,"MW2012C3031313"
"719",31306500,2010,-15.3827,34.6798,"MW2012C3031313"
"720",31306719,2010,-15.362,34.7046,"MW2012C3031313"
"721",31431714,2010,-15.3858,35.3093,"MW2012C3030314"
"722",31432279,2011,-15.3745,35.298,"MW2012C3030214"
"723",31432523,2010,-15.3905,35.2944,"MW2012C3030314"
"724",31432676,2010,-15.3994,35.3127,"MW2012C3030314"
"725",31434099,2010,-15.3784,35.3493,"MW2012C3030314"
"726",31435120,2010,-15.3787,35.3421,"MW2012C3030314"
"727",31435149,2010,-15.3775,35.3721,"MW2012C3030304"
"728",31435423,2011,-15.3787,35.3427,"MW2012C3030314"
"729",31435753,2010,-15.3736,35.3644,"MW2012C3030214"
"730",31436063,2011,-15.3778,35.3541,"MW2012C3030314"
"731",31436695,2010,-15.3888,35.3576,"MW2012C3030304"
"732",31438563,2010,-15.4105,35.3115,"MW2012C3030314"
"733",31438622,2011,-15.387,35.3259,"MW2012C3030314"
"734",31438689,2010,-15.4034,35.3206,"MW2012C3030314"
"735",31438690,2010,-15.4002,35.3405,"MW2012C3030304"
"736",31439102,2010,-15.3992,35.3184,"MW2012C3030314"
"737",31440002,2010,-15.3935,35.3159,"MW2012C3030314"
"738",31440152,2011,-15.3893,35.3166,"MW2012C3030314"
"739",31441389,2010,-15.399,35.3205,"MW2012C3030314"
"740",31442200,2010,-15.4094,35.3087,"MW2012C3030314"
"741",31442394,2010,-15.413,35.3114,"MW2012C3030314"
"742",31442616,2011,-15.416,35.3236,"MW2012C3030314"
"743",31443108,2010,-15.3824,35.3423,"MW2012C3030314"
"744",31443270,2010,-15.4042,35.3314,"MW2012C3030304"
"745",31531161,2011,-15.7487,34.9957,"MW2012C3030519"
"746",31531303,2010,-15.7519,35.0037,"MW2012C3030519"
"747",31532674,2010,-15.7308,35.0713,"MW2012C3030519"
"748",31533095,2010,-15.7926,35.0838,"MW2012C3030519"
"749",31534553,2010,-15.7793,35.0762,"MW2012C3030519"
"750",31535633,2011,-15.7784,35.035,"MW2012C3030519"
"751",31536118,2010,-15.7776,35.0402,"MW2012C3030519"
"752",31536257,2010,-15.7833,35.027,"MW2012C3030519"
"753",31536751,2010,-15.7545,35.0446,"MW2012C3030519"
"754",31538278,2011,-15.768,35.0305,"MW2012C3030519"
"755",31539670,2010,-15.7695,34.9969,"MW2012C3030519"
"756",31540003,2010,-15.7659,34.9859,"MW2012C3030514"
"757",31540419,2010,-15.7536,34.9929,"MW2012C3030519"
"758",31541183,2011,-15.8156,34.9859,"MW2012C3030514"
"759",31545384,2010,-15.8105,35.0913,"MW2012C3030519"
"760",31546760,2010,-15.8234,35.0885,"MW2012C3030519"
"761",31547429,2010,-15.8406,35.0911,"MW2012C3030514"
"762",31548148,2011,-15.8363,35.0669,"MW2012C3030514"
"763",31550254,2010,-15.8086,35.0572,"MW2012C3030519"
"764",31552612,2010,-15.8195,35.0146,"MW2012C3030514"
"765",31552686,2010,-15.8214,35.0129,"MW2012C3030514"
"766",31553237,2011,-15.8202,34.9934,"MW2012C3030514"
"767",31554613,2010,-15.8271,35.0484,"MW2012C3030514"
"768",31555614,2010,-15.8552,35.0737,"MW2012C3030514"
"769",10101215,2013,-9.50446,33.2302,"MW2012C3010102"
"770",10101562,2013,-9.66792,33.3937,"MW2012C3010107"
"771",10101562,2013,-13.6336,33.94652,"MW2012C3020403"
"772",10101215,2013,-9.96725,33.90817,"MW2012C3010201"
"773",10101562,2013,-9.52838,33.21675,"MW2012C3010102"
"774",10101562,2013,-9.7581,33.35299,"MW2012C3010102"
"775",10101215,2013,-9.68812,33.28275,"MW2012C3010102"
"776",10101562,2013,-13.99499,33.81417,"MW2012C3020619"
"777",10101562,2013,-9.72837,33.37193,"MW2012C3010102"
"778",10101016,2013,-9.80998,33.3873,"MW2012C3010102"
"779",10101204,2013,-9.68627,33.23974,"MW2012C3010102"
"780",10101204,2013,-9.89498,33.381,"MW2012C3010102"
"781",10101204,2013,-11.44154,34.03698,"MW2012C3010508"
"782",10102004,2013,-9.74823,33.5035,"MW2012C3010107"
"783",10103414,2013,-9.9716,33.3739,"MW2012C3010102"
"784",10102004,2013,-9.95901,33.87854,"MW2012C3010201"
"785",10102004,2013,-9.89938,33.59376,"MW2012C3010201"
"786",10102004,2013,-9.77989,33.39593,"MW2012C3010102"
"787",10104150,2013,-10.1988,33.6635,"MW2012C3010102"
"788",10201688,2013,-9.84483,33.8737,"MW2012C3010210"
"789",10104150,2013,-10.25906,33.70111,"MW2012C3010102"
"790",10201688,2013,-11.01517,33.86455,"MW2012C3010417"
"791",10201688,2013,-11.45357,34.00323,"MW2012C3010508"
"792",10201688,2013,-13.65718,33.9557,"MW2012C3020403"
"793",10201688,2013,-9.76089,33.88114,"MW2012C3010210"
"794",10104150,2013,-11.43912,34.01878,"MW2012C3010508"
"795",10104150,2013,-15.84199,35.0695,"MW2012C3030514"
"796",10201688,2013,-10.44907,34.21231,"MW2012C3010209"
"797",10201688,2013,-9.94021,33.92076,"MW2012C3010201"
"798",10202514,2013,-9.61827,33.80071,"MW2012C3010210"
"799",10202514,2013,-9.68146,33.8498,"MW2012C3010210"
"800",10203176,2013,-9.87305,33.6206,"MW2012C3010201"
"801",10203176,2013,-9.89186,33.85499,"MW2012C3010210"
"802",10202514,2013,-9.94462,33.90906,"MW2012C3010201"
"803",10203176,2013,-9.70617,33.34528,"MW2012C3010102"
"804",10203176,2013,-9.92957,33.92164,"MW2012C3010201"
"805",10204586,2013,-10.4163,34.2318,"MW2012C3010209"
"806",10204586,2013,-10.35886,34.18838,"MW2012C3010209"
"807",10203744,2013,-10.0405,33.9087,"MW2012C3010201"
"808",10204586,2013,-11.01108,33.85318,"MW2012C3010417"
"809",10204586,2013,-11.91079,33.5932,"MW2012C3010508"
"810",10204586,2013,-14.67737,34.52587,"MW2012C3020913"
"811",10203744,2013,-11.44101,34.01609,"MW2012C3010508"
"812",10203744,2013,-10.05531,33.98284,"MW2012C3010201"
"813",10204586,2013,-9.95121,33.92725,"MW2012C3010201"
"814",10203744,2013,-10.42496,34.19059,"MW2012C3010209"
"815",10203744,2013,-10.34451,34.17316,"MW2012C3010209"
"816",10220705,2013,-9.93128,33.9324,"MW2012C3010201"
"817",10204322,2013,-10.4462,34.1193,"MW2012C3010209"
"818",10204322,2013,-10.17686,34.03741,"MW2012C3010201"
"819",10220705,2013,-12.64987,33.37141,"MW2012C3020103"
"820",10204322,2013,-10.30634,34.13926,"MW2012C3010209"
"821",10204322,2013,-9.91055,33.9071,"MW2012C3010210"
"822",10204322,2013,-10.45714,34.17814,"MW2012C3010209"
"823",10301663,2013,-11.6477,34.125,"MW2012C3010309"
"824",10220103,2013,-9.9754,33.926,"MW2012C3010201"
"825",10301663,2013,-16.09117,35.43689,"MW2012C3030804"
"826",10220103,2013,-10.38039,34.09918,"MW2012C3010209"
"827",10301663,2013,-11.6031,34.09884,"MW2012C3010309"
"828",10301663,2013,-11.7604,34.1147,"MW2012C3010309"
"829",10301663,2013,-11.69797,34.08821,"MW2012C3010309"
"830",10301663,2013,-12.21791,34.00289,"MW2012C3010311"
"831",10220103,2013,-9.82693,33.87285,"MW2012C3010210"
"832",10302010,2013,-11.964,34.0768,"MW2012C3010311"
"833",10305446,2013,-12.1525,34.0251,"MW2012C3010311"
"834",10302010,2013,-12.02909,34.00436,"MW2012C3010311"
"835",10308636,2013,-11.5364,34.278,"MW2012C3010311"
"836",10304012,2013,-11.8362,34.1621,"MW2012C3010311"
"837",10304012,2013,-12.81129,33.41191,"MW2012C3020103"
"838",10308636,2013,-11.52147,34.20086,"MW2012C3010309"
"839",10304012,2013,-12.1537,34.02622,"MW2012C3010311"
"840",10304012,2013,-13.02024,33.47129,"MW2012C3020103"
"841",10304012,2013,-11.24644,33.84823,"MW2012C3010508"
"842",10304012,2013,-11.04156,33.93491,"MW2012C3010508"
"843",10304012,2013,-12.57092,34.09348,"MW2012C3999918"
"844",10304012,2013,-14.01575,33.77807,"MW2012C3020619"
"845",10304012,2013,-16.03837,35.02567,"MW2012C3030716"
"846",10401522,2013,-11.0517,33.6871,"MW2012C3010417"
"847",10401522,2013,-9.70585,33.28914,"MW2012C3010102"
"848",10304012,2013,-11.77093,34.23802,"MW2012C3010311"
"849",10307413,2013,-11.7643,34.1954,"MW2012C3010311"
"850",10307413,2013,-11.67839,34.24359,"MW2012C3010309"
"851",10307413,2013,-13.87035,33.74895,"MW2012C3020603"
"852",10401522,2013,-11.19765,33.87376,"MW2012C3010508"
"853",10401522,2013,-11.1106,33.67789,"MW2012C3010517"
"854",10401522,2013,-16.12384,35.34169,"MW2012C3030804"
"855",10401522,2013,-10.48142,34.18526,"MW2012C3010209"
"856",10401522,2013,-15.65,35.54682,"MW2012C3030904"
"857",10401522,2013,-15.54487,35.38101,"MW2012C3030304"
"858",10401140,2013,-10.9995,33.7092,"MW2012C3010417"
"859",10401140,2013,-14.13146,34.15288,"MW2012C3020803"
"860",10401140,2013,-10.99159,33.92165,"MW2012C3010409"
"861",10401502,2013,-10.9368,33.9124,"MW2012C3010409"
"862",10401502,2013,-11.43922,34.01952,"MW2012C3010508"
"863",10401140,2013,-15.33158,34.93559,"MW2012C3030606"
"864",10401140,2013,-15.81094,34.99281,"MW2012C3030514"
"865",10401140,2013,-13.67211,32.81826,"MW2012C3020703"
"866",10401140,2013,-10.24093,33.56921,"MW2012C3010102"
"867",10401140,2013,-10.91231,33.67697,"MW2012C3010417"
"868",10401140,2013,-11.11796,33.71874,"MW2012C3010517"
"869",10401140,2013,-14.212,33.80711,"MW2012C3020603"
"870",10401140,2013,-11.00125,33.88866,"MW2012C3010409"
"871",10401502,2013,-14.70208,35.66175,"MW2012C3030214"
"872",10401140,2013,-11.4378,34.00773,"MW2012C3010508"
"873",10404186,2013,-10.6387,34.1824,"MW2012C3010409"
"874",10405213,2013,-9.93247,33.9272,"MW2012C3010201"
"875",10405213,2013,-10.6794,34.0775,"MW2012C3010409"
"876",10404186,2013,-10.16112,33.99805,"MW2012C3010201"
