"","ea_id","FS_year","lat_modified","lon_modified","FNID"
"60",10306417,2011,-11.6675,34.255,"MW2012C3010311"
"61",10306431,2010,-11.6583,34.3036,"MW2012C3010311"
"62",10307413,2010,-11.7643,34.1954,"MW2012C3010311"
"63",10308129,2010,-11.6576,34.249,"MW2012C3010309"
"64",10308636,2010,-11.5364,34.278,"MW2012C3010311"
"65",10309273,2011,-11.2736,34.1397,"MW2012C3010309"
"66",10309281,2010,-11.3057,34.1927,"MW2012C3010309"
"67",10310469,2010,-11.3823,34.0551,"MW2012C3010309"
"68",10312048,2010,-11.5335,34.1281,"MW2012C3010309"
"69",10312078,2011,-11.6052,34.2015,"MW2012C3010309"
"70",10312187,2010,-11.4729,34.1658,"MW2012C3010309"
"71",10312600,2010,-11.6219,34.177,"MW2012C3010309"
"72",10320227,2010,-11.6153,34.2882,"MW2012C3010311"
"73",10401140,2010,-10.9995,33.7092,"MW2012C3010417"
"74",10401212,2010,-10.8621,33.7639,"MW2012C3010417"
"75",10401424,2010,-11.0164,33.7354,"MW2012C3010417"
"76",10401502,2010,-10.9368,33.9124,"MW2012C3010409"
"77",10401522,2010,-11.0517,33.6871,"MW2012C3010417"
"78",10401541,2011,-10.9732,33.6501,"MW2012C3010417"
"79",10401604,2010,-10.9493,33.5542,"MW2012C3010417"
"80",10401635,2011,-10.9765,33.7963,"MW2012C3010417"
"81",10401742,2010,-10.9075,33.6501,"MW2012C3010417"
"82",10402537,2010,-10.7908,34.1952,"MW2012C3010409"
"83",10403332,2010,-10.907,33.9705,"MW2012C3010409"
"84",10403488,2011,-10.8442,34.0348,"MW2012C3010409"
"85",10404186,2010,-10.6387,34.1824,"MW2012C3010409"
"86",10404707,2010,-10.7149,34.1181,"MW2012C3010409"
"87",10405213,2010,-10.6794,34.0775,"MW2012C3010409"
"88",10405404,2011,-10.6082,34.1108,"MW2012C3010409"
"89",10407068,2011,-11.0241,34.0393,"MW2012C3010409"
"90",10407194,2010,-10.9601,34.0001,"MW2012C3010409"
"91",10407628,2011,-10.9278,34.075,"MW2012C3010409"
"92",10408441,2010,-10.8036,33.5425,"MW2012C3010417"
"93",10409468,2010,-10.8626,33.5009,"MW2012C3010417"
"94",10420001,2010,-11.0223,33.8825,"MW2012C3010417"
"95",10420035,2010,-11.0196,33.8439,"MW2012C3010417"
"96",10420080,2011,-11.025,33.8453,"MW2012C3010417"
"97",10501055,2011,-11.9415,33.4581,"MW2012C3010508"
"98",10501216,2010,-11.8392,33.3823,"MW2012C3010508"
"99",10501505,2010,-12.2112,33.3271,"MW2012C3010508"
"100",10501709,2010,-11.9792,33.4992,"MW2012C3010508"
"101",10502043,2010,-11.0909,33.8822,"MW2012C3010508"
"102",10502268,2010,-11.285,33.7785,"MW2012C3010508"
"103",10502439,2010,-11.5345,33.6711,"MW2012C3010508"
"104",10502593,2010,-11.3927,33.6488,"MW2012C3010517"
"105",10502730,2011,-11.1664,33.7801,"MW2012C3010517"
"106",10503211,2011,-11.4554,33.7661,"MW2012C3010508"
"107",10503367,2010,-11.8704,33.6791,"MW2012C3010508"
"108",10505136,2010,-11.7313,33.5342,"MW2012C3010508"
"109",10505151,2011,-11.5846,33.472,"MW2012C3010508"
"110",10505231,2010,-11.4442,33.4105,"MW2012C3010517"
"111",10505310,2010,-11.3125,33.4799,"MW2012C3010517"
"112",10505508,2010,-11.7819,33.5,"MW2012C3010508"
"113",10506127,2011,-12.3555,33.5509,"MW2012C3010508"
"114",10506548,2010,-12.2002,33.6539,"MW2012C3010508"
"115",10507175,2010,-12.6592,33.6304,"MW2012C3010503"
"116",10507344,2010,-12.5306,33.6027,"MW2012C3010503"
"117",10508369,2010,-12.4919,33.8323,"MW2012C3010503"
"118",10509319,2010,-11.3433,33.6194,"MW2012C3010517"
"119",10509474,2011,-11.1618,33.5985,"MW2012C3010517"
"120",10510388,2010,-12.2419,33.4716,"MW2012C3010508"
"121",10732047,2011,-11.4061,34.0105,"MW2012C3010508"
"122",10732070,2010,-11.3895,33.9795,"MW2012C3010508"
"123",10732192,2010,-11.4076,33.9949,"MW2012C3010508"
"124",10733465,2010,-11.4385,34.0266,"MW2012C3010508"
"125",10733640,2010,-11.4398,34.0331,"MW2012C3010508"
"126",10734370,2010,-11.433,34.0235,"MW2012C3010508"
"127",10734393,2011,-11.4409,34.0104,"MW2012C3010508"
"128",10734407,2010,-11.4598,34.0183,"MW2012C3010309"
"129",10734762,2010,-11.4275,34.028,"MW2012C3010508"
"130",10735130,2011,-11.4368,34.0087,"MW2012C3010508"
"131",10735173,2010,-11.4669,34.0078,"MW2012C3010309"
"132",10736053,2011,-11.4345,34.0078,"MW2012C3010508"
"133",10736174,2010,-11.463,34.0028,"MW2012C3010309"
"134",10736377,2010,-11.4365,34.003,"MW2012C3010508"
"135",10736466,2010,-11.4472,34.0018,"MW2012C3010508"
"136",10736596,2010,-11.4556,33.9885,"MW2012C3010508"
"137",10737199,2010,-11.4822,34.0013,"MW2012C3010309"
"138",10739309,2011,-11.4544,34.0158,"MW2012C3010508"
"139",10741504,2010,-11.445,34.0306,"MW2012C3010508"
"140",10744039,2010,-11.4613,34.0286,"MW2012C3010309"
"141",10744154,2011,-11.4709,34.0356,"MW2012C3010309"
"142",10744649,2010,-11.4736,34.0151,"MW2012C3010309"
"143",10746033,2010,-11.4608,33.9739,"MW2012C3010508"
"144",10746244,2010,-11.4697,33.9869,"MW2012C3010508"
"145",20101014,2010,-12.5858,33.4445,"MW2012C3020103"
"146",20101387,2011,-12.4548,33.5253,"MW2012C3020103"
"147",20102311,2010,-12.7315,33.7024,"MW2012C3020103"
"148",20103365,2010,-12.6721,33.5395,"MW2012C3020103"
"149",20105073,2011,-12.9042,33.4281,"MW2012C3020103"
"150",20105181,2010,-13.0994,33.4589,"MW2012C3020103"
"151",20106042,2010,-13.0738,33.4721,"MW2012C3020103"
"152",20107490,2010,-13.2668,33.1527,"MW2012C3020103"
"153",20107615,2011,-13.3202,33.3349,"MW2012C3020103"
"154",20108739,2010,-13.1446,33.5781,"MW2012C3020103"
"155",20109486,2010,-13.1767,33.6623,"MW2012C3020103"
"156",20109653,2010,-13.0745,33.6771,"MW2012C3020103"
"157",20110170,2011,-12.6835,33.3586,"MW2012C3020103"
"158",20110620,2010,-12.8937,33.373,"MW2012C3020103"
"159",20111107,2011,-13.5245,33.3306,"MW2012C3020103"
"160",20111530,2011,-13.4697,33.2495,"MW2012C3020103"
"161",20111718,2010,-13.3488,33.4404,"MW2012C3020103"
"162",20112290,2010,-12.8853,33.6597,"MW2012C3020103"
"163",20112334,2010,-13.0995,33.7824,"MW2012C3020103"
"164",20112661,2010,-12.8816,33.7268,"MW2012C3020103"
"165",20113112,2010,-12.9685,33.8605,"MW2012C3020103"
"166",20113529,2011,-12.8615,33.8933,"MW2012C3020103"
"167",20115434,2010,-13.0561,33.3941,"MW2012C3020103"
"168",20120081,2010,-13.052,33.4895,"MW2012C3020103"
"169",20201109,2010,-12.4573,34.0404,"MW2012C3020209"
"170",20201206,2011,-12.5705,34.1134,"MW2012C3020211"
"171",20201264,2010,-12.7355,34.2246,"MW2012C3020211"
"172",20201269,2010,-12.6599,34.1615,"MW2012C3020211"
"173",20201354,2010,-12.4929,34.1712,"MW2012C3020211"
"174",20201450,2010,-12.4523,34.1019,"MW2012C3020211"
"175",20201646,2010,-12.6224,34.1651,"MW2012C3020211"
"176",20202343,2011,-12.3546,34.0208,"MW2012C3020211"
"177",20203135,2010,-12.9604,34.2965,"MW2012C3020211"
"178",20203494,2010,-12.9089,34.254,"MW2012C3020211"
"179",20203656,2010,-13.0082,34.322,"MW2012C3020211"
"180",20203694,2011,-13.1018,34.2649,"MW2012C3020211"
"181",20204124,2010,-12.8111,34.2121,"MW2012C3020211"
"182",20204712,2010,-12.8681,34.2449,"MW2012C3020211"
"183",20205207,2010,-13.35,34.2705,"MW2012C3020211"
"184",20205484,2010,-13.2335,34.2222,"MW2012C3020213"
"185",20205525,2011,-13.4061,34.3035,"MW2012C3020211"
"186",20205634,2010,-13.3531,34.2652,"MW2012C3020211"
"187",20205700,2011,-13.1924,34.3271,"MW2012C3020211"
"188",20205721,2010,-13.2021,34.3148,"MW2012C3020211"
"189",20206243,2010,-13.4203,34.1602,"MW2012C3020213"
"190",20206362,2010,-13.274,34.1404,"MW2012C3020213"
"191",20220038,2011,-12.9213,34.2785,"MW2012C3020211"
"192",20220153,2010,-12.9203,34.2951,"MW2012C3020211"
"193",20301075,2011,-13.3828,34.0537,"MW2012C3020203"
"194",20302432,2010,-13.4707,34.0439,"MW2012C3020303"
"195",20302539,2010,-13.406,33.9457,"MW2012C3020303"
"196",20302592,2010,-13.4531,33.9705,"MW2012C3020303"
"197",20303065,2010,-13.2305,34.0093,"MW2012C3020303"
"198",20303447,2011,-13.2151,34.0808,"MW2012C3020303"
"199",20303654,2010,-13.283,33.9586,"MW2012C3020303"
"200",20304084,2010,-13.4151,33.9135,"MW2012C3020303"
"201",20304164,2010,-13.4234,33.8981,"MW2012C3020303"
"202",20304285,2011,-13.3931,33.8348,"MW2012C3020303"
"203",20304314,2010,-13.3575,33.7875,"MW2012C3020303"
"204",20304662,2011,-13.4478,33.9141,"MW2012C3020303"
"205",20304680,2010,-13.4378,33.8231,"MW2012C3020303"
"206",20305023,2010,-13.2408,33.9312,"MW2012C3020303"
"207",20305172,2010,-13.1837,33.8119,"MW2012C3020303"
"208",20305301,2010,-13.1174,33.7854,"MW2012C3020303"
"209",20305340,2010,-13.2242,33.8058,"MW2012C3020303"
"210",20305382,2011,-13.228,33.7964,"MW2012C3020303"
"211",20305717,2010,-13.1626,33.9201,"MW2012C3020303"
"212",20306272,2011,-13.3554,33.9128,"MW2012C3020303"
"213",20306296,2010,-13.2688,33.7652,"MW2012C3020303"
"214",20306433,2010,-13.2662,33.7425,"MW2012C3020303"
"215",20306557,2010,-13.3314,33.8581,"MW2012C3020303"
"216",20320675,2010,-13.3467,33.9256,"MW2012C3020303"
"217",20401171,2011,-13.4957,33.782,"MW2012C3020403"
"218",20401627,2010,-13.661,33.6955,"MW2012C3020403"
"219",20401737,2010,-13.5849,33.7018,"MW2012C3020403"
"220",20402045,2011,-13.3308,33.6284,"MW2012C3020403"
"221",20402072,2010,-13.3777,33.6249,"MW2012C3020403"
"222",20402198,2010,-13.4555,33.5665,"MW2012C3020403"
"223",20402201,2010,-13.4026,33.6562,"MW2012C3020403"
"224",20402298,2010,-13.278,33.7066,"MW2012C3020403"
"225",20403049,2011,-13.5578,33.5526,"MW2012C3020403"
"226",20403668,2010,-13.6287,33.576,"MW2012C3020403"
"227",20403697,2010,-13.7202,33.5233,"MW2012C3020403"
"228",20404032,2010,-13.7469,34.1632,"MW2012C3020403"
"229",20404509,2010,-13.6349,34.0004,"MW2012C3020403"
"230",20404575,2010,-13.7921,34.1602,"MW2012C3020403"
"231",20404660,2011,-13.6469,34.0316,"MW2012C3020403"
"232",20405132,2010,-13.6809,33.8613,"MW2012C3020403"
"233",20405366,2010,-13.7611,33.9695,"MW2012C3020403"
"234",20405704,2011,-13.7005,33.787,"MW2012C3020403"
"235",20406177,2010,-13.5582,33.758,"MW2012C3020403"
"236",20406348,2011,-13.627,33.9298,"MW2012C3020403"
"237",20406598,2010,-13.5818,33.8725,"MW2012C3020403"
"238",20407398,2010,-13.6362,33.7489,"MW2012C3020403"
"239",20407481,2010,-13.5077,33.7376,"MW2012C3020403"
"240",20421229,2010,-13.5535,33.7314,"MW2012C3020403"
"241",20501111,2010,-13.8469,34.547,"MW2012C3020515"
"242",20501330,2010,-13.7644,34.5701,"MW2012C3020515"
"243",20501664,2010,-13.8349,34.484,"MW2012C3020513"
"244",20502159,2010,-13.7531,34.3721,"MW2012C3020513"
"245",20502240,2011,-13.7303,34.2929,"MW2012C3020513"
"246",20502740,2010,-13.719,34.4965,"MW2012C3020513"
"247",20502758,2010,-13.8168,34.3448,"MW2012C3020513"
"248",20503239,2010,-13.8241,34.4667,"MW2012C3020513"
"249",20503476,2011,-13.8159,34.5234,"MW2012C3020515"
"250",20504373,2010,-13.9107,34.45,"MW2012C3020513"
"251",20504729,2010,-13.7999,34.4421,"MW2012C3020513"
"252",20505317,2010,-14.0178,34.4895,"MW2012C3020515"
"253",20505648,2011,-13.9059,34.5467,"MW2012C3020515"
"254",20506412,2010,-14.0896,34.522,"MW2012C3020515"
"255",20507089,2010,-13.612,34.3389,"MW2012C3020513"
"256",20507371,2011,-13.4915,34.2926,"MW2012C3020513"
"257",20507422,2010,-13.4694,34.2793,"MW2012C3020513"
"258",20507459,2010,-13.5932,34.2978,"MW2012C3020513"
"259",20507571,2010,-13.6187,34.3097,"MW2012C3020513"
"260",20508349,2010,-13.4883,34.2614,"MW2012C3020513"
"261",20508547,2011,-13.5663,34.163,"MW2012C3020513"
"262",20510584,2010,-13.4943,34.3542,"MW2012C3020515"
"263",20520255,2011,-13.7772,34.4577,"MW2012C3020513"
"264",20520582,2010,-13.785,34.4184,"MW2012C3020513"
"265",20601141,2010,-14.2996,33.9032,"MW2012C3020603"
"266",20601626,2010,-14.0755,33.9183,"MW2012C3020603"
"267",20601658,2010,-14.0334,33.8452,"MW2012C3020603"
"268",20601701,2011,-14.1453,33.8858,"MW2012C3020603"
"269",20602363,2010,-14.0368,33.3451,"MW2012C3020603"
"270",20602479,2010,-14.1025,33.5174,"MW2012C3020603"
"271",20602607,2010,-13.8879,33.5163,"MW2012C3020603"
"272",20602617,2011,-14.0521,33.4943,"MW2012C3020603"
"273",20603090,2010,-14.26,33.7983,"MW2012C3020603"
"274",20603121,2011,-14.1294,33.6874,"MW2012C3020603"
"275",20603133,2010,-14.2629,33.6936,"MW2012C3020603"
"276",20603189,2010,-14.155,33.7457,"MW2012C3020603"
"277",20603337,2010,-14.1865,33.5529,"MW2012C3020603"
"278",20603455,2011,-14.3622,33.7149,"MW2012C3020603"
"279",20603533,2010,-14.2749,33.7597,"MW2012C3020603"
"280",20604071,2010,-14.0531,33.9597,"MW2012C3020603"
"281",20604376,2011,-14.0235,34.1137,"MW2012C3020603"
"282",20604638,2010,-14.0153,34.0639,"MW2012C3020603"
"283",20605302,2010,-14.023,34.0863,"MW2012C3020603"
"284",20606168,2010,-13.6751,33.4471,"MW2012C3020603"
"285",20606297,2010,-13.7819,33.3633,"MW2012C3020603"
"286",20607260,2010,-13.8674,33.8281,"MW2012C3020603"
"287",20607315,2010,-13.7993,33.8589,"MW2012C3020603"
"288",20607733,2011,-13.7938,33.8373,"MW2012C3020603"
"289",20608499,2010,-13.7527,33.6626,"MW2012C3020603"
"290",20609754,2011,-13.7715,33.6813,"MW2012C3020603"
"291",20610050,2010,-14.1045,34.0018,"MW2012C3020603"
"292",20610249,2010,-14.1601,34.0345,"MW2012C3020603"
"293",20611336,2010,-13.98,33.8625,"MW2012C3020619"
"294",20612564,2011,-14.0619,33.8323,"MW2012C3020603"
"295",20613324,2010,-13.9694,33.6318,"MW2012C3020603"
"296",20614477,2010,-14.033,33.5159,"MW2012C3020603"
"297",20614589,2010,-14.0619,33.6848,"MW2012C3020603"
"298",20615064,2010,-13.8122,33.5005,"MW2012C3020603"
"299",20615735,2010,-13.9347,33.494,"MW2012C3020603"
"300",20615752,2011,-13.7482,33.5602,"MW2012C3020603"
"301",20701527,2010,-13.8905,33.0054,"MW2012C3020703"
"302",20701659,2011,-13.7624,32.8174,"MW2012C3020703"
"303",20702011,2011,-13.9426,33.1929,"MW2012C3020703"
"304",20702282,2010,-13.9954,33.2866,"MW2012C3020703"
"305",20702464,2010,-13.9649,33.045,"MW2012C3020703"
"306",20702471,2010,-14.0593,33.3084,"MW2012C3020703"
"307",20702542,2010,-13.8666,33.1847,"MW2012C3020703"
"308",20703025,2010,-13.8153,32.9355,"MW2012C3020703"
"309",20703083,2010,-13.8087,33.057,"MW2012C3020703"
"310",20703316,2010,-13.8046,33.2146,"MW2012C3020703"
"311",20703565,2010,-13.9315,33.0803,"MW2012C3020703"
"312",20703595,2011,-13.7996,33.0639,"MW2012C3020703"
"313",20704037,2010,-13.7495,33.1211,"MW2012C3020703"
"314",20704289,2010,-13.6909,33.202,"MW2012C3020703"
"315",20704353,2011,-13.6585,32.9775,"MW2012C3020703"
"316",20704738,2010,-13.6713,33.026,"MW2012C3020703"
"317",20705328,2011,-13.3865,33.117,"MW2012C3020703"
"318",20705372,2010,-13.5027,32.9863,"MW2012C3020703"
"319",20705495,2011,-13.5328,32.925,"MW2012C3020703"
"320",20705652,2010,-13.6125,32.8648,"MW2012C3020703"
"321",20705657,2010,-13.579,32.985,"MW2012C3020703"
"322",20706163,2010,-13.5486,33.1745,"MW2012C3020703"
"323",20706294,2010,-13.5566,33.1808,"MW2012C3020703"
"324",20720368,2010,-13.7821,32.8999,"MW2012C3020703"
"325",20801046,2010,-14.3763,34.0394,"MW2012C3020803"
"326",20801208,2010,-14.4103,34.0298,"MW2012C3020803"
"327",20801271,2010,-14.4646,34.0725,"MW2012C3020803"
"328",20801356,2011,-14.3717,33.9247,"MW2012C3020803"
"329",20801497,2011,-14.4088,34.1751,"MW2012C3020803"
"330",20802019,2010,-14.3353,33.9759,"MW2012C3020803"
"331",20802041,2010,-14.3354,33.8238,"MW2012C3020803"
"332",20802501,2010,-14.2414,34.0143,"MW2012C3020803"
"333",20803155,2011,-14.2202,34.1615,"MW2012C3020803"
"334",20803156,2010,-14.2992,34.1126,"MW2012C3020803"
"335",20803503,2011,-14.2042,34.0334,"MW2012C3020803"
"336",20803599,2010,-14.3354,34.3037,"MW2012C3020803"
"337",20803731,2010,-14.2395,34.1277,"MW2012C3020803"
"338",20804405,2010,-14.0261,34.26,"MW2012C3020803"
"339",20804768,2010,-14.1078,34.2701,"MW2012C3020803"
"340",20805345,2010,-14.049,34.207,"MW2012C3020803"
"341",20806131,2010,-14.2021,34.3656,"MW2012C3020803"
"342",20806546,2010,-14.306,34.3583,"MW2012C3020803"
"343",20806716,2011,-14.1512,34.4014,"MW2012C3020803"
"344",20807711,2010,-14.2214,34.5349,"MW2012C3020813"
"345",20807727,2010,-14.3556,34.5793,"MW2012C3020913"
"346",20807728,2011,-14.2456,34.5869,"MW2012C3020815"
"347",20808421,2010,-14.3487,34.404,"MW2012C3020803"
"348",20820318,2010,-14.3814,34.3263,"MW2012C3020803"
"349",20901232,2011,-14.991,34.8605,"MW2012C3020913"
"350",20901276,2010,-15.0949,34.8547,"MW2012C3020913"
"351",20902437,2011,-15.1702,34.6125,"MW2012C3020913"
"352",20902449,2010,-14.8198,34.5766,"MW2012C3020913"
"353",20902461,2010,-15.0457,34.6165,"MW2012C3020913"
"354",20903543,2010,-14.8199,34.595,"MW2012C3020913"
"355",20903583,2010,-14.8515,34.6402,"MW2012C3020913"
"356",20904018,2010,-14.7337,34.8392,"MW2012C3020913"
"357",20904160,2010,-14.8657,34.8622,"MW2012C3020913"
"358",20904342,2010,-14.9319,34.8329,"MW2012C3020913"
"359",20904602,2011,-14.8041,34.9112,"MW2012C3020913"
"360",20905295,2010,-14.8347,34.7051,"MW2012C3020913"
"361",20906110,2011,-14.6585,34.5456,"MW2012C3020913"
"362",20906524,2010,-14.7689,34.6461,"MW2012C3020913"
"363",20906605,2010,-14.6514,34.6256,"MW2012C3020913"
"364",20907238,2010,-14.5073,34.5033,"MW2012C3020913"
"365",20908051,2010,-14.7177,34.6903,"MW2012C3020913"
"366",20908088,2010,-14.6361,34.7323,"MW2012C3020913"
"367",20908119,2010,-14.5036,34.6593,"MW2012C3020913"
"368",20908293,2011,-14.6764,34.753,"MW2012C3020913"
"369",20908329,2010,-14.6664,34.6645,"MW2012C3020913"
"370",20908538,2011,-14.5812,34.5911,"MW2012C3020913"
"371",20909113,2010,-14.4136,34.6106,"MW2012C3020913"
"372",20920520,2010,-14.8085,34.6183,"MW2012C3020913"
"373",21031643,2010,-14.0176,33.7814,"MW2012C3020619"
"374",21037030,2010,-13.9896,33.7772,"MW2012C3020619"
"375",21037224,2011,-13.9751,33.8054,"MW2012C3020619"
"376",21037536,2010,-13.9917,33.7789,"MW2012C3020619"
"377",21038392,2011,-14.0137,33.7902,"MW2012C3020619"
"378",21038763,2010,-14.0064,33.7848,"MW2012C3020619"
"379",21048764,2010,-13.9354,33.7828,"MW2012C3020619"
"380",21051203,2010,-14.0039,33.8081,"MW2012C3020619"
"381",21051517,2010,-13.9976,33.805,"MW2012C3020619"
"382",21052427,2010,-14.0063,33.8022,"MW2012C3020619"
"383",21052642,2011,-14.0079,33.8052,"MW2012C3020619"
"384",21053430,2010,-14.0159,33.827,"MW2012C3020603"
"385",21053745,2010,-14.0073,33.8244,"MW2012C3020619"
"386",21054673,2011,-14.0194,33.8172,"MW2012C3020603"
"387",21055165,2010,-13.9114,33.7467,"MW2012C3020619"
"388",21055241,2010,-13.8758,33.7599,"MW2012C3020603"
"389",21055693,2010,-13.8696,33.7771,"MW2012C3020619"
"390",21056222,2011,-13.8583,33.7887,"MW2012C3020619"
"391",21066096,2010,-14.0239,33.778,"MW2012C3020619"
"392",21066339,2010,-14.0209,33.7746,"MW2012C3020619"
"393",21066478,2010,-14.028,33.8012,"MW2012C3020603"
"394",21069400,2011,-13.9169,33.8092,"MW2012C3020619"
"395",21074510,2010,-13.9491,33.8099,"MW2012C3020619"
"396",21077725,2010,-13.9711,33.7574,"MW2012C3020619"
"397",21079006,2010,-13.9171,33.7595,"MW2012C3020619"
"398",21080308,2010,-13.9323,33.7589,"MW2012C3020619"
"399",21080755,2011,-13.9116,33.7902,"MW2012C3020619"
"400",21081573,2010,-13.8939,33.7871,"MW2012C3020619"
"401",21083535,2010,-13.7891,33.8086,"MW2012C3020603"
"402",21085094,2011,-13.8456,33.7584,"MW2012C3020603"
"403",21086069,2010,-13.953,33.7174,"MW2012C3020603"
"404",21086436,2010,-13.9554,33.7286,"MW2012C3020603"
"405",21087057,2010,-13.9959,33.7343,"MW2012C3020619"
"406",21087531,2010,-14.011,33.7281,"MW2012C3020619"
"407",21087736,2011,-14.0132,33.7183,"MW2012C3020603"
"408",21088597,2010,-14.0548,33.7077,"MW2012C3020603"
"409",30101280,2010,-14.4265,35.2576,"MW2012C3030115"
"410",30101545,2010,-14.5244,35.0888,"MW2012C3030112"
"411",30101552,2011,-14.3192,35.086,"MW2012C3030115"
"412",30102028,2010,-14.63,35.1033,"MW2012C3030112"
"413",30102540,2010,-14.7688,35.0315,"MW2012C3030112"
"414",30102632,2011,-14.5043,35.2056,"MW2012C3030112"
"415",30102641,2010,-14.5375,34.7975,"MW2012C3030112"
"416",30103021,2011,-14.2794,34.8093,"MW2012C3030115"
"417",30103074,2010,-14.4791,34.8262,"MW2012C3030112"
"418",30103420,2010,-14.1972,34.8826,"MW2012C3030115"
"419",30104022,2010,-14.3916,35.4482,"MW2012C3030114"
"420",30104040,2011,-14.3834,35.5863,"MW2012C3030114"
"421",30104708,2010,-14.3252,35.4255,"MW2012C3030114"
"422",30105325,2010,-14.4912,35.6063,"MW2012C3030114"
"423",30105448,2010,-14.4717,35.6096,"MW2012C3030114"
"424",30106005,2011,-14.5251,35.3882,"MW2012C3030114"
"425",30106331,2010,-14.3522,35.3189,"MW2012C3030114"
"426",30106750,2010,-14.7021,35.4398,"MW2012C3030114"
"427",30107395,2010,-14.2671,35.4315,"MW2012C3030114"
"428",30107624,2010,-14.1066,35.4117,"MW2012C3030114"
"429",30108117,2011,-13.7387,35.0669,"MW2012C3030115"
"430",30108401,2010,-13.8451,35.1065,"MW2012C3030115"
"431",30109724,2010,-14.1404,35.2154,"MW2012C3030115"
"432",30120262,2010,-14.4675,35.291,"MW2012C3030114"
"433",30201076,2010,-15.0473,35.2922,"MW2012C3999918"
"434",30201146,2010,-14.9932,35.5128,"MW2012C3030204"
"435",30201498,2011,-14.8219,35.5263,"MW2012C3030214"
"436",30201587,2010,-14.8907,35.444,"MW2012C3030214"
"437",30202252,2010,-15.175,35.3381,"MW2012C3030214"
"438",30202403,2011,-15.13,35.1899,"MW2012C3030206"
