fid,field_1,ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,LZNUM,LZCODE,LZNAMEEN,LZNAMEFR,LZNAMESP,LZNAMEPT,CLASS
982,1659,2050026,1.088838,33.402161,UG2011L132,2011,UG,32,UG32,Southeastern Maize Beans Robusta Coffee Zone,,,,AS03
983,1660,NA,1.088838,33.402161,UG2011L132,2011,UG,32,UG32,Southeastern Maize Beans Robusta Coffee Zone,,,,AS03
984,1670,2030013,0.96144903,33.591946,UG2011L132,2011,UG,32,UG32,Southeastern Maize Beans Robusta Coffee Zone,,,,AS03
985,1671,NA,0.96144903,33.591946,UG2011L132,2011,UG,32,UG32,Southeastern Maize Beans Robusta Coffee Zone,,,,AS03
986,1673,NA,0.75718099,33.621288,UG2011L132,2011,UG,32,UG32,Southeastern Maize Beans Robusta Coffee Zone,,,,AS03
987,104,10810002,0.35495532,32.933506,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
988,106,10810002,0.32752514,32.979481,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
989,109,10830006,0.35963053,33.137249,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
990,110,10830009,0.36969095,33.187431,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
991,111,10830013,0.37626344,33.191013,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
992,116,10830020,0.38950706,32.839104,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
993,204,20330018,0.54745358,33.165276,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
994,214,20430012,0.62576252,33.288773,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
995,215,20430014,0.55131948,33.125862,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
996,216,20430015,0.5455637,33.093765,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
997,217,20430015,0.6602397,33.241806,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
998,224,20530013,0.39149293,32.979301,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
999,800,1080002,0.35495532,32.933506,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1000,805,1080009,0.36969095,33.187431,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1001,806,1080013,0.37626344,33.191013,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1002,895,2030018,0.54745358,33.165276,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1003,903,2040012,0.62576252,33.288773,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1004,904,2040014,0.55131948,33.125862,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1005,905,2040015,0.5455637,33.093765,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1006,910,2050013,0.39149293,32.979301,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1007,1328,NA,0.376311,33.154308,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1008,1407,1080002,0.35495499,32.933506,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1009,1409,NA,0.35495499,32.933506,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1010,1413,NA,0.359631,33.137249,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1011,1414,NA,0.36969101,33.187431,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1012,1415,1080009,0.36969101,33.187431,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1013,1417,1080013,0.37626299,33.191013,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1014,1418,NA,0.37626299,33.191013,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1015,1422,NA,0.389507,32.839104,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1016,1535,NA,0.547454,33.165276,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1017,1550,2040012,0.625763,33.288773,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1018,1551,2040014,0.551319,33.125862,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1019,1552,NA,0.551319,33.125862,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1020,1553,2040015,0.545564,33.093765,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1021,1561,NA,0.39149299,32.979301,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1022,1615,NA,0.648965,33.193066,UG2011L133,2011,UG,33,UG33,East Central Plantation Outgrower Zone,,,,AG10
1023,50,10430004,0.58952701,32.623108,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1024,68,10530023,-0.57678241,31.691637,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1025,149,11210001,0.72658056,32.918507,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1026,150,11230003,0.8272348,32.844086,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1027,151,11230006,0.73291022,32.958759,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1028,291,21230009,0.64062977,32.998459,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1029,413,10730012,0.7390241,32.935154,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1030,750,1040004,0.58952701,32.623108,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1031,769,1050023,-0.57678241,31.691637,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1032,841,1120001,0.72658056,32.918507,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1033,842,1120003,0.8272348,32.844086,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1034,843,1120006,0.73291022,32.958759,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1035,942,1060005,0.6831367,32.705448,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1036,959,2120009,0.64062977,32.998459,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1037,1335,NA,0.58952701,32.623108,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1038,1363,1050023,-0.57678199,31.691637,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1039,1364,NA,-0.43911999,31.71195,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1040,1462,1120001,0.72658098,32.918507,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1041,1463,1120003,0.82723498,32.844086,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1042,1465,1120006,0.73290998,32.958759,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1043,1619,NA,0.64063001,32.998459,UG2011L134,2011,UG,34,UG34,Kayunga Masaka Pineapple Banana Robusta Coffee and Cassava Zone,,,,AS04
1044,45,10330003,0.82792664,31.843466,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1045,46,10330005,0.92350906,31.578562,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1046,47,10330005,0.88724399,31.700947,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1047,51,10430004,0.47129345,32.86459,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1048,52,10430006,0.66238511,32.709141,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1049,54,10430006,0.25701767,32.57933,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1050,56,10430008,0.79487455,32.471142,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1051,61,10530004,-0.079570986,31.635708,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1052,63,10530008,-0.20546399,31.566809,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1053,64,10530008,-0.24854319,31.667816,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1054,65,10530012,-0.344248,31.571665,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1055,66,10530015,-0.47120026,31.363787,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1056,69,10530026,-0.291444,31.791344,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1057,71,10530026,-0.31438649,31.768534,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1058,72,10530030,0.00097659603,31.799799,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1059,74,10530033,-0.19768302,31.810291,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1060,75,10530033,-0.27213916,31.750366,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1061,79,10630003,0.34618655,32.251301,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1062,83,10630005,0.17068891,32.461361,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1063,84,10630005,0.18946646,32.437519,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1064,85,10630007,0.071609862,32.092873,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1065,86,10630009,0.19665441,32.25523,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1066,88,10710001,0.48071983,31.693167,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1067,89,10710002,0.39071351,32.073822,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1068,90,10730008,0.21303451,31.052639,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1069,91,10730012,0.53796762,31.368237,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1070,92,10730012,0.41377482,31.237961,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1071,93,10730016,0.63070548,31.787724,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1072,94,10730016,0.5241794,31.359463,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1073,97,10730020,0.44648844,31.825706,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1074,98,10730020,0.42638919,31.837946,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1075,100,10730020,0.40192401,32.102077,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1076,102,10730023,0.58675128,31.718155,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1077,103,10730027,0.40262333,32.081055,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1078,114,10830020,0.43574235,32.803734,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1079,117,10830020,0.46365187,32.789963,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1080,118,10830023,0.41184908,32.688755,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1081,121,10830027,0.61938912,32.812157,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1082,122,10830027,0.33824009,32.640327,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1083,123,10830030,0.68482441,32.829208,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1084,124,10830033,0.62513953,32.919586,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1085,131,11010001,-0.63923138,31.529989,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1086,133,11030005,-0.8871249,31.711088,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1087,141,11030009,0.26899675,32.572845,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1088,143,11030012,-0.50336111,31.61607,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1089,144,11030012,0.25813642,32.565323,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1090,146,11130003,-0.29224777,31.478722,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1091,153,11310003,0.21855424,32.539898,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1092,154,11310004,0.35012743,32.669987,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1093,156,11310007,0.26184228,32.556755,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1094,158,11330008,0.50578141,32.329403,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1095,160,11330010,0.12877558,32.518578,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1096,163,11330014,0.16092952,32.552933,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1097,164,11330016,0.32605389,32.510406,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1098,165,11330019,0.34771341,32.68298,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1099,168,11330023,0.25586113,32.604019,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1100,169,11330025,0.23982717,32.54393,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1101,170,11330025,0.48222363,32.567211,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1102,173,11030003,-0.40272766,31.349895,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1103,174,10730004,0.75130618,31.70298,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1104,175,10730004,0.27472311,31.942652,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1105,180,10730031,0.54399556,32.189819,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1106,181,10730031,0.50233954,32.128906,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1107,182,10730031,0.62731194,32.086708,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1108,183,10430011,0.64454174,32.245682,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1109,184,10430011,0.68443322,32.301426,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1110,185,10430011,0.58468515,32.562008,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1111,188,10430013,0.76735765,32.525814,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1112,222,20530009,-0.37060466,31.749454,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1113,263,10710001,0.67162681,31.262064,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1114,264,10710001,0.68609124,31.266586,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1115,352,20330013,0.35106656,32.667366,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1116,404,41330003,0.14260529,30.495325,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1117,411,10430006,0.62469971,32.55294,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1118,416,11030005,-0.57903451,31.573893,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1119,493,41530009,0.82201171,30.792131,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1120,560,10530012,-0.37803864,31.726009,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1121,613,40230016,0.54303831,30.560274,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1122,672,41130009,0.16516417,30.496117,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1123,673,41130009,0.4597441,31.59573,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1124,676,41330002,0.38908058,30.486662,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1125,677,41330003,0.18998316,30.549063,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1126,683,41530004,0.41965005,31.036463,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1127,685,41530006,0.59102362,30.47159,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1128,687,41530007,0.72875762,30.646589,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1129,701,1020002,0.41983858,32.608181,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1130,726,1020019,0.15409188,32.556019,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1131,743,1030003,0.82792664,31.843466,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1132,744,1030003,0.77127463,31.781406,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1133,745,1030003,0.61060458,31.96763,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1134,746,1030005,0.92350906,31.578562,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1135,747,1030005,0.88724399,31.700947,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1136,751,1040004,0.47129345,32.86459,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1137,752,1040006,0.66238511,32.709141,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1138,754,1040008,0.79487455,32.471142,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1139,759,1050004,-0.079570986,31.635708,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1140,761,1050008,-0.20546399,31.566809,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1141,762,1050008,-0.24854319,31.667816,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1142,765,1050012,-0.344248,31.571665,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1143,766,1050015,-0.47120026,31.363787,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1144,767,1050015,-0.43546689,31.368988,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1145,770,1050026,-0.291444,31.791344,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1146,772,1050026,-0.31438649,31.768534,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1147,773,1050030,0.00097659603,31.799799,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1148,775,1050033,-0.19768302,31.810291,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1149,781,1060005,0.12630388,31.809872,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1150,782,1060005,0.17068891,32.461361,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1151,783,1060005,0.18946646,32.437519,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1152,785,1060007,0.071609862,32.092873,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1153,786,1060009,0.19665441,32.25523,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
