"ea_id","FS_year","lat_modified","lon_modified","country"
20205525,2011,-13.4061002731323,34.3035011291504,"mw"
20205634,2010,-13.353099822998,34.2652015686035,"mw"
20205700,2011,-13.1923999786377,34.3270988464355,"mw"
20205721,2010,-13.2020998001099,34.3148002624512,"mw"
20206243,2010,-13.4202995300293,34.1601982116699,"mw"
20206362,2010,-13.2740001678467,34.1403999328613,"mw"
20220038,2011,-12.9212999343872,34.2784996032715,"mw"
20220153,2010,-12.9202995300293,34.2951011657715,"mw"
20301075,2011,-13.3828001022339,34.0536994934082,"mw"
20302432,2010,-13.4707002639771,34.0438995361328,"mw"
20302539,2010,-13.4060001373291,33.9457015991211,"mw"
20302592,2010,-13.4531002044678,33.9705009460449,"mw"
20303065,2010,-13.2305002212524,34.0093002319336,"mw"
20303447,2011,-13.2151002883911,34.0807991027832,"mw"
20303654,2010,-13.2829999923706,33.9585990905762,"mw"
20304084,2010,-13.4151000976562,33.913501739502,"mw"
20304164,2010,-13.4233999252319,33.8981018066406,"mw"
20304285,2011,-13.3930997848511,33.8348007202148,"mw"
20304314,2010,-13.3575000762939,33.7874984741211,"mw"
20304662,2011,-13.4477996826172,33.9141006469727,"mw"
20304680,2010,-13.4378004074097,33.8231010437012,"mw"
20305023,2010,-13.2407999038696,33.9311981201172,"mw"
20305172,2010,-13.1836996078491,33.8119010925293,"mw"
20305301,2010,-13.1174001693726,33.785400390625,"mw"
20305340,2010,-13.2242002487183,33.8058013916016,"mw"
20305382,2011,-13.2279996871948,33.7963981628418,"mw"
20305717,2010,-13.1625995635986,33.9201011657715,"mw"
20306272,2011,-13.3554000854492,33.9127998352051,"mw"
20306296,2010,-13.2687997817993,33.7652015686035,"mw"
20306433,2010,-13.2662000656128,33.7425003051758,"mw"
20306557,2010,-13.3313999176025,33.8581008911133,"mw"
20320675,2010,-13.3466997146606,33.9255981445312,"mw"
20401171,2011,-13.4956998825073,33.7820014953613,"mw"
20401627,2010,-13.66100025177,33.695499420166,"mw"
20401737,2010,-13.5848999023438,33.7018013000488,"mw"
20402045,2011,-13.3308000564575,33.6283988952637,"mw"
20402072,2010,-13.3776998519897,33.6249008178711,"mw"
20402198,2010,-13.4554996490479,33.5665016174316,"mw"
20402201,2010,-13.4026002883911,33.6562004089355,"mw"
20402298,2010,-13.2779998779297,33.706600189209,"mw"
20403049,2011,-13.5578002929688,33.5526008605957,"mw"
20403668,2010,-13.6287002563477,33.576000213623,"mw"
20403697,2010,-13.7201995849609,33.5233001708984,"mw"
20404032,2010,-13.7468996047974,34.163200378418,"mw"
20404509,2010,-13.6349000930786,34.0004005432129,"mw"
20404575,2010,-13.7920999526978,34.1601982116699,"mw"
20404660,2011,-13.646900177002,34.0316009521484,"mw"
20405132,2010,-13.6808996200562,33.8613014221191,"mw"
20405366,2010,-13.7610998153687,33.9695014953613,"mw"
20405704,2011,-13.7004995346069,33.7869987487793,"mw"
20406177,2010,-13.5581998825073,33.757999420166,"mw"
20406348,2011,-13.6269998550415,33.9297981262207,"mw"
20406598,2010,-13.5818004608154,33.872501373291,"mw"
20407398,2010,-13.6361999511719,33.7489013671875,"mw"
20407481,2010,-13.5076999664307,33.7375984191895,"mw"
20421229,2010,-13.5535001754761,33.7313995361328,"mw"
20501111,2010,-13.8468999862671,34.5470008850098,"mw"
20501330,2010,-13.7643995285034,34.5700988769531,"mw"
20501664,2010,-13.8348999023438,34.484001159668,"mw"
20502159,2010,-13.7531003952026,34.3721008300781,"mw"
20502240,2011,-13.730299949646,34.2929000854492,"mw"
20502740,2010,-13.7189998626709,34.4964981079102,"mw"
20502758,2010,-13.8168001174927,34.344799041748,"mw"
20503239,2010,-13.8240995407104,34.4667015075684,"mw"
20503476,2011,-13.815899848938,34.5233993530273,"mw"
20504373,2010,-13.9106998443604,34.4500007629395,"mw"
20504729,2010,-13.7999000549316,34.4421005249023,"mw"
20505317,2010,-14.0178003311157,34.4894981384277,"mw"
20505648,2011,-13.9059000015259,34.5466995239258,"mw"
20506412,2010,-14.089599609375,34.5219993591309,"mw"
20507089,2010,-13.6120004653931,34.3389015197754,"mw"
20507371,2011,-13.4914999008179,34.2925987243652,"mw"
20507422,2010,-13.4694004058838,34.2793006896973,"mw"
20507459,2010,-13.5931997299194,34.2977981567383,"mw"
20507571,2010,-13.6187000274658,34.309700012207,"mw"
20508349,2010,-13.4883003234863,34.2613983154297,"mw"
20508547,2011,-13.5663003921509,34.1629981994629,"mw"
20510584,2010,-13.4942998886108,34.3541984558105,"mw"
20520255,2011,-13.7771997451782,34.4576988220215,"mw"
20520582,2010,-13.7849998474121,34.418399810791,"mw"
20601141,2010,-14.299599647522,33.9031982421875,"mw"
20601626,2010,-14.0754995346069,33.9183006286621,"mw"
20601658,2010,-14.0333995819092,33.8451995849609,"mw"
20601701,2011,-14.145299911499,33.885799407959,"mw"
20602363,2010,-14.0368003845215,33.345100402832,"mw"
20602479,2010,-14.102499961853,33.5173988342285,"mw"
20602607,2010,-13.887900352478,33.516300201416,"mw"
20602617,2011,-14.0521001815796,33.4943008422852,"mw"
20603090,2010,-14.2600002288818,33.7983016967773,"mw"
20603121,2011,-14.1294002532959,33.6874008178711,"mw"
20603133,2010,-14.262900352478,33.6935997009277,"mw"
20603189,2010,-14.1549997329712,33.7457008361816,"mw"
20603337,2010,-14.1864995956421,33.5528984069824,"mw"
20603455,2011,-14.3621997833252,33.714900970459,"mw"
20603533,2010,-14.2749004364014,33.7597007751465,"mw"
20604071,2010,-14.0530996322632,33.9597015380859,"mw"
20604376,2011,-14.0235004425049,34.1137008666992,"mw"
20604638,2010,-14.0152997970581,34.0638999938965,"mw"
20605302,2010,-14.0229997634888,34.0862998962402,"mw"
20606168,2010,-13.6751003265381,33.4471015930176,"mw"
20606297,2010,-13.7819004058838,33.3633003234863,"mw"
20607260,2010,-13.8674001693726,33.8280982971191,"mw"
20607315,2010,-13.7993001937866,33.8588981628418,"mw"
20607733,2011,-13.7938003540039,33.8372993469238,"mw"
20608499,2010,-13.7526998519897,33.6626014709473,"mw"
20609754,2011,-13.7714996337891,33.6813011169434,"mw"
20610050,2010,-14.1044998168945,34.0018005371094,"mw"
20610249,2010,-14.1600999832153,34.0345001220703,"mw"
20611336,2010,-13.9799995422363,33.8624992370605,"mw"
20612564,2011,-14.061900138855,33.8322982788086,"mw"
20613324,2010,-13.9694004058838,33.6318016052246,"mw"
20614477,2010,-14.0329999923706,33.5158996582031,"mw"
20614589,2010,-14.061900138855,33.6847991943359,"mw"
20615064,2010,-13.8121995925903,33.5004997253418,"mw"
20615735,2010,-13.934700012207,33.4939994812012,"mw"
20615752,2011,-13.7482004165649,33.5601997375488,"mw"
20701527,2010,-13.8905000686646,33.0054016113281,"mw"
20701659,2011,-13.7623996734619,32.8174018859863,"mw"
20702011,2011,-13.9426002502441,33.1929016113281,"mw"
20702282,2010,-13.995400428772,33.2865982055664,"mw"
20702464,2010,-13.9649000167847,33.0449981689453,"mw"
20702471,2010,-14.0593004226685,33.3083992004395,"mw"
20702542,2010,-13.8666000366211,33.184700012207,"mw"
20703025,2010,-13.815299987793,32.9355010986328,"mw"
20703083,2010,-13.8086996078491,33.056999206543,"mw"
20703316,2010,-13.8045997619629,33.214599609375,"mw"
20703565,2010,-13.9315004348755,33.0802993774414,"mw"
20703595,2011,-13.799599647522,33.0638999938965,"mw"
20704037,2010,-13.7495002746582,33.1211013793945,"mw"
20704289,2010,-13.690899848938,33.2019996643066,"mw"
20704353,2011,-13.6584997177124,32.9775009155273,"mw"
20704738,2010,-13.6712999343872,33.0260009765625,"mw"
20705328,2011,-13.3865003585815,33.117000579834,"mw"
20705372,2010,-13.5026998519897,32.9863014221191,"mw"
20705495,2011,-13.5327997207642,32.9249992370605,"mw"
20705652,2010,-13.6125001907349,32.8647994995117,"mw"
20705657,2010,-13.5790004730225,32.9850006103516,"mw"
20706163,2010,-13.5486001968384,33.1744995117188,"mw"
20706294,2010,-13.5565996170044,33.1808013916016,"mw"
20720368,2010,-13.7820997238159,32.8998985290527,"mw"
20801046,2010,-14.3762998580933,34.0393981933594,"mw"
20801208,2010,-14.4103002548218,34.0298004150391,"mw"
20801271,2010,-14.464599609375,34.0724983215332,"mw"
20801356,2011,-14.3717002868652,33.9247016906738,"mw"
20801497,2011,-14.4088001251221,34.1750984191895,"mw"
20802019,2010,-14.3353004455566,33.9758987426758,"mw"
20802041,2010,-14.3353996276855,33.8237991333008,"mw"
20802501,2010,-14.2413997650146,34.0143013000488,"mw"
20803155,2011,-14.2201995849609,34.1614990234375,"mw"
20803156,2010,-14.2992000579834,34.1125984191895,"mw"
20803503,2011,-14.2041997909546,34.0334014892578,"mw"
20803599,2010,-14.3353996276855,34.3036994934082,"mw"
20803731,2010,-14.2395000457764,34.1277008056641,"mw"
20804405,2010,-14.0261001586914,34.2599983215332,"mw"
20804768,2010,-14.1077995300293,34.2700996398926,"mw"
20805345,2010,-14.048999786377,34.2070007324219,"mw"
20806131,2010,-14.2020998001099,34.3656005859375,"mw"
20806546,2010,-14.3059997558594,34.3582992553711,"mw"
20806716,2011,-14.1512002944946,34.4014015197754,"mw"
20807711,2010,-14.2214002609253,34.5349006652832,"mw"
20807727,2010,-14.3556003570557,34.5792999267578,"mw"
20807728,2011,-14.2455997467041,34.5868988037109,"mw"
20808421,2010,-14.3486995697021,34.4039993286133,"mw"
20820318,2010,-14.3814001083374,34.326301574707,"mw"
20901232,2011,-14.9910001754761,34.8605003356934,"mw"
20901276,2010,-15.0949001312256,34.8546981811523,"mw"
20902437,2011,-15.1702003479004,34.6124992370605,"mw"
20902449,2010,-14.8198003768921,34.5765991210938,"mw"
20902461,2010,-15.0457000732422,34.6165008544922,"mw"
20903543,2010,-14.819899559021,34.5950012207031,"mw"
20903583,2010,-14.8514995574951,34.6402015686035,"mw"
20904018,2010,-14.733699798584,34.8391990661621,"mw"
20904160,2010,-14.8656997680664,34.8622016906738,"mw"
20904342,2010,-14.9319000244141,34.8329010009766,"mw"
20904602,2011,-14.8041000366211,34.9112014770508,"mw"
20905295,2010,-14.8346996307373,34.7051010131836,"mw"
20906110,2011,-14.6584997177124,34.5456008911133,"mw"
20906524,2010,-14.7688999176025,34.6460990905762,"mw"
20906605,2010,-14.6513996124268,34.6255989074707,"mw"
20907238,2010,-14.5073003768921,34.5032997131348,"mw"
20908051,2010,-14.7177000045776,34.690299987793,"mw"
20908088,2010,-14.6360998153687,34.7322998046875,"mw"
20908119,2010,-14.5036001205444,34.6593017578125,"mw"
20908293,2011,-14.6764001846313,34.7529983520508,"mw"
20908329,2010,-14.6663999557495,34.6645011901855,"mw"
20908538,2011,-14.5811996459961,34.5910987854004,"mw"
20909113,2010,-14.4135999679565,34.6105995178223,"mw"
20920520,2010,-14.808500289917,34.6183013916016,"mw"
21031643,2010,-14.0176000595093,33.7813987731934,"mw"
21037030,2010,-13.9896001815796,33.7771987915039,"mw"
21037224,2011,-13.9750995635986,33.8054008483887,"mw"
21037536,2010,-13.9917001724243,33.7789001464844,"mw"
21038392,2011,-14.0136995315552,33.7901992797852,"mw"
21038763,2010,-14.0064001083374,33.7848014831543,"mw"
21048764,2010,-13.9354000091553,33.7827987670898,"mw"
21051203,2010,-14.0038995742798,33.8081016540527,"mw"
21051517,2010,-13.9975996017456,33.8050003051758,"mw"
21052427,2010,-14.0062999725342,33.8022003173828,"mw"
21052642,2011,-14.0079002380371,33.8051986694336,"mw"
21053430,2010,-14.0158996582031,33.8269996643066,"mw"
21053745,2010,-14.0073003768921,33.8244018554688,"mw"
21054673,2011,-14.0193996429443,33.8171997070312,"mw"
21055165,2010,-13.9113998413086,33.7467002868652,"mw"
21055241,2010,-13.8758001327515,33.7598991394043,"mw"
21055693,2010,-13.8696002960205,33.777099609375,"mw"
21056222,2011,-13.8583002090454,33.7887001037598,"mw"
21066096,2010,-14.0239000320435,33.7779998779297,"mw"
21066339,2010,-14.020899772644,33.774600982666,"mw"
21066478,2010,-14.0279998779297,33.8012008666992,"mw"
21069400,2011,-13.9168996810913,33.8092002868652,"mw"
21074510,2010,-13.9490995407104,33.8098983764648,"mw"
21077725,2010,-13.9710998535156,33.7574005126953,"mw"
21079006,2010,-13.9170999526978,33.7594985961914,"mw"
21080308,2010,-13.9322996139526,33.7588996887207,"mw"
21080755,2011,-13.911600112915,33.7901992797852,"mw"
21081573,2010,-13.8938999176025,33.7871017456055,"mw"
21083535,2010,-13.7890996932983,33.8086013793945,"mw"
21085094,2011,-13.8456001281738,33.7583999633789,"mw"
21086069,2010,-13.9530000686646,33.717399597168,"mw"
21086436,2010,-13.9554004669189,33.7285995483398,"mw"
21087057,2010,-13.9959001541138,33.7342987060547,"mw"
21087531,2010,-14.0109996795654,33.728099822998,"mw"
21087736,2011,-14.0131998062134,33.7182998657227,"mw"
21088597,2010,-14.0548000335693,33.7076988220215,"mw"
30101280,2010,-14.4265003204346,35.2575988769531,"mw"
30101545,2010,-14.5243997573853,35.0887985229492,"mw"
30101552,2011,-14.3191995620728,35.0859985351562,"mw"
30102028,2010,-14.6300001144409,35.1032981872559,"mw"
30102540,2010,-14.7687997817993,35.0315017700195,"mw"
30102632,2011,-14.5043001174927,35.2056007385254,"mw"
30102641,2010,-14.5375003814697,34.7975006103516,"mw"
30103021,2011,-14.2793998718262,34.8092994689941,"mw"
30103074,2010,-14.479100227356,34.8261985778809,"mw"
30103420,2010,-14.1971998214722,34.8825988769531,"mw"
30104022,2010,-14.3915996551514,35.4482002258301,"mw"
30104040,2011,-14.3833999633789,35.5862998962402,"mw"
30104708,2010,-14.3252000808716,35.4254989624023,"mw"
30105325,2010,-14.4912004470825,35.6063003540039,"mw"
30105448,2010,-14.4716997146606,35.6096000671387,"mw"
30106005,2011,-14.5250997543335,35.3881988525391,"mw"
30106331,2010,-14.3521995544434,35.3189010620117,"mw"
30106750,2010,-14.7020998001099,35.4398002624512,"mw"
30107395,2010,-14.2671003341675,35.4314994812012,"mw"
30107624,2010,-14.1065998077393,35.4117012023926,"mw"
30108117,2011,-13.7386999130249,35.0668983459473,"mw"
30108401,2010,-13.845100402832,35.1064987182617,"mw"
30109724,2010,-14.1403999328613,35.2154006958008,"mw"
30120262,2010,-14.4674997329712,35.2910003662109,"mw"
30201076,2010,-15.0473003387451,35.2921981811523,"mw"
30201146,2010,-14.993200302124,35.5127983093262,"mw"
30201498,2011,-14.8219003677368,35.5262985229492,"mw"
30201587,2010,-14.890700340271,35.4440002441406,"mw"
30202252,2010,-15.1750001907349,35.3381004333496,"mw"
30202403,2011,-15.1300001144409,35.1898994445801,"mw"
30203044,2010,-14.8449001312256,35.6371002197266,"mw"
30203122,2010,-14.7518997192383,35.5797996520996,"mw"
30203142,2011,-14.8852996826172,35.6353988647461,"mw"
30203256,2010,-14.8942003250122,35.6795997619629,"mw"
30203767,2010,-14.9942998886108,35.5973014831543,"mw"
30204126,2010,-15.2190999984741,35.4275016784668,"mw"
30205702,2011,-15.1752004623413,35.5007019042969,"mw"
30206341,2010,-15.0513000488281,35.4604988098145,"mw"
30206572,2010,-14.9968996047974,35.5521011352539,"mw"
30207060,2011,-14.7573003768921,35.6748008728027,"mw"
30207188,2010,-14.8723001480103,35.7462997436523,"mw"
30207491,2010,-14.7604999542236,35.7029991149902,"mw"
30208396,2010,-14.7074003219604,35.8067016601562,"mw"
30209287,2010,-14.7467002868652,35.5680999755859,"mw"
30212167,2011,-14.5942001342773,35.6516990661621,"mw"
30212307,2010,-14.6998996734619,35.6080017089844,"mw"
30212492,2010,-14.7245998382568,35.7083015441895,"mw"
30222077,2010,-15.0766000747681,35.2300987243652,"mw"
30301554,2011,-15.3579998016357,35.4216995239258,"mw"
30301576,2010,-15.2658004760742,35.4682006835938,"mw"
30301590,2010,-15.3793001174927,35.4827003479004,"mw"
30302283,2010,-15.3663997650146,35.5802001953125,"mw"
30302357,2010,-15.5120000839233,35.5861015319824,"mw"
30302601,2010,-15.4882001876831,35.556999206543,"mw"
30302687,2011,-15.4316997528076,35.4796981811523,"mw"
30302692,2010,-15.4141998291016,35.394100189209,"mw"
30304139,2011,-15.4828996658325,35.3577003479004,"mw"
30304143,2010,-15.4308004379272,35.3782997131348,"mw"
30305082,2010,-15.5698003768921,35.4255981445312,"mw"
30305258,2010,-15.5910997390747,35.2585983276367,"mw"
30305277,2010,-15.5190000534058,35.3176002502441,"mw"
30305506,2011,-15.5965003967285,35.399299621582,"mw"
30305561,2010,-15.5648002624512,35.2016983032227,"mw"
30305580,2010,-15.6473999023438,35.3431015014648,"mw"
30306024,2010,-15.3929004669189,35.2206993103027,"mw"
30306056,2011,-15.4279003143311,35.2025985717773,"mw"
30306087,2010,-15.3170003890991,35.1060981750488,"mw"
30306460,2011,-15.3030004501343,35.11669921875,"mw"
30306555,2010,-15.4626998901367,35.1595001220703,"mw"
30306594,2010,-15.2320003509521,35.2051010131836,"mw"
30307577,2010,-15.3108997344971,35.3566017150879,"mw"
30307678,2010,-15.2318000793457,35.3223991394043,"mw"
30401015,2010,-15.7552003860474,35.1456985473633,"mw"
30401062,2010,-15.6915998458862,35.1357002258301,"mw"
