"","ea_id","lat_modified","lon_modified"
"1",10130002,-0.53062749,32.327492
"2",10130002,NA,NA
"3",10130002,0.28908074,32.56065
"4",10130002,-0.043573041,32.005306
"5",10210001,0.33318767,32.570656
"6",10210002,0.31304476,32.569145
"7",10210003,0.30309552,32.573345
"8",10210004,0.34575298,32.546299
"9",10210005,0.37804905,32.594128
"10",10210006,0.371429,32.56506
"11",10210007,0.36514077,32.597015
"12",10210008,0.35690978,32.588352
"13",10210008,0.78502685,33.324905
"14",10210009,0.36253446,32.574726
"15",10210010,0.34599793,32.583225
"16",10210011,0.28927287,32.615974
"17",10210011,0.23867941,32.620823
"18",10210012,0.31279653,32.611473
"19",10210013,0.30322111,32.619747
"20",10210014,0.28581339,32.578739
"21",10210014,0.39059284,32.521591
"22",10210014,0.23138611,32.590992
"23",10210015,0.30165493,32.600548
"24",10210015,0.32639074,32.555145
"25",10210017,0.27318704,32.624809
"26",10210018,0.29515454,32.5854
"27",10210019,0.28539219,32.617664
"28",10210019,0.41072601,32.488712
"29",10210019,0.36563045,32.555477
"30",10210020,0.34478223,32.587532
"31",10210021,0.36772007,32.623959
"32",10210022,0.36840436,32.590256
"33",10210023,0.32818478,32.634068
"34",10210024,0.32192761,32.638088
"35",10210025,0.33720475,32.608589
"36",10210025,0.41721264,33.215244
"37",10210026,0.30594072,32.529144
"38",10210027,0.28985971,32.553036
"39",10210028,0.3567673,32.557106
"40",10210029,0.33075041,32.542141
"41",10210031,0.27931949,32.566051
"42",10210032,0.33245257,32.54237
"43",10210033,0.31714338,32.537323
"44",10210034,0.30460998,32.543774
"45",10330003,0.82792664,31.843466
"46",10330005,0.92350906,31.578562
"47",10330005,0.88724399,31.700947
"48",10410002,0.71214485,32.52943
"49",10410002,0.58655202,32.525223
"50",10430004,0.58952701,32.623108
"51",10430004,0.47129345,32.86459
"52",10430006,0.66238511,32.709141
"53",10430006,0.27692965,32.545937
"54",10430006,0.25701767,32.57933
"55",10430006,0.3471041,32.537529
"56",10430008,0.79487455,32.471142
"57",10430008,0.81150138,32.515919
"58",10430008,0.35051212,32.624798
"59",10510001,-0.34314713,31.725313
"60",10510003,-0.14214757,31.879677
"61",10530004,-0.079570986,31.635708
"62",10530004,0.33991042,32.558567
"63",10530008,-0.20546399,31.566809
"64",10530008,-0.24854319,31.667816
"65",10530012,-0.344248,31.571665
"66",10530015,-0.47120026,31.363787
"67",10530019,-0.52238631,31.355343
"68",10530023,-0.57678241,31.691637
"69",10530026,-0.291444,31.791344
"70",10530026,-0.30155933,31.75025
"71",10530026,-0.31438649,31.768534
"72",10530030,0.00097659603,31.799799
"73",10530030,-0.31462511,31.748158
"74",10530033,-0.19768302,31.810291
"75",10530033,-0.27213916,31.750366
"76",10630003,0.11205984,31.760345
"77",10630003,NA,NA
"78",10630003,0.02992708,32.02459
"79",10630003,0.34618655,32.251301
"80",10630005,0.27025428,31.648449
"81",10630005,0.21624768,31.574783
"82",10630005,0.33526602,31.646975
"83",10630005,0.17068891,32.461361
"84",10630005,0.18946646,32.437519
"85",10630007,0.071609862,32.092873
"86",10630009,0.19665441,32.25523
"87",10710001,0.55268747,31.382027
"88",10710001,0.48071983,31.693167
"89",10710002,0.39071351,32.073822
"90",10730008,0.21303451,31.052639
"91",10730012,0.53796762,31.368237
"92",10730012,0.41377482,31.237961
"93",10730016,0.63070548,31.787724
"94",10730016,0.5241794,31.359463
"95",10730016,0.34390631,32.541683
"96",10730020,0.48756397,31.800924
"97",10730020,0.44648844,31.825706
"98",10730020,0.42638919,31.837946
"99",10730020,NA,NA
"100",10730020,0.40192401,32.102077
"101",10730023,0.57550406,31.819822
"102",10730023,0.58675128,31.718155
"103",10730027,0.40262333,32.081055
"104",10810002,0.35495532,32.933506
"105",10810002,0.28615281,32.638367
"106",10810002,0.32752514,32.979481
"107",10810003,0.41141748,33.141369
"108",10830006,0.31634957,33.160358
"109",10830006,0.35963053,33.137249
"110",10830009,0.36969095,33.187431
"111",10830013,0.37626344,33.191013
"112",10830016,0.11218978,33.477962
