fnid,clust
MW2012C3020603,20607315
MW2012C3020603,20607315
MW2012C3020603,20607315
MW2012C3020603,20607315
MW2012C3020603,20607315
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020603,20615064
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20703565
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020703,20706163
MW2012C3020913,20807727
MW2012C3020913,20807727
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20901276
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020913,20908088
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21037536
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21055693
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21074510
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3020619,21080308
MW2012C3030112,30103074
MW2012C3030112,30103074
MW2012C3030112,30103074
MW2012C3030112,30103074
MW2012C3030112,30103074
MW2012C3030114,30105325
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30201587
MW2012C3030214,30212307
MW2012C3030214,30212307
MW2012C3030214,30212307
MW2012C3030214,30212307
MW2012C3030214,30212307
MW2012C3030314,30305277
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030414,30401062
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030404,30403444
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030314,30406710
MW2012C3030506,30504251
MW2012C3030506,30504251
MW2012C3030506,30504251
MW2012C3030506,30504251
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030514,30508435
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602217
MW2012C3030613,30602235
MW2012C3030613,30602235
MW2012C3030613,30602235
MW2012C3030613,30602235
MW2012C3030613,30602235
MW2012C3030613,30602235
MW2012C3030613,30602235
MW2012C3030613,30602235
MW2012C3030613,30602235
