X,Y,ea_id,FS_year,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD
33.3872985839844,-9.80998039245605,10101016,2010,-9.80998,33.38730,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.3810005187988,-9.89498043060303,10101204,2010,-9.89498,33.38100,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.2302017211914,-9.50446033477783,10101215,2010,-9.50446,33.23020,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.4040985107422,-9.5946102142334,10101219,2011,-9.59461,33.40410,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.4071998596191,-9.73456954956055,10101355,2011,-9.73457,33.40720,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.2181015014648,-9.58701992034912,10101374,2010,-9.58702,33.21810,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.2523994445801,-9.66271018981934,10101470,2010,-9.66271,33.25240,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.3936996459961,-9.66792011260986,10101562,2010,-9.66792,33.39370,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.260799407959,-9.73770999908447,10101568,2010,-9.73771,33.26080,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.3866004943848,-9.53645992279053,10101706,2010,-9.53646,33.38660,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.5035018920898,-9.74822998046875,10102004,2010,-9.74823,33.50350,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.5918998718262,-9.5815896987915,10102379,2010,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.4519996643066,-9.71323013305664,10102621,2011,-9.71323,33.45200,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.3739013671875,-9.97159957885742,10103414,2010,-9.97160,33.37390,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.4541015625,-10.0370998382568,10103452,2010,-10.03710,33.45410,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.5987014770508,-10.2009000778198,10103681,2011,-10.20090,33.59870,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.663501739502,-10.1988000869751,10104150,2010,-10.19880,33.66350,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.6116981506348,-10.2587995529175,10104351,2010,-10.25880,33.61170,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.6377983093262,-10.4098997116089,10104440,2010,-10.40990,33.63780,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.0885009765625,-9.59447956085205,10105352,2010,-9.59448,33.08850,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
32.9793014526367,-9.40349006652832,10105511,2011,-9.40349,32.97930,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.1186981201172,-9.5072603225708,10105513,2010,-9.50726,33.11870,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.2831993103027,-9.70903015136719,10120286,2011,-9.70903,33.28320,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.2899017333984,-9.69013023376465,10120288,2010,-9.69013,33.28990,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,,MW02,Chitipa Millet & Maize,10920502,3
33.8950996398926,-9.76809978485107,10201137,2010,-9.76810,33.89510,MW2012C3010210,2012,MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,10920810,3
33.8302001953125,-9.78425025939941,10201210,2011,-9.78425,33.83020,MW2012C3010210,2012,MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,10920810,3
33.8455009460449,-9.79563999176025,10201247,2010,-9.79564,33.84550,MW2012C3010210,2012,MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,10920810,3
33.9271011352539,-9.71230030059814,10201442,2010,-9.71230,33.92710,MW2012C3010210,2012,MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,10920810,3
33.8736991882324,-9.84482955932617,10201688,2010,-9.84483,33.87370,MW2012C3010210,2012,MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,10920810,3
33.6730003356934,-9.6637601852417,10202195,2011,-9.66376,33.67300,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
33.8498001098633,-9.6814603805542,10202514,2010,-9.68146,33.84980,MW2012C3010210,2012,MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,10920810,3
33.6684989929199,-10.0022001266479,10203013,2010,-10.00220,33.66850,MW2012C3010201,2012,MW,Malawi,Northern,Karonga,,MW01,Central Karonga,10920801,3
33.9174003601074,-9.91359996795654,10203085,2010,-9.91360,33.91740,MW2012C3010210,2012,MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,10920810,3
33.6206016540527,-9.87304973602295,10203176,2010,-9.87305,33.62060,MW2012C3010201,2012,MW,Malawi,Northern,Karonga,,MW01,Central Karonga,10920801,3
33.8608016967773,-9.93924045562744,10203221,2011,-9.93924,33.86080,MW2012C3010201,2012,MW,Malawi,Northern,Karonga,,MW01,Central Karonga,10920801,3
33.8033981323242,-10.1700000762939,10203623,2010,-10.17000,33.80340,MW2012C3010201,2012,MW,Malawi,Northern,Karonga,,MW01,Central Karonga,10920801,3
33.9086990356445,-10.0404996871948,10203744,2010,-10.04050,33.90870,MW2012C3010201,2012,MW,Malawi,Northern,Karonga,,MW01,Central Karonga,10920801,3
34.2148017883301,-10.4470996856689,10204101,2011,-10.44710,34.21480,MW2012C3010209,2012,MW,Malawi,Northern,Karonga,,MW09,Nkhata Bay Cassava,10920809,3
34.1193008422852,-10.4462003707886,10204322,2010,-10.44620,34.11930,MW2012C3010209,2012,MW,Malawi,Northern,Karonga,,MW09,Nkhata Bay Cassava,10920809,3
34.1277008056641,-10.3575000762939,10204453,2011,-10.35750,34.12770,MW2012C3010209,2012,MW,Malawi,Northern,Karonga,,MW09,Nkhata Bay Cassava,10920809,3
34.2318000793457,-10.4162998199463,10204586,2010,-10.41630,34.23180,MW2012C3010209,2012,MW,Malawi,Northern,Karonga,,MW09,Nkhata Bay Cassava,10920809,3
34.1873016357422,-10.556300163269,10204723,2010,-10.55630,34.18730,MW2012C3010209,2012,MW,Malawi,Northern,Karonga,,MW09,Nkhata Bay Cassava,10920809,3
34.1190986633301,-10.2562999725342,10205202,2010,-10.25630,34.11910,MW2012C3010209,2012,MW,Malawi,Northern,Karonga,,MW09,Nkhata Bay Cassava,10920809,3
34.0707015991211,-10.3122997283936,10205507,2010,-10.31230,34.07070,MW2012C3010209,2012,MW,Malawi,Northern,Karonga,,MW09,Nkhata Bay Cassava,10920809,3
33.9151992797852,-9.93589973449707,10220027,2011,-9.93590,33.91520,MW2012C3010201,2012,MW,Malawi,Northern,Karonga,,MW01,Central Karonga,10920801,3
33.9259986877441,-9.9753999710083,10220103,2010,-9.97540,33.92600,MW2012C3010201,2012,MW,Malawi,Northern,Karonga,,MW01,Central Karonga,10920801,3
