ea_id,FS_year,lat_modified,lon_modified,FNID
53215009,2013,-5.094778941,39.09815303,TZ2009L107
53215009,2013,-5.744692106,38.83910776,TZ2009L107
40403201002,2015,-5.087859089,39.07395573,TZ2009L107
60105302305,2015,-6.447658018,38.88947433,TZ2009L107
40502202005,2015,-5.423581238,38.97919113,TZ2009L107
60115304001,2015,-6.072360897,38.24465779,TZ2009L108
2502007,2011,-2.1410501,35.74726105,TZ2009L109
2502007,2013,-2.141051746,35.74726146,TZ2009L109
2502007,2013,-2.084717,35.75673616,TZ2009L109
10103305,2013,-2.070320199,35.56346521,TZ2009L109
20505101001,2015,-2.279175245,35.69719671,TZ2009L109
3114002,2011,-3.096659899,37.63920975,TZ2009L110
3114002,2013,-3.096664691,37.6392104,TZ2009L110
30119301009,2015,-2.98140299,37.54010587,TZ2009L110
2211303,2011,-3.350909948,36.89004135,TZ2009L111
2224305,2011,-3.416340113,36.64162827,TZ2009L111
2310357,2011,-3.375129938,36.68608093,TZ2009L111
2313019,2011,-3.386420012,36.65679169,TZ2009L111
2314016,2011,-3.374860048,36.67036057,TZ2009L111
3106003,2011,-3.196660042,37.61537933,TZ2009L111
3112002,2010,-3.11116004,37.59643936,TZ2009L111
3112002,2011,-3.11116004,37.59643936,TZ2009L111
3204003,2010,-3.640010118,37.65587997,TZ2009L111
3204003,2011,-3.640010118,37.65587997,TZ2009L111
3402001,2010,-3.263109922,37.57698822,TZ2009L111
3402001,2011,-3.263109922,37.57698822,TZ2009L111
3414003,2011,-3.330019951,37.38288116,TZ2009L111
3431003,2010,-3.309959888,37.47369003,TZ2009L111
3431003,2011,-3.309959888,37.47369003,TZ2009L111
3504002,2011,-3.205410004,37.18751144,TZ2009L111
2211303,2013,-3.350912909,36.8900371,TZ2009L111
2211303,2013,-3.359423393,36.75015282,TZ2009L111
2224305,2013,-3.416344435,36.6416252,TZ2009L111
2224305,2013,-3.368907011,36.68390508,TZ2009L111
2310357,2012,-3.375128107,36.68607706,TZ2009L111
2313019,2013,-3.386417506,36.65678571,TZ2009L111
2314016,2013,-3.374857644,36.67036372,TZ2009L111
2314016,2013,-3.301113867,37.27625394,TZ2009L111
2401001,2013,-3.393260244,36.67617904,TZ2009L111
2401001,2013,-3.400479428,36.66064191,TZ2009L111
2401001,2013,-3.387980002,36.69011825,TZ2009L111
3106003,2013,-3.196662421,37.61538461,TZ2009L111
3106003,2013,-3.349381877,36.70917703,TZ2009L111
3112002,2012,-3.111164966,37.59644494,TZ2009L111
3204003,2012,-3.640011121,37.65588457,TZ2009L111
3204003,2013,-3.640011121,37.65588457,TZ2009L111
3204003,2013,-3.392081505,36.66045906,TZ2009L111
3314001,2013,-3.34442561,36.62849179,TZ2009L111
3402001,2012,-3.263106228,37.57698747,TZ2009L111
3402001,2013,-3.344386851,37.37728158,TZ2009L111
3402001,2013,-3.377689314,36.69572593,TZ2009L111
3414003,2013,-3.330022889,37.38288062,TZ2009L111
3431003,2012,-3.309959701,37.47368771,TZ2009L111
3504002,2013,-3.205408703,37.18750705,TZ2009L111
4127004,2013,-3.375569249,37.34701512,TZ2009L111
4127004,2013,-3.018781101,37.05079422,TZ2009L111
4309003,2013,-3.19345807,36.70484884,TZ2009L111
6112001,2013,-3.638270917,37.60921402,TZ2009L111
7107052,2013,-3.376609269,36.66619664,TZ2009L111
7122050,2013,-3.325739719,36.63180636,TZ2009L111
7123064,2013,-3.361964196,36.67548294,TZ2009L111
7202001,2013,-3.308676926,37.47636035,TZ2009L111
7206012,2013,-3.328133,36.62125227,TZ2009L111
7209001,2013,-3.084337464,37.58500228,TZ2009L111
7321156,2013,-3.359463104,36.68872139,TZ2009L111
9201360,2013,-3.185031069,37.60887241,TZ2009L111
11412003,2012,-3.265608601,37.48514796,TZ2009L111
13404026,2013,-3.368413391,36.682216,TZ2009L111
16101320,2013,-3.40139152,36.65991794,TZ2009L111
17712001,2013,-3.357317,36.68130052,TZ2009L111
21402004,2013,-3.230842005,37.3005793,TZ2009L111
21408330,2013,-3.380357778,36.59872081,TZ2009L111
21408330,2013,-3.364407416,36.6714416,TZ2009L111
21408363,2013,-3.406376294,36.71145382,TZ2009L111
20318204003,2014,-3.355157768,36.60778883,TZ2009L111
20601102004,2014,-3.18444835,36.71383021,TZ2009L111
30411103004,2015,-3.303975936,37.4566342,TZ2009L111
30426103001,2015,-3.332037343,37.3306605,TZ2009L111
30611201003,2015,-3.373017603,37.34124744,TZ2009L111
20213102005,2015,-3.370862826,36.79723813,TZ2009L111
20310207005,2015,-3.395935129,36.68738605,TZ2009L111
20611102003,2015,-3.255846297,36.59967437,TZ2009L111
30111102004,2015,-3.192859968,37.59418256,TZ2009L111
30403102003,2015,-3.315222622,37.53008995,TZ2009L111
30419106001,2015,-3.261416165,37.33149755,TZ2009L111
30503103001,2015,-3.226452472,37.21366468,TZ2009L111
30602202009,2015,-3.347542224,37.34195111,TZ2009L111
30619204004,2015,-3.363471918,37.34411392,TZ2009L111
30711102008,2015,-3.199979796,36.97179207,TZ2009L111
2401001,2011,-3.36413002,35.80253983,TZ2009L112
2401001,2013,-3.364128725,35.80253562,TZ2009L112
2401001,2013,-3.36435456,35.71850723,TZ2009L112
2401001,2013,-3.365261668,35.68718791,TZ2009L112
2401001,2013,-3.330924832,35.6464165,TZ2009L112
2212001,2011,-3.424400091,36.83969879,TZ2009L113
2309002,2011,-3.480319977,36.70206833,TZ2009L113
3510004,2011,-3.310029984,37.06694031,TZ2009L113
3513005,2011,-3.325489998,37.16009903,TZ2009L113
21407003,2011,-3.574569941,36.93854141,TZ2009L113
21408001,2011,-3.55024004,37.01334,TZ2009L113
21408330,2011,-3.589859962,36.97372055,TZ2009L113
21408363,2011,-3.581549883,36.96759033,TZ2009L113
2111001,2013,-3.555746517,36.09030473,TZ2009L113
2212001,2013,-3.424401271,36.83969741,TZ2009L113
2224305,2013,-3.554033456,36.87979134,TZ2009L113
2224305,2013,-3.365867203,36.85380881,TZ2009L113
2224305,2013,-3.373923387,36.88770631,TZ2009L113
2309002,2013,-3.480315882,36.70206885,TZ2009L113
2314016,2013,-3.590703201,36.97287541,TZ2009L113
3204003,2013,-3.516637198,37.55129903,TZ2009L113
3207301,2013,-3.651374598,37.56839015,TZ2009L113
3510004,2012,-3.310034429,37.06693983,TZ2009L113
3510004,2013,-3.379769249,37.33293496,TZ2009L113
3513005,2013,-3.325487968,37.16009786,TZ2009L113
3513005,2013,-3.483180728,37.03346102,TZ2009L113
4127004,2013,-3.42867399,36.74622075,TZ2009L113
7123067,2013,-3.438605351,36.70699072,TZ2009L113
7206012,2013,-3.300488888,37.11769008,TZ2009L113
21309003,2013,-3.556307572,36.98354477,TZ2009L113
21407003,2013,-3.734761811,36.62028913,TZ2009L113
21407003,2013,-3.574571759,36.93854146,TZ2009L113
21407003,2013,-3.635342439,37.03637333,TZ2009L113
21407003,2013,-3.620228168,36.90900207,TZ2009L113
21408001,2013,-3.550244626,37.01334047,TZ2009L113
21408330,2013,-3.589858737,36.97372397,TZ2009L113
21408330,2013,-3.471333269,37.01814112,TZ2009L113
21408330,2013,-3.39386678,36.82090404,TZ2009L113
21408363,2013,-3.58154835,36.96758637,TZ2009L113
20203304004,2014,-3.36467672,37.04618025,TZ2009L113
20210303304,2014,-3.374689345,36.8331377,TZ2009L113
30512103005,2015,-3.396678073,37.29576622,TZ2009L113
20106102001,2015,-3.499669783,36.53162154,TZ2009L113
30216302302,2015,-3.664890519,37.44917481,TZ2009L113
2.10416E+11,2015,-3.576284189,37.00788532,TZ2009L113
2110001,2011,-3.204380035,35.92819977,TZ2009L114
2111001,2011,-2.996390104,36.01396179,TZ2009L114
2110001,2013,-3.204383168,35.92820216,TZ2009L114
2110001,2013,-3.40612395,35.83362598,TZ2009L114
2110001,2013,-2.997512174,36.0181521,TZ2009L114
2111001,2013,-2.996394462,36.01396425,TZ2009L114
2211303,2013,-3.375441134,35.88021538,TZ2009L114
2401001,2013,-3.372975462,35.8714647,TZ2009L114
2401001,2013,-3.367418563,35.85047173,TZ2009L114
7104136,2013,-4.260787907,34.86763036,TZ2009L114
20702102003,2015,-3.063644476,36.74321142,TZ2009L114
21114002,2011,-4.225530148,35.32476044,TZ2009L115
21114002,2013,-4.225526095,35.32476337,TZ2009L115
2.10323E+11,2014,-3.986189648,35.56754861,TZ2009L115
2.10606E+11,2015,-4.204057577,35.75610713,TZ2009L116
1203003,2011,-6.456620216,36.72285843,TZ2009L117
1217003,2010,-6.614009857,36.50865936,TZ2009L117
1217003,2011,-6.614009857,36.50865936,TZ2009L117
5134002,2011,-6.327270031,37.00638962,TZ2009L117
21514002,2011,-5.479149818,36.31278992,TZ2009L117
1203003,2013,-6.456618884,36.72286097,TZ2009L117
1203003,2013,-6.40602582,36.8375471,TZ2009L117
1217003,2012,-6.614009487,36.50866274,TZ2009L117
1217003,2012,-6.651118789,36.38574119,TZ2009L117
1313301,2013,-5.793530896,36.46020948,TZ2009L117
2309002,2013,-5.429256143,36.52716417,TZ2009L117
3402001,2013,-5.735819933,36.39656943,TZ2009L117
5134002,2013,-6.327265573,37.0063896,TZ2009L117
5134002,2013,-6.368980819,37.11820721,TZ2009L117
5134002,2013,-6.344417482,36.971963,TZ2009L117
7118003,2013,-6.148680137,36.88226763,TZ2009L117
