"","ea_id","FNID"
"776",30602235,"MW2012C3030613"
"777",30801679,"MW2012C3030613"
"778",31201104,"MW2012C3030613"
"779",10301306,"MW2012C3010508"
"780",10501055,"MW2012C3010508"
"781",10501216,"MW2012C3010508"
"782",10501505,"MW2012C3010508"
"783",10501709,"MW2012C3010508"
"784",10502043,"MW2012C3010508"
"785",10502268,"MW2012C3010508"
"786",10502439,"MW2012C3010508"
"787",10503211,"MW2012C3010508"
"788",10503367,"MW2012C3010508"
"789",10505136,"MW2012C3010508"
"790",10505151,"MW2012C3010508"
"791",10505508,"MW2012C3010508"
"792",10506127,"MW2012C3010508"
"793",10506548,"MW2012C3010508"
"794",10510388,"MW2012C3010508"
"795",10732047,"MW2012C3010508"
"796",10732070,"MW2012C3010508"
"797",10732192,"MW2012C3010508"
"798",10733465,"MW2012C3010508"
"799",10733640,"MW2012C3010508"
"800",10734370,"MW2012C3010508"
"801",10734393,"MW2012C3010508"
"802",10734762,"MW2012C3010508"
"803",10735130,"MW2012C3010508"
"804",10736053,"MW2012C3010508"
"805",10736377,"MW2012C3010508"
"806",10736466,"MW2012C3010508"
"807",10736596,"MW2012C3010508"
"808",10739309,"MW2012C3010508"
"809",10741504,"MW2012C3010508"
"810",10746033,"MW2012C3010508"
"811",10746244,"MW2012C3010508"
"812",10101204,"MW2012C3010508"
"813",10201688,"MW2012C3010508"
"814",10104150,"MW2012C3010508"
"815",10204586,"MW2012C3010508"
"816",10203744,"MW2012C3010508"
"817",10304012,"MW2012C3010508"
"818",10304012,"MW2012C3010508"
"819",10401522,"MW2012C3010508"
"820",10401502,"MW2012C3010508"
"821",10401140,"MW2012C3010508"
"822",10405213,"MW2012C3010508"
"823",10405213,"MW2012C3010508"
"824",10501505,"MW2012C3010508"
"825",10501709,"MW2012C3010508"
"826",10501709,"MW2012C3010508"
"827",10501505,"MW2012C3010508"
"828",10502268,"MW2012C3010508"
"829",10502268,"MW2012C3010508"
"830",10503367,"MW2012C3010508"
"831",10503367,"MW2012C3010508"
"832",10503367,"MW2012C3010508"
"833",10503367,"MW2012C3010508"
"834",10503367,"MW2012C3010508"
"835",10503367,"MW2012C3010508"
"836",10505508,"MW2012C3010508"
"837",10505136,"MW2012C3010508"
"838",10510388,"MW2012C3010508"
"839",10510388,"MW2012C3010508"
"840",10733640,"MW2012C3010508"
"841",10509319,"MW2012C3010508"
"842",10732192,"MW2012C3010508"
"843",10732192,"MW2012C3010508"
"844",10733640,"MW2012C3010508"
"845",10733640,"MW2012C3010508"
"846",10732192,"MW2012C3010508"
"847",10734370,"MW2012C3010508"
"848",10734762,"MW2012C3010508"
"849",10736596,"MW2012C3010508"
"850",10735173,"MW2012C3010508"
"851",10735173,"MW2012C3010508"
"852",10736596,"MW2012C3010508"
"853",10741504,"MW2012C3010508"
"854",10744649,"MW2012C3010508"
"855",10744649,"MW2012C3010508"
"856",10744649,"MW2012C3010508"
"857",10741504,"MW2012C3010508"
"858",10746244,"MW2012C3010508"
"859",10746033,"MW2012C3010508"
"860",10746033,"MW2012C3010508"
"861",10746033,"MW2012C3010508"
"862",10746244,"MW2012C3010508"
"863",10746244,"MW2012C3010508"
"864",10746033,"MW2012C3010508"
"865",10746244,"MW2012C3010508"
"866",20110620,"MW2012C3010508"
"867",20111718,"MW2012C3010508"
"868",20115434,"MW2012C3010508"
"869",20603533,"MW2012C3010508"
"870",21048764,"MW2012C3010508"
"871",21055241,"MW2012C3010508"
"872",21066339,"MW2012C3010508"
"873",30105448,"MW2012C3010508"
"874",31442394,"MW2012C3010508"
"875",31540419,"MW2012C3010508"
"876",10101215,"MW2012C3010508"
"877",10103414,"MW2012C3010508"
"878",10502268,"MW2012C3010508"
"879",10502268,"MW2012C3010508"
"880",10502268,"MW2012C3010508"
"881",10502268,"MW2012C3010508"
"882",10502268,"MW2012C3010508"
"883",10502268,"MW2012C3010508"
"884",10502268,"MW2012C3010508"
"885",10505310,"MW2012C3010508"
"886",10505310,"MW2012C3010508"
"887",10732192,"MW2012C3010508"
"888",10732192,"MW2012C3010508"
"889",10735173,"MW2012C3010508"
"890",10744649,"MW2012C3010508"
"891",10746033,"MW2012C3010508"
"892",10746033,"MW2012C3010508"
"893",10746033,"MW2012C3010508"
"894",10746033,"MW2012C3010508"
"895",20601626,"MW2012C3010508"
"896",20808421,"MW2012C3010508"
"897",21048764,"MW2012C3010508"
"898",21055241,"MW2012C3010508"
"899",21066096,"MW2012C3010508"
"900",30212307,"MW2012C3010508"
"901",31532674,"MW2012C3010508"
"902",30601191,"MW2012C3031313"
"903",31301246,"MW2012C3031313"
"904",31301304,"MW2012C3031313"
"905",31301385,"MW2012C3031313"
"906",31301560,"MW2012C3031313"
"907",31301671,"MW2012C3031313"
"908",31301683,"MW2012C3031313"
"909",31302578,"MW2012C3031313"
"910",31306166,"MW2012C3031313"
"911",31306274,"MW2012C3031313"
"912",31306500,"MW2012C3031313"
"913",31306719,"MW2012C3031313"
"914",30206341,"MW2012C3031313"
"915",30708665,"MW2012C3031313"
"916",30801679,"MW2012C3031313"
"917",31201104,"MW2012C3031313"
"918",31439102,"MW2012C3031313"
"919",30620196,"MW2012C3031313"
"920",30620196,"MW2012C3031313"
"921",10302010,"MW2012C3010311"
"922",10303454,"MW2012C3010311"
"923",10304012,"MW2012C3010311"
"924",10304360,"MW2012C3010311"
"925",10304625,"MW2012C3010311"
"926",10305446,"MW2012C3010311"
"927",10306417,"MW2012C3010311"
"928",10306431,"MW2012C3010311"
"929",10307413,"MW2012C3010311"
"930",10308636,"MW2012C3010311"
"931",10320227,"MW2012C3010311"
"932",10301663,"MW2012C3010311"
"933",10302010,"MW2012C3010311"
"934",10305446,"MW2012C3010311"
"935",10302010,"MW2012C3010311"
"936",10308636,"MW2012C3010311"
"937",10304012,"MW2012C3010311"
"938",10304012,"MW2012C3010311"
"939",10304012,"MW2012C3010311"
"940",10307413,"MW2012C3010311"
"941",10505136,"MW2012C3010311"
"942",10733640,"MW2012C3010311"
"943",10734370,"MW2012C3010311"
"944",10746033,"MW2012C3010311"
"945",20115434,"MW2012C3010311"
"946",10302010,"MW2012C3010311"
"947",10308636,"MW2012C3010311"
"948",10734370,"MW2012C3010311"
"949",10301026,"MW2012C3010309"
"950",10301347,"MW2012C3010309"
"951",10301663,"MW2012C3010309"
"952",10301741,"MW2012C3010309"
"953",10308129,"MW2012C3010309"
"954",10309273,"MW2012C3010309"
"955",10309281,"MW2012C3010309"
"956",10310469,"MW2012C3010309"
"957",10312048,"MW2012C3010309"
"958",10312078,"MW2012C3010309"
"959",10312187,"MW2012C3010309"
"960",10312600,"MW2012C3010309"
"961",10734407,"MW2012C3010309"
"962",10735173,"MW2012C3010309"
"963",10736174,"MW2012C3010309"
"964",10737199,"MW2012C3010309"
"965",10744039,"MW2012C3010309"
"966",10744154,"MW2012C3010309"
"967",10744649,"MW2012C3010309"
"968",10301663,"MW2012C3010309"
"969",10301663,"MW2012C3010309"
"970",10301663,"MW2012C3010309"
"971",10301663,"MW2012C3010309"
"972",10308636,"MW2012C3010309"
"973",10307413,"MW2012C3010309"
"974",10502593,"MW2012C3010309"
"975",10509319,"MW2012C3010309"
"976",10735173,"MW2012C3010309"
"977",10735173,"MW2012C3010309"
"978",10735173,"MW2012C3010309"
"979",10744649,"MW2012C3010309"
"980",10741504,"MW2012C3010309"
"981",10741504,"MW2012C3010309"
"982",21052427,"MW2012C3010309"
"983",30307678,"MW2012C3010309"
"984",10744649,"MW2012C3010309"
"985",10744649,"MW2012C3010309"
"986",10746033,"MW2012C3010309"
"987",10746033,"MW2012C3010309"
"988",20808421,"MW2012C3010309"
"989",21066339,"MW2012C3010309"
"990",20201206,"MW2012C3020211"
"991",20201264,"MW2012C3020211"
"992",20201269,"MW2012C3020211"
"993",20201354,"MW2012C3020211"
"994",20201450,"MW2012C3020211"
"995",20201646,"MW2012C3020211"
"996",20202343,"MW2012C3020211"
"997",20203135,"MW2012C3020211"
"998",20203494,"MW2012C3020211"
"999",20203656,"MW2012C3020211"
"1000",20203694,"MW2012C3020211"
"1001",20204124,"MW2012C3020211"
"1002",20204712,"MW2012C3020211"
"1003",20205207,"MW2012C3020211"
"1004",20205525,"MW2012C3020211"
"1005",20205634,"MW2012C3020211"
"1006",20205700,"MW2012C3020211"
"1007",20205721,"MW2012C3020211"
"1008",20220038,"MW2012C3020211"
"1009",20220153,"MW2012C3020211"
"1010",10736596,"MW2012C3020211"
"1011",10736596,"MW2012C3020211"
"1012",10736596,"MW2012C3020211"
"1013",10741504,"MW2012C3020211"
"1014",20106042,"MW2012C3020211"
"1015",20205207,"MW2012C3020211"
"1016",20206362,"MW2012C3020211"
"1017",20205207,"MW2012C3020211"
"1018",20303065,"MW2012C3020211"
"1019",20507459,"MW2012C3020211"
"1020",20507459,"MW2012C3020211"
"1021",20508349,"MW2012C3020211"
"1022",20807727,"MW2012C3020211"
"1023",21055693,"MW2012C3020211"
"1024",30305082,"MW2012C3020211"
"1025",30406710,"MW2012C3020211"
"1026",20205207,"MW2012C3020211"
"1027",20303065,"MW2012C3020211"
"1028",20508349,"MW2012C3020211"
"1029",20804405,"MW2012C3020211"
"1030",20201109,"MW2012C3020209"
"1031",20205484,"MW2012C3020213"
"1032",20206243,"MW2012C3020213"
"1033",20206362,"MW2012C3020213"
"1034",20206362,"MW2012C3020213"
"1035",20206362,"MW2012C3020213"
"1036",20205207,"MW2012C3020213"
"1037",20205207,"MW2012C3020213"
"1038",31201197,"MW2012C3020213"
"1039",20206362,"MW2012C3020213"
"1040",20206362,"MW2012C3020213"
"1041",20206362,"MW2012C3020213"
"1042",20206362,"MW2012C3020213"
"1043",20303065,"MW2012C3020213"
"1044",20607260,"MW2012C3020213"
"1045",30305082,"MW2012C3020213"
"1046",21080308,"MW2012C3020915"
"1047",20906605,"MW2012C3020915"
"1048",20908119,"MW2012C3020915"
"1049",21080308,"MW2012C3020915"
"1050",20807727,"MW2012C3020913"
"1051",20901232,"MW2012C3020913"
"1052",20901276,"MW2012C3020913"
"1053",20902437,"MW2012C3020913"
"1054",20902449,"MW2012C3020913"
"1055",20902461,"MW2012C3020913"
"1056",20903543,"MW2012C3020913"
"1057",20903583,"MW2012C3020913"
"1058",20904018,"MW2012C3020913"
"1059",20904160,"MW2012C3020913"
"1060",20904342,"MW2012C3020913"
"1061",20904602,"MW2012C3020913"
"1062",20905295,"MW2012C3020913"
"1063",20906110,"MW2012C3020913"
"1064",20906524,"MW2012C3020913"
"1065",20906605,"MW2012C3020913"
"1066",20907238,"MW2012C3020913"
"1067",20908051,"MW2012C3020913"
"1068",20908088,"MW2012C3020913"
"1069",20908119,"MW2012C3020913"
"1070",20908293,"MW2012C3020913"
"1071",20908329,"MW2012C3020913"
"1072",20908538,"MW2012C3020913"
"1073",20909113,"MW2012C3020913"
"1074",20920520,"MW2012C3020913"
"1075",10204586,"MW2012C3020913"
"1076",10733640,"MW2012C3020913"
"1077",20113112,"MW2012C3020913"
"1078",20602363,"MW2012C3020913"
"1079",20603533,"MW2012C3020913"
"1080",20605302,"MW2012C3020913"
"1081",20706163,"MW2012C3020913"
"1082",20807727,"MW2012C3020913"
"1083",20903583,"MW2012C3020913"
"1084",20906524,"MW2012C3020913"
"1085",20906605,"MW2012C3020913"
"1086",20908119,"MW2012C3020913"
"1087",20909113,"MW2012C3020913"
"1088",20908119,"MW2012C3020913"
"1089",20908088,"MW2012C3020913"
"1090",20908088,"MW2012C3020913"
"1091",21037536,"MW2012C3020913"
"1092",21048764,"MW2012C3020913"
"1093",21048764,"MW2012C3020913"
"1094",21087531,"MW2012C3020913"
"1095",30302601,"MW2012C3020913"
"1096",30307678,"MW2012C3020913"
"1097",30703381,"MW2012C3020913"
"1098",31432676,"MW2012C3020913"
"1099",31540419,"MW2012C3020913"
"1100",31545384,"MW2012C3020913"
"1101",20603533,"MW2012C3020913"
"1102",20807727,"MW2012C3020913"
"1103",20906524,"MW2012C3020913"
"1104",20906524,"MW2012C3020913"
"1105",20906524,"MW2012C3020913"
"1106",20906605,"MW2012C3020913"
"1107",21048764,"MW2012C3020913"
"1108",21066096,"MW2012C3020913"
"1109",30103074,"MW2012C3020913"
"1110",30302601,"MW2012C3020913"
"1111",31201104,"MW2012C3020913"
"1112",31439102,"MW2012C3020913"
"1113",20302432,"MW2012C3020303"
"1114",20302539,"MW2012C3020303"
"1115",20302592,"MW2012C3020303"
"1116",20303065,"MW2012C3020303"
"1117",20303447,"MW2012C3020303"
"1118",20303654,"MW2012C3020303"
"1119",20304084,"MW2012C3020303"
"1120",20304164,"MW2012C3020303"
"1121",20304285,"MW2012C3020303"
"1122",20304314,"MW2012C3020303"
"1123",20304662,"MW2012C3020303"
"1124",20304680,"MW2012C3020303"
"1125",20305023,"MW2012C3020303"
"1126",20305172,"MW2012C3020303"
"1127",20305301,"MW2012C3020303"
"1128",20305340,"MW2012C3020303"
"1129",20305382,"MW2012C3020303"
"1130",20305717,"MW2012C3020303"
"1131",20306272,"MW2012C3020303"
"1132",20306296,"MW2012C3020303"
"1133",20306433,"MW2012C3020303"
"1134",20306557,"MW2012C3020303"
"1135",20320675,"MW2012C3020303"
"1136",20305301,"MW2012C3020303"
"1137",20302539,"MW2012C3020303"
"1138",20302539,"MW2012C3020303"
"1139",20305301,"MW2012C3020303"
"1140",20302539,"MW2012C3020303"
"1141",20306557,"MW2012C3020303"
"1142",20303065,"MW2012C3020303"
"1143",20607315,"MW2012C3020303"
"1144",21037030,"MW2012C3020303"
"1145",21048764,"MW2012C3020303"
"1146",31443108,"MW2012C3020303"
"1147",20206362,"MW2012C3020303"
"1148",20303065,"MW2012C3020303"
"1149",20306557,"MW2012C3020303"
"1150",20306557,"MW2012C3020303"
"1151",20306557,"MW2012C3020303"
"1152",30901029,"MW2012C3030904"
"1153",30901054,"MW2012C3030904"
"1154",30901193,"MW2012C3030904"
"1155",30901253,"MW2012C3030904"
"1156",30901275,"MW2012C3030904"
"1157",30901320,"MW2012C3030904"
"1158",30901380,"MW2012C3030904"
"1159",30901409,"MW2012C3030904"
"1160",30901475,"MW2012C3030904"
"1161",30901550,"MW2012C3030904"
"1162",30901569,"MW2012C3030904"
"1163",30901603,"MW2012C3030904"
"1164",30901720,"MW2012C3030904"
"1165",30901756,"MW2012C3030904"
"1166",30902236,"MW2012C3030904"
"1167",30902299,"MW2012C3030904"
"1168",30902346,"MW2012C3030904"
"1169",30902425,"MW2012C3030904"
"1170",30902606,"MW2012C3030904"
"1171",30903114,"MW2012C3030904"
"1172",30903528,"MW2012C3030904"
"1173",10401522,"MW2012C3030904"
"1174",30105325,"MW2012C3030904"
"1175",30901054,"MW2012C3030904"
"1176",30901603,"MW2012C3030904"
"1177",30901475,"MW2012C3030904"
"1178",30901475,"MW2012C3030904"
"1179",30901475,"MW2012C3030904"
"1180",31438690,"MW2012C3030904"
"1181",31539670,"MW2012C3030904"
"1182",21080308,"MW2012C3030904"
"1183",30305580,"MW2012C3030904"
"1184",30901475,"MW2012C3030904"
"1185",30901475,"MW2012C3030904"
"1186",31532674,"MW2012C3030904"
"1187",10401140,"MW2012C3010417"
"1188",10401212,"MW2012C3010417"
"1189",10401424,"MW2012C3010417"
"1190",10401522,"MW2012C3010417"
"1191",10401541,"MW2012C3010417"
"1192",10401604,"MW2012C3010417"
"1193",10401635,"MW2012C3010417"
"1194",10401742,"MW2012C3010417"
"1195",10408441,"MW2012C3010417"
"1196",10409468,"MW2012C3010417"
"1197",10420001,"MW2012C3010417"
"1198",10420035,"MW2012C3010417"
"1199",10420080,"MW2012C3010417"
"1200",10201688,"MW2012C3010417"
"1201",10204586,"MW2012C3010417"
"1202",10401522,"MW2012C3010417"
"1203",10401140,"MW2012C3010417"
"1204",10401140,"MW2012C3010417"
"1205",20615064,"MW2012C3010417"
"1206",31442394,"MW2012C3010417"
"1207",10734370,"MW2012C3010417"
"1208",31550254,"MW2012C3010417"
"1209",30701411,"MW2012C3030716"
"1210",30702134,"MW2012C3030716"
"1211",30703381,"MW2012C3030716"
"1212",30704158,"MW2012C3030716"
"1213",30704313,"MW2012C3030716"
"1214",30705248,"MW2012C3030716"
"1215",30705391,"MW2012C3030716"
"1216",30706619,"MW2012C3030716"
"1217",30706743,"MW2012C3030716"
"1218",30707534,"MW2012C3030716"
"1219",30707722,"MW2012C3030716"
"1220",30708338,"MW2012C3030716"
"1221",30708665,"MW2012C3030716"
"1222",30709698,"MW2012C3030716"
"1223",30710157,"MW2012C3030716"
"1224",30710451,"MW2012C3030716"
"1225",30711684,"MW2012C3030716"
"1226",30720666,"MW2012C3030716"
"1227",30803321,"MW2012C3030716"
"1228",31004312,"MW2012C3030716"
"1229",10304012,"MW2012C3030716"
"1230",10746244,"MW2012C3030716"
"1231",21052427,"MW2012C3030716"
"1232",30704313,"MW2012C3030716"
"1233",30704313,"MW2012C3030716"
"1234",30706619,"MW2012C3030716"
"1235",30706619,"MW2012C3030716"
"1236",30708665,"MW2012C3030716"
"1237",30703381,"MW2012C3030716"
"1238",30705391,"MW2012C3030716"
"1239",30705391,"MW2012C3030716"
"1240",30705391,"MW2012C3030716"
"1241",30705391,"MW2012C3030716"
"1242",30711684,"MW2012C3030716"
"1243",30805259,"MW2012C3030716"
"1244",31004312,"MW2012C3030716"
"1245",31002169,"MW2012C3030716"
"1246",31532674,"MW2012C3030716"
"1247",31545384,"MW2012C3030716"
"1248",21086069,"MW2012C3030716"
"1249",30704313,"MW2012C3030716"
"1250",30704313,"MW2012C3030716"
"1251",30704313,"MW2012C3030716"
"1252",30704313,"MW2012C3030716"
"1253",30708665,"MW2012C3030716"
"1254",30708665,"MW2012C3030716"
"1255",30705391,"MW2012C3030716"
"1256",30705391,"MW2012C3030716"
"1257",30705391,"MW2012C3030716"
"1258",31201007,"MW2012C3031213"
"1259",31201058,"MW2012C3031213"
"1260",31201230,"MW2012C3031213"
"1261",31201250,"MW2012C3031213"
"1262",31201350,"MW2012C3031213"
"1263",31201516,"MW2012C3031213"
"1264",31201726,"MW2012C3031213"
"1265",31201747,"MW2012C3031213"
"1266",31201765,"MW2012C3031213"
"1267",31204184,"MW2012C3031213"
"1268",31204390,"MW2012C3031213"
"1269",31204410,"MW2012C3031213"
"1270",31204618,"MW2012C3031213"
"1271",31220487,"MW2012C3031213"
"1272",31220637,"MW2012C3031213"
"1273",20205207,"MW2012C3031213"
"1274",21081573,"MW2012C3031213"
"1275",31201516,"MW2012C3031213"
"1276",31201007,"MW2012C3031213"
"1277",31201007,"MW2012C3031213"
"1278",31204618,"MW2012C3031213"
"1279",31536751,"MW2012C3031213"
"1280",20205207,"MW2012C3031213"
"1281",20607260,"MW2012C3031213"
"1282",20906524,"MW2012C3031213"
"1283",21055241,"MW2012C3031213"
"1284",31201007,"MW2012C3031213"
"1285",31532674,"MW2012C3031213"
"1286",31201104,"MW2012C3031206"
"1287",31201106,"MW2012C3031206"
"1288",31201197,"MW2012C3031206"
"1289",31201234,"MW2012C3031206"
"1290",31204138,"MW2012C3031206"
"1291",31204209,"MW2012C3031206"
"1292",31204267,"MW2012C3031206"
"1293",31204489,"MW2012C3031206"
"1294",31204532,"MW2012C3031206"
"1295",20407481,"MW2012C3031206"
"1296",30102540,"MW2012C3031206"
"1297",31201104,"MW2012C3031206"
"1298",31201197,"MW2012C3031206"
"1299",31435753,"MW2012C3031206"
"1300",31539670,"MW2012C3031206"
"1301",20111718,"MW2012C3031206"
"1302",31201516,"MW2012C3031206"
"1303",30202403,"MW2012C3030206"
"1304",30222077,"MW2012C3030206"
"1305",30306594,"MW2012C3030206"
"1306",21053745,"MW2012C3030206"
"1307",30306087,"MW2012C3030206"
"1308",31201104,"MW2012C3030206"
"1309",30105325,"MW2012C3030206"
"1310",30101280,"MW2012C3030115"
"1311",30101552,"MW2012C3030115"
"1312",30103021,"MW2012C3030115"
"1313",30103420,"MW2012C3030115"
"1314",30108117,"MW2012C3030115"
"1315",30108401,"MW2012C3030115"
"1316",30109724,"MW2012C3030115"
"1317",10746244,"MW2012C3030115"
"1318",20909113,"MW2012C3030115"
"1319",30101545,"MW2012C3030115"
"1320",30101545,"MW2012C3030115"
"1321",30101280,"MW2012C3030115"
"1322",30101545,"MW2012C3030115"
"1323",30101280,"MW2012C3030115"
"1324",30104708,"MW2012C3030115"
"1325",30105325,"MW2012C3030115"
"1326",30108401,"MW2012C3030115"
"1327",30108401,"MW2012C3030115"
"1328",30109724,"MW2012C3030115"
"1329",30109724,"MW2012C3030115"
"1330",30109724,"MW2012C3030115"
"1331",30305082,"MW2012C3030115"
"1332",30307678,"MW2012C3030115"
"1333",31201197,"MW2012C3030115"
"1334",20601626,"MW2012C3030115"
"1335",20909113,"MW2012C3030115"
"1336",30101280,"MW2012C3030115"
"1337",31201007,"MW2012C3030115"
"1338",30101545,"MW2012C3030112"
"1339",30102028,"MW2012C3030112"
"1340",30102540,"MW2012C3030112"
"1341",30102632,"MW2012C3030112"
"1342",30102641,"MW2012C3030112"
"1343",30103074,"MW2012C3030112"
"1344",21037536,"MW2012C3030112"
"1345",21037030,"MW2012C3030112"
"1346",30101545,"MW2012C3030112"
"1347",30101545,"MW2012C3030112"
"1348",30102540,"MW2012C3030112"
"1349",30102540,"MW2012C3030112"
"1350",30102028,"MW2012C3030112"
"1351",30103074,"MW2012C3030112"
"1352",30105325,"MW2012C3030112"
"1353",30805259,"MW2012C3030112"
"1354",31201197,"MW2012C3030112"
"1355",31201197,"MW2012C3030112"
"1356",31204618,"MW2012C3030112"
"1357",31532674,"MW2012C3030112"
"1358",31540419,"MW2012C3030112"
"1359",20909113,"MW2012C3030112"
"1360",21037536,"MW2012C3030112"
"1361",21037030,"MW2012C3030112"
"1362",30101545,"MW2012C3030112"
"1363",31002169,"MW2012C3030112"
"1364",30104022,"MW2012C3030114"
"1365",30104040,"MW2012C3030114"
"1366",30104708,"MW2012C3030114"
"1367",30105325,"MW2012C3030114"
"1368",30105448,"MW2012C3030114"
"1369",30106005,"MW2012C3030114"
"1370",30106331,"MW2012C3030114"
"1371",30106750,"MW2012C3030114"
"1372",30107395,"MW2012C3030114"
"1373",30107624,"MW2012C3030114"
"1374",30120262,"MW2012C3030114"
"1375",20302539,"MW2012C3030114"
"1376",20306557,"MW2012C3030114"
"1377",20706163,"MW2012C3030114"
"1378",20706163,"MW2012C3030114"
"1379",30101280,"MW2012C3030114"
"1380",30104708,"MW2012C3030114"
"1381",30105448,"MW2012C3030114"
"1382",30103074,"MW2012C3030114"
"1383",30105325,"MW2012C3030114"
"1384",30105325,"MW2012C3030114"
"1385",30107624,"MW2012C3030114"
"1386",30105325,"MW2012C3030114"
"1387",30105325,"MW2012C3030114"
"1388",30107624,"MW2012C3030114"
"1389",31533095,"MW2012C3030114"
"1390",31443270,"MW2012C3030114"
"1391",20501111,"MW2012C3020515"
"1392",20501330,"MW2012C3020515"
"1393",20503476,"MW2012C3020515"
"1394",20505317,"MW2012C3020515"
"1395",20505648,"MW2012C3020515"
"1396",20506412,"MW2012C3020515"
"1397",20510584,"MW2012C3020515"
"1398",20507459,"MW2012C3020515"
"1399",20704738,"MW2012C3020515"
"1400",21077725,"MW2012C3020515"
"1401",30101280,"MW2012C3020515"
"1402",20508349,"MW2012C3020515"
"1403",20804405,"MW2012C3020515"
"1404",20807727,"MW2012C3020515"
"1405",21081573,"MW2012C3020515"
"1406",20501664,"MW2012C3020513"
"1407",20502159,"MW2012C3020513"
"1408",20502240,"MW2012C3020513"
"1409",20502740,"MW2012C3020513"
"1410",20502758,"MW2012C3020513"
"1411",20503239,"MW2012C3020513"
"1412",20504373,"MW2012C3020513"
"1413",20504729,"MW2012C3020513"
"1414",20507089,"MW2012C3020513"
"1415",20507371,"MW2012C3020513"
"1416",20507422,"MW2012C3020513"
"1417",20507459,"MW2012C3020513"
"1418",20507571,"MW2012C3020513"
"1419",20508349,"MW2012C3020513"
"1420",20508547,"MW2012C3020513"
"1421",20520255,"MW2012C3020513"
"1422",20520582,"MW2012C3020513"
"1423",20404575,"MW2012C3020513"
"1424",20507089,"MW2012C3020513"
"1425",20507459,"MW2012C3020513"
"1426",20507089,"MW2012C3020513"
"1427",20507459,"MW2012C3020513"
"1428",20507459,"MW2012C3020513"
"1429",20508349,"MW2012C3020513"
"1430",20508349,"MW2012C3020513"
"1431",20909113,"MW2012C3020513"
"1432",21051203,"MW2012C3020513"
"1433",21048764,"MW2012C3020513"
"1434",10735173,"MW2012C3020513"
"1435",20508349,"MW2012C3020513"
"1436",20508349,"MW2012C3020513"
"1437",20508349,"MW2012C3020513"
"1438",20607260,"MW2012C3020513"
"1439",20804405,"MW2012C3020513"
"1440",21055241,"MW2012C3020513"
"1441",31539670,"MW2012C3020513"
"1442",20807711,"MW2012C3020813"
"1443",20909113,"MW2012C3020813"
"1444",20909113,"MW2012C3020813"
"1445",20906605,"MW2012C3020813"
"1446",20909113,"MW2012C3020813"
"1447",31302415,"MW2012C3030606"
"1448",31303067,"MW2012C3030606"
"1449",31303263,"MW2012C3030606"
"1450",31303327,"MW2012C3030606"
"1451",31303467,"MW2012C3030606"
"1452",31303610,"MW2012C3030606"
"1453",31303655,"MW2012C3030606"
"1454",10401140,"MW2012C3030606"
"1455",30503685,"MW2012C3030606"
"1456",31432676,"MW2012C3030606"
"1457",31441389,"MW2012C3030606"
"1458",30602235,"MW2012C3030606"
"1459",31536118,"MW2012C3030606"
"1460",10502593,"MW2012C3010517"
"1461",10502730,"MW2012C3010517"
"1462",10505231,"MW2012C3010517"
"1463",10505310,"MW2012C3010517"
"1464",10509319,"MW2012C3010517"
"1465",10509474,"MW2012C3010517"
"1466",10401522,"MW2012C3010517"
"1467",10401140,"MW2012C3010517"
"1468",10501505,"MW2012C3010517"
"1469",10502593,"MW2012C3010517"
"1470",10505310,"MW2012C3010517"
"1471",10509319,"MW2012C3010517"
"1472",20106042,"MW2012C3010517"
"1473",30212307,"MW2012C3010517"
"1474",10505310,"MW2012C3010517"
"1475",10734370,"MW2012C3010517"
"1476",10735173,"MW2012C3010517"
"1477",20615735,"MW2012C3010517"
"1478",30901475,"MW2012C3010517"
"1479",20301075,"MW2012C3020203"
"1480",20404032,"MW2012C3020503"
"1481",30306087,"MW2012C3030306"
"1482",30306460,"MW2012C3030306"
"1483",21066339,"MW2012C3030306"
"1484",30306087,"MW2012C3030306"
"1485",30501008,"MW2012C3030514"
"1486",30501383,"MW2012C3030514"
"1487",30506105,"MW2012C3030514"
"1488",30506326,"MW2012C3030514"
"1489",30508364,"MW2012C3030514"
"1490",30508435,"MW2012C3030514"
"1491",30508473,"MW2012C3030514"
"1492",30508629,"MW2012C3030514"
"1493",31540003,"MW2012C3030514"
"1494",31541183,"MW2012C3030514"
"1495",31547429,"MW2012C3030514"
"1496",31548148,"MW2012C3030514"
"1497",31552612,"MW2012C3030514"
"1498",31552686,"MW2012C3030514"
"1499",31553237,"MW2012C3030514"
"1500",31554613,"MW2012C3030514"
"1501",31555614,"MW2012C3030514"
"1502",10104150,"MW2012C3030514"
"1503",10401140,"MW2012C3030514"
"1504",10741504,"MW2012C3030514"
"1505",20601626,"MW2012C3030514"
"1506",20908088,"MW2012C3030514"
"1507",21037536,"MW2012C3030514"
"1508",21048764,"MW2012C3030514"
"1509",21048764,"MW2012C3030514"
"1510",21074510,"MW2012C3030514"
"1511",30302601,"MW2012C3030514"
"1512",30305580,"MW2012C3030514"
"1513",30501383,"MW2012C3030514"
"1514",30406710,"MW2012C3030514"
"1515",30502456,"MW2012C3030514"
"1516",30602235,"MW2012C3030514"
"1517",30602235,"MW2012C3030514"
"1518",30706619,"MW2012C3030514"
"1519",30706619,"MW2012C3030514"
"1520",30703381,"MW2012C3030514"
"1521",30703381,"MW2012C3030514"
"1522",30803115,"MW2012C3030514"
"1523",30711684,"MW2012C3030514"
