ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD
"10220103",-9.97540,33.92600,MW2012C3010201,"2012",MW,Malawi,Northern,Karonga,,MW01,Central Karonga,"10920801","3"
"10405213",-9.93247,33.92720,MW2012C3010201,"2012",MW,Malawi,Northern,Karonga,,MW01,Central Karonga,"10920801","3"
"10404186",-10.16112,33.99805,MW2012C3010201,"2012",MW,Malawi,Northern,Karonga,,MW01,Central Karonga,"10920801","3"
"10734370",-9.95541,33.94084,MW2012C3010201,"2012",MW,Malawi,Northern,Karonga,,MW01,Central Karonga,"10920801","3"
"31435120",-10.07557,33.98947,MW2012C3010201,"2012",MW,Malawi,Northern,Karonga,,MW01,Central Karonga,"10920801","3"
"21066339",-9.95254,33.89685,MW2012C3010201,"2012",MW,Malawi,Northern,Karonga,,MW01,Central Karonga,"10920801","3"
"21066339",-9.93999,33.89843,MW2012C3010201,"2012",MW,Malawi,Northern,Karonga,,MW01,Central Karonga,"10920801","3"
"30403444",-9.94954,33.89991,MW2012C3010201,"2012",MW,Malawi,Northern,Karonga,,MW01,Central Karonga,"10920801","3"
"10201137",-9.76810,33.89510,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10201210",-9.78425,33.83020,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10201247",-9.79564,33.84550,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10201442",-9.71230,33.92710,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10201688",-9.84483,33.87370,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10202514",-9.68146,33.84980,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10203085",-9.91360,33.91740,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10201688",-9.84483,33.87370,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10201688",-9.76089,33.88114,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10202514",-9.61827,33.80071,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10202514",-9.68146,33.84980,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10203176",-9.89186,33.85499,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10204322",-9.91055,33.90710,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10220103",-9.82693,33.87285,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10735173",-9.84429,33.83767,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"20607315",-9.60418,33.77958,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"20607260",-9.71296,33.83816,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"10101215",-9.71108,33.88648,MW2012C3010210,"2012",MW,Malawi,Northern,Karonga,,MW10,Northern Karonga,"10920810","3"
"20101014",-12.58580,33.44450,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20101387",-12.45480,33.52530,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20102311",-12.73150,33.70240,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20103365",-12.67210,33.53950,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20105073",-12.90420,33.42810,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20105181",-13.09940,33.45890,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20106042",-13.07380,33.47210,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20107490",-13.26680,33.15270,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20107615",-13.32020,33.33490,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20108739",-13.14460,33.57810,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20109486",-13.17670,33.66230,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20109653",-13.07450,33.67710,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20110170",-12.68350,33.35860,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20110620",-12.89370,33.37300,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111107",-13.52450,33.33060,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111530",-13.46970,33.24950,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.34880,33.44040,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112290",-12.88530,33.65970,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112334",-13.09950,33.78240,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112661",-12.88160,33.72680,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20113112",-12.96850,33.86050,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20113529",-12.86150,33.89330,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20115434",-13.05610,33.39410,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20120081",-13.05200,33.48950,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10220705",-12.64987,33.37141,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10304012",-12.81129,33.41191,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10304012",-13.02024,33.47129,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10507175",-12.81877,33.64211,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10507344",-12.57162,33.47354,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10507175",-12.73269,33.65666,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10507344",-12.56589,33.51175,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10734370",-13.02515,33.51557,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10736596",-13.05694,33.49265,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"10741504",-13.03378,33.49948,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20106042",-13.07380,33.47210,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20110620",-12.92024,33.35229,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20110620",-12.89370,33.37300,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20106042",-12.93589,33.33655,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20110620",-12.56994,33.50561,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20106042",-12.84989,33.72683,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20106042",-12.89621,33.75250,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.34880,33.44040,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112661",-12.88160,33.72680,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.44892,33.41083,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.43845,33.38001,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.25425,33.23446,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112661",-12.75346,33.68055,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20115434",-13.05610,33.39410,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20113112",-12.96850,33.86050,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20115434",-13.05085,33.47670,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20113112",-13.29071,33.44984,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20115434",-13.13478,33.29275,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20113112",-12.88083,33.68072,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20113112",-12.87935,33.68054,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20305301",-13.05341,33.78357,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20404032",-13.18657,33.52904,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20407398",-13.38744,33.39340,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20407481",-13.04166,33.51045,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20507089",-13.02273,33.49917,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20601626",-12.92425,33.78628,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20607315",-13.04848,33.50136,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20607315",-13.14803,33.39286,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20615735",-12.86168,33.68384,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20615064",-13.18834,33.50286,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20615064",-13.52554,33.35144,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"21077725",-13.07166,33.43974,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"30805259",-13.07259,33.57839,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"31539670",-13.03619,33.49061,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.31234,33.39046,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.28212,33.12098,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.34384,33.31053,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.14594,33.41240,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.43633,33.39144,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.25503,33.19075,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.42341,33.39809,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112661",-12.80497,33.77007,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112661",-12.91120,33.65447,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.33941,33.37922,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20111718",-13.31042,33.29478,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112661",-12.78592,33.76119,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20112661",-12.53938,33.48894,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20205207",-13.02917,33.82903,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20407398",-13.08344,33.50090,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20407398",-13.06948,33.36641,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20615064",-13.17427,33.70584,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20705372",-13.33484,33.06761,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20705372",-13.31211,33.14938,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20807727",-13.03980,33.53833,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"21048764",-13.03077,33.50445,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"21055241",-13.13848,33.48722,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"21055241",-13.32132,33.53049,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"31441389",-13.04957,33.50414,MW2012C3020103,"2012",MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,"10920903","3"
"20611336",-13.98000,33.86250,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21031643",-14.01760,33.78140,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21037030",-13.98960,33.77720,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21037224",-13.97510,33.80540,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21037536",-13.99170,33.77890,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21038392",-14.01370,33.79020,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21038763",-14.00640,33.78480,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21048764",-13.93540,33.78280,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21051203",-14.00390,33.80810,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21051517",-13.99760,33.80500,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21052427",-14.00630,33.80220,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21052642",-14.00790,33.80520,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21053745",-14.00730,33.82440,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21055165",-13.91140,33.74670,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21055693",-13.86960,33.77710,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21056222",-13.85830,33.78870,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21066096",-14.02390,33.77800,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21066339",-14.02090,33.77460,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21069400",-13.91690,33.80920,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21074510",-13.94910,33.80990,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21077725",-13.97110,33.75740,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21079006",-13.91710,33.75950,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21080308",-13.93230,33.75890,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21080755",-13.91160,33.79020,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21081573",-13.89390,33.78710,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21087057",-13.99590,33.73430,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21087531",-14.01100,33.72810,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"10101562",-13.99499,33.81417,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"10304012",-14.01575,33.77807,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"10510388",-13.95829,33.81997,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"10733640",-13.95682,33.80948,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"10733640",-14.00258,33.75723,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"10733640",-14.00639,33.82588,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"10732192",-13.96267,33.73380,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"10733640",-13.87328,33.76681,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20115434",-13.93655,33.76281,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20405366",-13.92017,33.76107,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20601626",-13.91848,33.76733,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20508349",-13.89207,33.75635,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20601626",-13.99621,33.78827,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20508349",-13.99739,33.79288,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20607315",-13.91470,33.77094,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20610050",-13.87186,33.77358,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20614477",-13.92391,33.77157,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20804405",-14.00396,33.74191,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"20906524",-13.87902,33.79034,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21037030",-13.98960,33.77720,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21037030",-13.91200,33.79013,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21037536",-13.99170,33.77890,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21037030",-14.00501,33.73876,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21051203",-14.00390,33.80810,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21048764",-13.93540,33.78280,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21053745",-14.00730,33.82440,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21052427",-14.00630,33.80220,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21055241",-13.99791,33.74844,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21055693",-13.86960,33.77710,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21055241",-13.93360,33.73566,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21066096",-14.02390,33.77800,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21066339",-14.02090,33.77460,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21066339",-13.92433,33.76187,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21066339",-13.99484,33.79789,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21077725",-13.97110,33.75740,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21077725",-13.94782,33.81719,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21074510",-13.94910,33.80990,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21077725",-13.95249,33.81485,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21077725",-13.98962,33.80448,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21081573",-13.89390,33.78710,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21081573",-13.98954,33.81191,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21080308",-13.93230,33.75890,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21080308",-13.89131,33.80975,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21080308",-14.00885,33.73355,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"21087531",-14.01100,33.72810,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"30102540",-13.95744,33.75126,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"30206572",-13.90524,33.75890,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"30302601",-13.90715,33.74855,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"30709438",-14.01597,33.73608,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"30805259",-13.90458,33.76940,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"31201516",-13.90553,33.78571,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"31201104",-13.98797,33.85339,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
"31435120",-13.97971,33.80128,MW2012C3020619,"2012",MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,"10921119","3"
