field_1,ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD
287,2.08077e+07,-14.40903,34.58117,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
288,2.09065e+07,-14.76890,34.64610,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
291,2.09065e+07,-14.81927,34.65072,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
292,2.09065e+07,-14.77706,34.63001,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
293,2.09066e+07,-14.65140,34.62560,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
294,2.09065e+07,-14.86500,34.80601,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
296,2.09081e+07,-14.50360,34.65930,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
300,2.09066e+07,-14.76614,34.71020,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
302,2.09091e+07,-14.41360,34.61060,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
320,2.10375e+07,-14.61231,34.74898,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
361,2.10488e+07,-14.81138,34.63282,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
362,2.10488e+07,-14.65203,34.53711,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
399,2.10661e+07,-15.06661,34.60751,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
444,3.01031e+07,-14.44960,34.74617,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
482,3.03026e+07,-14.93678,34.61831,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
486,3.03026e+07,-14.82105,34.65208,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
624,3.12011e+07,-14.87767,34.76079,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
654,3.14391e+07,-15.06490,34.87870,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
102,2.02064e+07,-13.36169,33.92838,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
113,2.03066e+07,-13.33140,33.85810,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
115,2.03031e+07,-13.23050,34.00930,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
117,2.03031e+07,-13.34208,33.90569,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
118,2.03066e+07,-13.38870,33.81998,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
119,2.03066e+07,-13.28771,33.80130,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
121,2.03066e+07,-13.19826,33.94181,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
213,2.06073e+07,-13.32550,33.87491,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
337,2.1037e+07,-13.36685,33.90477,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,,MW03,Kasungu Lilongwe Plain,10922303,3
420,2.10803e+07,-15.65469,35.63470,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
494,3.03056e+07,-15.72184,35.66105,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
574,3.09011e+07,-15.57630,35.55190,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
589,3.09015e+07,-15.66890,35.58900,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
593,3.09015e+07,-15.59045,35.61511,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
594,3.09015e+07,-15.84557,35.81476,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
604,3.09015e+07,-15.65075,35.59696,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
606,3.09015e+07,-15.52090,35.65426,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
689,3.15327e+07,-15.77052,35.66963,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
697,3.15397e+07,-15.70790,35.53629,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,,MW04,Lake Chilwa - Phalombe Plain,10922404,3
44,1.07344e+07,-11.02246,33.86265,MW2012C3010417,2012,MW,Malawi,Northern,Rumphi,,MW17,Western Rumphi & Mumba,10922517,3
251,2.06151e+07,-10.95048,33.72383,MW2012C3010417,2012,MW,Malawi,Northern,Rumphi,,MW17,Western Rumphi & Mumba,10922517,3
714,3.15503e+07,-11.01345,33.84930,MW2012C3010417,2012,MW,Malawi,Northern,Rumphi,,MW17,Western Rumphi & Mumba,10922517,3
428,2.10861e+07,-16.34971,35.19213,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
514,3.07043e+07,-16.19820,35.15800,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
515,3.07043e+07,-16.09670,35.25238,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
518,3.07043e+07,-16.21059,35.18200,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
520,3.07043e+07,-16.17334,35.11418,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
522,3.07043e+07,-15.96556,35.07003,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
524,3.07043e+07,-16.20705,35.11562,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
534,3.07087e+07,-16.05790,35.23620,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
538,3.07087e+07,-16.06247,35.12190,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
543,3.07087e+07,-16.09899,35.24108,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
550,3.07054e+07,-16.08800,35.06810,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
553,3.07054e+07,-16.08649,35.06961,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
555,3.07054e+07,-16.13378,35.05604,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
558,3.07054e+07,-16.12243,34.99795,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
559,3.07054e+07,-16.06670,35.11005,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
562,3.07054e+07,-16.09338,35.20457,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
563,3.07054e+07,-16.23549,35.26107,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
592,3.10043e+07,-16.02040,34.92010,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
614,3.10022e+07,-16.08044,35.21119,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
691,3.15327e+07,-16.24854,35.17163,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,,MW16,Thyolo Mulunje Tea Estates,10922716,3
108,2.02052e+07,-14.97943,34.95813,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
207,2.06073e+07,-14.98831,34.95898,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
290,2.09065e+07,-14.98412,34.93349,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
366,2.10552e+07,-15.03361,35.07565,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
415,2.10816e+07,-14.95161,34.90156,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
612,3.12015e+07,-14.95330,34.95450,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
630,3.1201e+07,-14.92580,35.01650,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
631,3.1201e+07,-14.86480,35.03391,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
693,3.15327e+07,-14.91544,35.11115,MW2012C3031213,2012,MW,Malawi,Southern,Balaka,,MW13,Rift Valley Escarpment,10920113,3
89,2.01117e+07,-14.89571,35.24591,MW2012C3031206,2012,MW,Malawi,Southern,Balaka,,MW06,Middle Shire Valley,10920106,3
619,3.12015e+07,-14.79096,35.25014,MW2012C3031206,2012,MW,Malawi,Southern,Balaka,,MW06,Middle Shire Valley,10920106,3
621,3.12011e+07,-15.07060,35.17040,MW2012C3031206,2012,MW,Malawi,Southern,Balaka,,MW06,Middle Shire Valley,10920106,3
662,3.14358e+07,-14.85255,35.21861,MW2012C3031206,2012,MW,Malawi,Southern,Balaka,,MW06,Middle Shire Valley,10920106,3
450,3.01053e+07,-15.07595,35.23520,MW2012C3030206,2012,MW,Malawi,Southern,Machinga,,MW06,Middle Shire Valley,10921206,3
623,3.12011e+07,-15.11775,35.22900,MW2012C3030206,2012,MW,Malawi,Southern,Machinga,,MW06,Middle Shire Valley,10921206,3
160,2.06016e+07,-13.70288,34.90601,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
306,2.09091e+07,-14.20653,34.83046,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
313,2.09091e+07,-14.45564,35.27790,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
434,3.01015e+07,-14.45080,35.19330,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
435,3.01015e+07,-14.31686,35.14180,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
436,3.01013e+07,-14.42650,35.25760,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
437,3.01013e+07,-14.26619,35.29673,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
442,3.01047e+07,-14.42713,35.18128,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
455,3.01097e+07,-14.14040,35.21540,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
458,3.01097e+07,-13.98102,35.16686,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
485,3.03051e+07,-14.21031,34.87218,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
633,3.1201e+07,-14.46251,35.23773,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,,MW15,Southern Lakeshore,10921315,3
307,2.09091e+07,-14.47587,35.25093,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
321,2.10375e+07,-14.54612,35.05600,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
323,2.1037e+07,-14.51891,35.04616,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
432,3.01015e+07,-14.52440,35.08880,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
433,3.01015e+07,-14.47734,35.13481,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
438,3.01015e+07,-14.46176,35.00168,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
443,3.01031e+07,-14.47910,34.82620,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
446,3.01053e+07,-14.40563,35.09312,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
615,3.10022e+07,-14.36339,34.81021,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
690,3.15327e+07,-14.48189,35.23559,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,,MW12,Phirilongwe Hills,10921312,3
439,3.01013e+07,-14.36945,35.42003,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
441,3.01047e+07,-14.32520,35.42550,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
445,3.01053e+07,-14.49120,35.60630,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
447,3.01053e+07,-14.56201,35.52727,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
448,3.01076e+07,-14.10660,35.41170,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
449,3.01053e+07,-14.64553,35.52550,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
453,3.01053e+07,-14.35597,35.54484,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
454,3.01076e+07,-14.21745,35.42887,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
671,3.14433e+07,-14.55353,35.30147,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,,MW14,Shire Highlands,10921314,3
181,2.05083e+07,-13.52536,34.35151,MW2012C3020515,2012,MW,Malawi,Central,Salima,,MW15,Southern Lakeshore,10922615,3
266,2.08044e+07,-13.89881,34.48490,MW2012C3020515,2012,MW,Malawi,Central,Salima,,MW15,Southern Lakeshore,10922615,3
280,2.08077e+07,-13.92805,34.49553,MW2012C3020515,2012,MW,Malawi,Central,Salima,,MW15,Southern Lakeshore,10922615,3
411,2.10816e+07,-13.90008,34.48614,MW2012C3020515,2012,MW,Malawi,Central,Salima,,MW15,Southern Lakeshore,10922615,3
440,3.01013e+07,-14.07465,34.48856,MW2012C3020515,2012,MW,Malawi,Central,Salima,,MW15,Southern Lakeshore,10922615,3
54,1.07352e+07,-13.78898,34.41093,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
133,2.04046e+07,-13.71862,34.38784,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
157,2.05083e+07,-13.48830,34.26140,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
170,2.05083e+07,-13.52270,34.26343,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
171,2.05083e+07,-13.55488,34.23197,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
180,2.05083e+07,-13.49237,34.28500,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
182,2.05083e+07,-13.75891,34.38446,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
214,2.06073e+07,-13.69709,34.20547,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
267,2.08044e+07,-13.89361,34.43996,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
308,2.09091e+07,-13.77609,34.44929,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
357,2.10512e+07,-13.77450,34.51180,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
382,2.10552e+07,-13.63462,34.32742,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
705,3.15397e+07,-13.96637,34.40609,MW2012C3020513,2012,MW,Malawi,Central,Salima,,MW13,Rift Valley Escarpment,10922613,3
297,2.09066e+07,-14.24214,34.51607,MW2012C3020813,2012,MW,Malawi,Central,Dedza,,MW13,Rift Valley Escarpment,10920613,3
304,2.09091e+07,-14.24240,34.54000,MW2012C3020813,2012,MW,Malawi,Central,Dedza,,MW13,Rift Valley Escarpment,10920613,3
309,2.09091e+07,-14.32634,34.54592,MW2012C3020813,2012,MW,Malawi,Central,Dedza,,MW13,Rift Valley Escarpment,10920613,3
310,2.09091e+07,-14.29251,34.53315,MW2012C3020813,2012,MW,Malawi,Central,Dedza,,MW13,Rift Valley Escarpment,10920613,3
526,3.06022e+07,-15.40164,34.87164,MW2012C3030606,2012,MW,Malawi,Southern,Mwanza,,MW06,Middle Shire Valley,10921606,3
675,3.14414e+07,-15.55570,34.69238,MW2012C3030606,2012,MW,Malawi,Southern,Mwanza,,MW06,Middle Shire Valley,10921606,3
681,3.15361e+07,-15.44865,34.84858,MW2012C3030606,2012,MW,Malawi,Southern,Mwanza,,MW06,Middle Shire Valley,10921606,3
29,1.05053e+07,-11.31250,33.47990,MW2012C3010517,2012,MW,Malawi,Northern,Mzimba,,MW17,Western Rumphi & Mumba,10921717,3
32,1.05053e+07,-11.28823,33.62863,MW2012C3010517,2012,MW,Malawi,Northern,Mzimba,,MW17,Western Rumphi & Mumba,10921717,3
47,1.07344e+07,-11.13026,33.79674,MW2012C3010517,2012,MW,Malawi,Northern,Mzimba,,MW17,Western Rumphi & Mumba,10921717,3
50,1.07352e+07,-11.40460,33.63134,MW2012C3010517,2012,MW,Malawi,Northern,Mzimba,,MW17,Western Rumphi & Mumba,10921717,3
240,2.06157e+07,-11.27708,33.56069,MW2012C3010517,2012,MW,Malawi,Northern,Mzimba,,MW17,Western Rumphi & Mumba,10921717,3
599,3.09015e+07,-11.21362,33.54524,MW2012C3010517,2012,MW,Malawi,Northern,Mzimba,,MW17,Western Rumphi & Mumba,10921717,3
125,2.0404e+07,-13.76552,34.19965,MW2012C3020503,2012,MW,Malawi,Central,Salima,,MW03,Kasungu Lilongwe Plain,10922603,3
393,2.10663e+07,-15.34710,35.09085,MW2012C3030306,2012,MW,Malawi,Southern,Zomba,,MW06,Middle Shire Valley,10922806,3
179,2.06016e+07,-15.78208,34.98676,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
299,2.09066e+07,-15.67317,35.06824,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
336,2.10375e+07,-15.65842,35.04075,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
348,2.10488e+07,-15.82929,35.02274,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
350,2.10488e+07,-15.81767,34.99723,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
352,2.10512e+07,-15.82105,35.02499,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
416,2.10803e+07,-15.81806,35.00576,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
491,3.03056e+07,-15.83914,35.07604,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
493,3.03056e+07,-15.86005,35.05041,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
496,3.05014e+07,-15.65560,35.01840,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
510,3.04067e+07,-15.83182,35.04729,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
572,3.08031e+07,-15.83619,35.07338,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
576,3.09011e+07,-15.84013,35.00603,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
602,3.10043e+07,-15.84015,35.00162,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
620,3.12015e+07,-15.86007,35.05575,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
634,3.1201e+07,-15.85030,35.07339,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
657,3.14391e+07,-15.84160,35.04876,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
683,3.15327e+07,-15.82777,35.01159,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
688,3.15361e+07,-15.83271,34.97776,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
694,3.15327e+07,-15.91432,34.96125,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
702,3.15468e+07,-15.87641,35.09812,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
710,3.15556e+07,-15.85520,35.07370,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
713,3.15503e+07,-15.64072,35.02349,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,,MW14,Shire Highlands,10920214,3
177,2.05083e+07,-15.58468,35.16860,MW2012C3030414,2012,MW,Malawi,Southern,Chiradzulu,,MW14,Shire Highlands,10920414,3
358,2.10488e+07,-15.71239,35.16586,MW2012C3030414,2012,MW,Malawi,Southern,Chiradzulu,,MW14,Shire Highlands,10920414,3
501,3.04034e+07,-15.71325,35.29013,MW2012C3030414,2012,MW,Malawi,Southern,Chiradzulu,,MW14,Shire Highlands,10920414,3
504,3.04034e+07,-15.80949,35.15465,MW2012C3030414,2012,MW,Malawi,Southern,Chiradzulu,,MW14,Shire Highlands,10920414,3
536,3.06202e+07,-15.73778,35.14272,MW2012C3030414,2012,MW,Malawi,Southern,Chiradzulu,,MW14,Shire Highlands,10920414,3
40,1.07322e+07,-13.76785,33.79593,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
80,2.01127e+07,-14.04558,34.10397,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
114,2.03031e+07,-13.95248,33.65593,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
131,2.04046e+07,-13.82432,33.78774,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
134,2.04046e+07,-13.86402,34.25635,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
149,2.06016e+07,-14.26899,33.76096,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
151,2.06016e+07,-14.25670,33.77933,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
152,2.06016e+07,-14.07550,33.91830,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
158,2.06016e+07,-14.04533,33.69882,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
159,2.06016e+07,-14.04113,33.49271,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
166,2.06016e+07,-13.97568,33.64188,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
167,2.06016e+07,-13.88828,33.75149,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
183,2.06016e+07,-14.11213,34.07959,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
184,2.06016e+07,-14.24124,33.78464,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
186,2.06016e+07,-13.86964,33.76526,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
189,2.05083e+07,-13.87359,33.83391,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
190,2.06031e+07,-14.26000,33.79830,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
191,2.06031e+07,-14.05764,33.86642,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
192,2.06035e+07,-14.27490,33.75970,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
194,2.06031e+07,-14.30836,33.89019,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
195,2.06031e+07,-14.24508,33.77773,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
