field_1,ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD
704,3.15397e+07,-13.03619,33.49061,MW2012C3020103,2012,MW,Malawi,Central,Kasungu,,MW03,Kasungu Lilongwe Plain,10920903,3
38,1.07322e+07,-14.00594,33.77858,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
39,1.07322e+07,-13.96267,33.73380,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
45,1.07344e+07,-13.97588,33.80828,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
57,1.07352e+07,-13.99910,33.81089,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
105,2.02064e+07,-14.00347,33.82683,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
112,2.02064e+07,-13.92184,33.77310,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
128,2.0404e+07,-13.89224,33.80434,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
150,2.06016e+07,-14.00294,33.76006,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
154,2.05083e+07,-14.00053,33.78951,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
155,2.06016e+07,-14.01828,33.77885,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
156,2.06016e+07,-13.99125,33.76843,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
162,2.05083e+07,-13.89207,33.75635,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
165,2.06016e+07,-13.99621,33.78827,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
185,2.05083e+07,-13.99739,33.79288,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
197,2.06035e+07,-13.98021,33.79579,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
216,2.06073e+07,-13.92656,33.77210,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
219,2.06101e+07,-13.87186,33.77358,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
226,2.06101e+07,-13.93401,33.81167,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
228,2.06101e+07,-13.99276,33.80257,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
233,2.06145e+07,-13.92391,33.77157,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
236,2.06145e+07,-13.99982,33.81950,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
252,2.06151e+07,-13.98398,33.82318,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
268,2.08044e+07,-14.00396,33.74191,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
272,2.08044e+07,-14.01563,33.77902,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
289,2.09065e+07,-13.87902,33.79034,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
314,2.09091e+07,-14.00052,33.72097,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
316,2.1037e+07,-13.98960,33.77720,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
318,2.1037e+07,-13.91200,33.79013,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
319,2.10375e+07,-13.99170,33.77890,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
322,2.1037e+07,-13.94663,33.82320,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
331,2.1037e+07,-13.89997,33.76402,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
339,2.10512e+07,-14.00390,33.80810,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
342,2.10375e+07,-14.00931,33.81911,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
343,2.10512e+07,-14.00385,33.72879,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
344,2.10488e+07,-13.93540,33.78280,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
359,2.10488e+07,-14.01669,33.79308,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
364,2.10488e+07,-13.92881,33.82751,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
367,2.10552e+07,-13.99791,33.74844,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
371,2.10557e+07,-13.86960,33.77710,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
372,2.10552e+07,-13.93360,33.73566,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
381,2.10552e+07,-14.00818,33.72720,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
383,2.10552e+07,-14.00764,33.80154,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
385,2.10661e+07,-14.02390,33.77800,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
386,2.10557e+07,-13.98472,33.81720,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
388,2.10663e+07,-14.02090,33.77460,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
390,2.10663e+07,-13.92433,33.76187,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
398,2.10661e+07,-13.90965,33.75939,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
401,2.10816e+07,-13.89390,33.78710,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
403,2.10816e+07,-13.98954,33.81191,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
404,2.10803e+07,-13.93782,33.83211,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
406,2.10803e+07,-13.89131,33.80975,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
409,2.10803e+07,-13.93230,33.75890,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
410,2.10803e+07,-13.93945,33.82294,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
417,2.10803e+07,-13.99690,33.82899,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
481,3.03026e+07,-13.90715,33.74855,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
489,3.03066e+07,-13.95541,33.81666,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
617,3.12015e+07,-13.90553,33.78571,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
622,3.12011e+07,-13.98797,33.85339,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
636,3.1201e+07,-13.96019,33.82073,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
643,3.14351e+07,-13.97971,33.80128,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
645,3.14351e+07,-14.02203,33.75621,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
660,3.14358e+07,-13.90602,33.74596,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
672,3.14414e+07,-13.90885,33.75761,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
711,3.15503e+07,-13.97133,33.76239,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
712,3.15503e+07,-13.89526,33.76593,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
716,3.15556e+07,-13.92396,33.73429,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,,MW19,Lilongwe,10921119,3
91,2.01127e+07,-13.86036,33.05119,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
92,2.01117e+07,-13.42135,33.11992,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
230,2.06145e+07,-13.82972,33.03813,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
231,2.06145e+07,-13.83598,33.04618,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
249,2.06157e+07,-13.56932,33.16286,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
258,2.07054e+07,-13.50270,32.98630,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
261,2.07054e+07,-13.46516,33.13420,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
262,2.07054e+07,-13.52852,32.95481,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
263,2.07054e+07,-13.62154,32.76177,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
286,2.08084e+07,-13.93365,33.13662,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,,MW03,Kasungu Lilongwe Plain,10921403,3
163,2.06016e+07,-15.99926,35.48181,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
369,2.10552e+07,-16.00338,35.53131,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
370,2.10552e+07,-16.11774,35.52678,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
478,3.03026e+07,-16.06104,35.73737,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
535,3.07087e+07,-16.05687,35.53473,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
537,3.07087e+07,-16.05846,35.58421,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
548,3.07087e+07,-16.10891,35.47681,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
549,3.07087e+07,-15.99311,35.51181,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
552,3.08017e+07,-16.08320,35.58240,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
560,3.08017e+07,-16.07000,35.70808,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
561,3.07054e+07,-15.89786,35.51729,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
584,3.08066e+07,-15.98793,35.52227,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
586,3.08066e+07,-15.99432,35.48708,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
595,3.09015e+07,-16.01031,35.46778,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
607,3.10043e+07,-16.01524,35.77366,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
706,3.15397e+07,-16.01637,35.71384,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
715,3.15503e+07,-16.09603,35.66430,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
718,3.15556e+07,-16.02461,35.47869,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
719,3.15556e+07,-16.02532,35.69666,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,,MW16,Thyolo Mulunje Tea Estates,10921516,3
521,3.06022e+07,-15.73700,34.38520,MW2012C3030613,2012,MW,Malawi,Southern,Mwanza,,MW13,Rift Valley Escarpment,10921613,3
527,3.06022e+07,-15.61682,34.53121,MW2012C3030613,2012,MW,Malawi,Southern,Mwanza,,MW13,Rift Valley Escarpment,10921613,3
528,3.06022e+07,-15.50468,34.57916,MW2012C3030613,2012,MW,Malawi,Southern,Mwanza,,MW13,Rift Valley Escarpment,10921613,3
529,3.06202e+07,-15.60580,34.51840,MW2012C3030613,2012,MW,Malawi,Southern,Mwanza,,MW13,Rift Valley Escarpment,10921613,3
542,3.06202e+07,-15.55674,34.50474,MW2012C3030613,2012,MW,Malawi,Southern,Mwanza,,MW13,Rift Valley Escarpment,10921613,3
557,3.08017e+07,-15.47001,34.46564,MW2012C3030613,2012,MW,Malawi,Southern,Mwanza,,MW13,Rift Valley Escarpment,10921613,3
625,3.12011e+07,-15.57865,34.47291,MW2012C3030613,2012,MW,Malawi,Southern,Mwanza,,MW13,Rift Valley Escarpment,10921613,3
6,1.01012e+07,-11.44237,33.99354,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
10,1.01034e+07,-11.91967,33.62959,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
21,1.05023e+07,-11.28500,33.77850,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
22,1.05023e+07,-11.32177,33.84153,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
23,1.05023e+07,-11.36664,33.85324,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
24,1.05023e+07,-11.36611,33.84448,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
25,1.05023e+07,-11.35530,33.80246,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
27,1.05023e+07,-11.45861,33.67054,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
28,1.05023e+07,-11.43890,34.00206,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
30,1.05023e+07,-11.36067,33.86997,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
31,1.05053e+07,-11.58670,33.33030,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
33,1.05053e+07,-11.23022,33.85394,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
34,1.07322e+07,-11.40760,33.99490,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
36,1.07322e+07,-11.24585,33.79058,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
37,1.07322e+07,-11.39984,33.94072,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
41,1.07322e+07,-11.34917,33.88868,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
42,1.07344e+07,-11.43300,34.02350,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
49,1.07352e+07,-11.44381,33.99250,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
62,1.07446e+07,-11.90933,33.61497,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
63,1.07446e+07,-12.19121,33.61919,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
64,1.0746e+07,-11.46080,33.97390,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
65,1.0746e+07,-11.36738,33.88470,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
66,1.0746e+07,-11.73752,33.51653,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
69,1.0746e+07,-12.35242,33.63933,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
70,1.0746e+07,-11.85641,33.68507,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
71,1.0746e+07,-11.85999,33.64355,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
72,1.0746e+07,-11.34726,33.75588,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
73,1.0746e+07,-11.41294,33.81795,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
98,2.01117e+07,-12.36374,33.54827,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
174,2.06016e+07,-11.45399,34.00077,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
193,2.06035e+07,-12.32784,33.57692,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
281,2.08084e+07,-11.45242,34.00621,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
353,2.10488e+07,-12.40753,33.73492,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
360,2.10488e+07,-11.43543,33.83949,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
374,2.10552e+07,-12.12922,33.46233,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
380,2.10552e+07,-11.45021,34.03634,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
389,2.10661e+07,-12.35430,33.54957,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
392,2.10663e+07,-12.24381,33.50187,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
472,3.02123e+07,-11.42194,33.89789,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
685,3.15327e+07,-11.43724,34.02553,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,,MW08,Mzimba Self Sufficient,10921708,3
532,3.06202e+07,-15.45643,34.50930,MW2012C3031313,2012,MW,Malawi,Southern,Neno,,MW13,Rift Valley Escarpment,10921813,3
533,3.06202e+07,-15.41314,34.52471,MW2012C3031313,2012,MW,Malawi,Southern,Neno,,MW13,Rift Valley Escarpment,10921813,3
541,3.07087e+07,-15.42057,34.64604,MW2012C3031313,2012,MW,Malawi,Southern,Neno,,MW13,Rift Valley Escarpment,10921813,3
556,3.08017e+07,-15.40777,34.65075,MW2012C3031313,2012,MW,Malawi,Southern,Neno,,MW13,Rift Valley Escarpment,10921813,3
14,1.0302e+07,-11.96400,34.07680,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,,MW11,Northern Lakeshore,10921911,3
15,1.0302e+07,-12.02909,34.00436,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,,MW11,Northern Lakeshore,10921911,3
16,1.0302e+07,-11.93379,34.11598,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,,MW11,Northern Lakeshore,10921911,3
17,1.03086e+07,-11.53640,34.27800,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,,MW11,Northern Lakeshore,10921911,3
19,1.03086e+07,-11.62083,34.26533,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,,MW11,Northern Lakeshore,10921911,3
43,1.07344e+07,-11.62241,34.28443,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,,MW11,Northern Lakeshore,10921911,3
18,1.03086e+07,-11.52147,34.20086,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
48,1.07352e+07,-11.46690,34.00780,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
51,1.07352e+07,-11.55174,34.19405,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
52,1.07352e+07,-11.53431,34.18525,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
56,1.07446e+07,-11.47360,34.01510,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
58,1.07446e+07,-11.32311,34.09656,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
59,1.07446e+07,-11.57634,34.17413,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
67,1.0746e+07,-11.49159,34.22845,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
68,1.0746e+07,-11.66403,34.11163,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
278,2.08084e+07,-11.69223,34.09227,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
391,2.10663e+07,-11.46839,34.01459,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,,MW09,Nkhata Bay Cassava,10921909,3
99,2.02052e+07,-13.35000,34.27050,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
106,2.02052e+07,-13.33492,34.28269,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
120,2.03031e+07,-13.21014,34.31109,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
123,2.03031e+07,-12.92076,34.29457,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
169,2.05083e+07,-13.43178,34.29261,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
187,2.05083e+07,-13.40032,34.26116,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
270,2.08044e+07,-12.96344,34.28353,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
284,2.08077e+07,-13.43401,34.27896,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
379,2.10557e+07,-12.91615,34.28698,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,,MW11,Northern Lakeshore,10922011,3
100,2.02064e+07,-13.21936,34.17073,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
101,2.02064e+07,-13.27400,34.14040,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
103,2.02064e+07,-13.38691,34.12024,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
104,2.02064e+07,-13.23534,34.16905,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
107,2.02064e+07,-13.21906,34.26178,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
109,2.02052e+07,-12.94739,34.23515,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
110,2.02052e+07,-13.38762,34.22984,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
116,2.03031e+07,-13.34197,34.13725,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
206,2.06073e+07,-13.26460,34.16515,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
484,3.03051e+07,-13.11867,34.24658,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,,MW13,Rift Valley Escarpment,10922013,3
298,2.09066e+07,-14.30072,34.72033,MW2012C3020915,2012,MW,Malawi,Central,Ntcheu,,MW15,Southern Lakeshore,10922215,3
301,2.09081e+07,-14.23818,34.66646,MW2012C3020915,2012,MW,Malawi,Central,Ntcheu,,MW15,Southern Lakeshore,10922215,3
407,2.10803e+07,-14.27552,34.66013,MW2012C3020915,2012,MW,Malawi,Central,Ntcheu,,MW15,Southern Lakeshore,10922215,3
408,2.10803e+07,-14.25964,34.66195,MW2012C3020915,2012,MW,Malawi,Central,Ntcheu,,MW15,Southern Lakeshore,10922215,3
199,2.06035e+07,-14.86992,34.82827,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
279,2.08077e+07,-14.35560,34.57930,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,,MW13,Rift Valley Escarpment,10922213,3
