"","cat_FCS","cat_HDDS","cat_rCSI"
"1359","0","1","1"
"1360","0","1","1"
"1361","0","1","1"
"1362","0","1","1"
"1363","0","1","1"
"1364","0","1","1"
"1365","0","1","1"
"1366","0","1","0"
"1367","0","0","0"
"1368","0","0","0"
"1369","0","0","0"
"1370","0","1","1"
"1371","0","1","1"
"1372","0","1","1"
"1373","0","0","0"
"1374","0","0","0"
"1375","0","0","0"
"1376","0","0","0"
"1377","0","0","0"
"1378","0","0","0"
"1379","0","0","0"
"1380","0","0","0"
"1381","0","0","0"
"1382","0","0","0"
"1383","0","0","0"
"1384","0","0","0"
"1385","0","1","0"
"1386","0","1","0"
"1387","0","1","0"
"1388","0","1","0"
"1389","0","1","0"
"1390","0","1","0"
"1391","0","1","0"
"1392","0","1","0"
"1393","0","1","0"
"1394","0","1","0"
"1395","0","1","0"
"1396","0","1","0"
"1397","0","1","0"
"1398","0","1","0"
"1399","0","1","0"
"1400","0","1","0"
"1401","0","1","0"
"1402","0","1","1"
"1403","0","1","1"
"1404","0","1","1"
"1405","0","1","1"
"1406","0","1","1"
"1407","0","1","1"
"1408","0","1","1"
"1409","0","1","1"
"1410","0","1","0"
"1411","0","1","0"
"1412","0","1","0"
"1413","0","1","0"
"1414","0","1","0"
"1415","0","1","0"
"1416","0","0","1"
"1417","0","0","1"
"1418","0","0","1"
"1419","0","0","1"
"1420","0","0","1"
"1421","0","1","1"
"1422","0","1","1"
"1423","0","1","1"
"1424","0","1","1"
"1425","0","1","1"
"1426","0","0","0"
"1427","1","1","0"
"1428","0","1","0"
"1429","0","1","0"
"1430","0","1","0"
"1431","0","1","0"
"1432","0","1","1"
"1433","0","1","1"
"1434","0","1","1"
"1435","0","1","1"
"1436","0","1","1"
"1437","0","1","1"
"1438","0","1","1"
"1439","0","1","1"
"1440","0","1","0"
"1441","0","1","0"
"1442","0","1","1"
"1443","0","1","1"
"1444","0","1","1"
"1445","0","1","1"
"1446","1","1","0"
"1447","0","0","0"
"1448","0","0","0"
"1449","0","0","0"
"1450","0","0","0"
"1451","0","0","0"
"1452","0","1","0"
"1453","0","1","0"
"1454","0","1","0"
"1455","0","1","0"
"1456","0","1","0"
"1457","0","0","0"
"1458","0","1","0"
"1459","0","1","0"
"1460","1","1","1"
"1461","1","1","1"
"1462","1","1","1"
"1463","1","1","0"
"1464","1","1","0"
"1465","1","1","0"
"1466","0","1","1"
"1467","0","1","1"
"1468","0","1","1"
"1469","1","1","0"
"1470","1","1","0"
"1471","0","1","0"
"1472","0","1","0"
"1473","1","1","0"
"1474","1","1","0"
"1475","1","1","0"
"1476","0","1","0"
"1477","0","1","0"
"1478","1","1","1"
"1479","1","1","1"
"1480","1","1","1"
"1481","1","1","1"
"1482","0","1","0"
"1483","0","1","0"
"1484","0","1","0"
"1485","0","1","0"
"1486","0","1","0"
"1487","0","1","0"
"1488","0","1","0"
"1489","1","1","0"
"1490","1","1","0"
"1491","1","1","0"
"1492","1","1","0"
"1493","1","1","0"
"1494","1","1","0"
"1495","1","1","0"
"1496","1","1","0"
"1497","1","1","1"
"1498","1","1","1"
"1499","1","1","1"
"1500","1","1","1"
"1501","0","1","0"
"1502","0","1","0"
"1503","1","1","0"
"1504","0","1","0"
"1505","0","1","0"
"1506","1","1","1"
"1507","1","1","1"
"1508","1","1","1"
"1509","1","1","1"
"1510","0","1","0"
"1511","0","1","0"
"1512","0","1","0"
"1513","0","1","0"
"1514","0","1","0"
"1515","0","1","0"
"1516","0","1","0"
"1517","0","1","0"
"1518","0","1","0"
"1519","0","1","0"
"1520","0","1","0"
"1521","0","1","0"
"1522","0","1","0"
"1523","0","1","0"
"1524","1","1","1"
"1525","1","1","1"
"1526","1","1","1"
"1527","1","1","1"
"1528","1","1","1"
"1529","1","1","1"
"1530","1","1","1"
"1531","1","1","0"
"1532","1","1","0"
"1533","1","1","1"
"1534","1","1","1"
"1535","1","1","0"
"1536","0","1","0"
"1537","1","1","0"
"1538","1","1","0"
"1539","1","1","0"
"1540","0","1","0"
"1541","1","1","0"
"1542","2","1","0"
"1543","2","1","0"
"1544","1","1","0"
"1545","1","1","0"
"1546","0","1","0"
"1547","0","1","0"
"1548","0","1","0"
"1549","0","1","0"
"1550","0","1","1"
"1551","0","1","1"
"1552","0","1","0"
"1553","1","1","0"
"1554","0","1","1"
"1555","2","1","1"
"1556","1","1","0"
"1557","0","1","0"
"1558","0","1","0"
"1559","0","1","0"
"1560","0","1","0"
"1561","0","1","0"
"1562","0","1","0"
"1563","0","1","0"
"1564","0","1","0"
"1565","0","1","1"
"1566","0","1","1"
"1567","0","1","1"
"1568","0","1","1"
"1569","1","1","1"
"1570","1","1","0"
"1571","0","1","0"
"1572","0","1","0"
"1573","0","1","0"
"1574","1","1","0"
"1575","0","1","0"
"1576","1","1","0"
"1577","0","1","0"
"1578","0","1","0"
"1579","0","1","1"
"1580","0","1","1"
"1581","1","1","0"
"1582","1","1","0"
"1583","0","1","0"
"1584","0","1","0"
"1585","0","1","1"
"1586","1","1","0"
"1587","0","1","0"
"1588","1","1","1"
"1589","1","1","1"
"1590","0","1","0"
"1591","0","1","0"
"1592","0","1","0"
"1593","0","1","0"
"1594","1","1","0"
"1595","1","1","0"
"1596","1","1","0"
"1597","1","1","0"
"1598","1","1","0"
"1599","1","1","0"
"1600","0","1","0"
"1601","0","1","0"
"1602","0","1","0"
"1603","0","1","0"
"1604","0","1","0"
"1605","0","1","0"
"1606","1","1","1"
"1607","1","1","1"
"1608","1","1","1"
"1609","1","1","1"
"1610","1","1","1"
"1611","1","1","1"
"1612","0","1","1"
"1613","1","1","0"
"1614","0","1","0"
"1615","0","1","0"
"1616","0","1","0"
"1617","0","0","0"
"1618","0","1","0"
"1619","0","1","1"
"1620","0","1","0"
"1621","0","1","0"
"1622","0","1","0"
"1623","0","1","0"
"1624","0","1","0"
"1625","0","1","0"
"1626","0","1","0"
"1627","0","1","0"
"1628","0","1","0"
"1629","0","1","0"
"1630","0","1","0"
"1631","0","1","0"
"1632","0","1","0"
"1633","0","1","0"
"1634","1","1","1"
"1635","1","1","1"
"1636","1","1","1"
"1637","1","1","1"
"1638","1","1","1"
"1639","1","1","1"
"1640","1","1","1"
"1641","1","1","0"
"1642","1","1","0"
"1643","0","1","0"
"1644","0","1","0"
"1645","1","1","0"
"1646","1","1","0"
"1647","1","1","0"
"1648","1","1","0"
"1649","0","1","0"
"1650","0","1","0"
"1651","0","1","0"
"1652","0","1","0"
"1653","1","1","2"
"1654","1","1","2"
"1655","1","1","2"
"1656","1","1","2"
"1657","1","1","0"
"1658","0","1","1"
"1659","0","1","1"
"1660","0","1","1"
"1661","0","1","0"
"1662","0","1","0"
"1663","0","1","0"
"1664","1","1","0"
"1665","1","1","0"
"1666","0","1","0"
"1667","0","1","0"
"1668","0","1","0"
"1669","0","1","0"
"1670","0","1","0"
"1671","0","1","0"
"1672","0","1","0"
"1673","0","1","0"
"1674","1","1","1"
"1675","1","1","1"
"1676","1","1","1"
"1677","1","1","1"
"1678","0","1","0"
"1679","0","1","0"
"1680","0","1","0"
"1681","0","1","0"
"1682","0","1","0"
"1683","0","1","0"
"1684","0","1","0"
"1685","0","1","0"
"1686","0","1","0"
"1687","0","1","0"
"1688","1","1","0"
"1689","0","1","0"
"1690","0","1","0"
"1691","0","1","0"
"1692","0","1","0"
"1693","0","1","0"
"1694","0","1","0"
"1695","0","1","0"
"1696","0","1","0"
"1697","0","1","1"
"1698","0","1","1"
"1699","0","1","1"
"1700","0","1","1"
"1701","0","1","1"
"1702","0","1","0"
"1703","0","0","0"
"1704","0","0","0"
"1705","0","0","0"
"1706","0","0","0"
"1707","0","0","0"
"1708","0","0","0"
"1709","0","0","0"
"1710","0","0","0"
"1711","0","0","0"
"1712","0","0","0"
"1713","0","0","0"
"1714","0","0","0"
"1715","0","1","0"
"1716","0","1","0"
"1717","1","1","1"
"1718","0","1","0"
"1719","0","1","0"
"1720","0","1","0"
"1721","0","1","0"
"1722","0","1","0"
"1723","0","1","0"
"1724","0","1","1"
"1725","1","1","1"
"1726","0","1","0"
"1727","0","1","0"
"1728","0","1","0"
"1729","0","1","0"
"1730","0","1","0"
"1731","0","1","0"
"1732","0","1","0"
"1733","0","1","0"
"1734","0","0","1"
"1735","0","0","1"
"1736","0","0","1"
"1737","0","0","1"
"1738","0","0","1"
"1739","0","0","1"
"1740","0","0","1"
"1741","0","1","0"
"1742","0","1","0"
"1743","0","1","0"
"1744","0","1","0"
"1745","0","1","0"
"1746","0","1","0"
"1747","0","1","0"
"1748","1","1","0"
"1749","0","1","1"
"1750","0","1","0"
"1751","0","1","1"
"1752","1","1","0"
"1753","1","1","1"
"1754","0","1","0"
"1755","0","1","0"
"1756","1","1","0"
"1757","0","1","0"
"1758","0","1","0"
"1759","0","1","0"
"1760","0","1","0"
"1761","0","1","1"
"1762","0","1","1"
"1763","0","1","1"
"1764","0","1","1"
"1765","1","1","1"
"1766","1","1","1"
"1767","1","1","1"
"1768","1","1","1"
"1769","0","0","0"
"1770","0","0","0"
"1771","0","1","0"
"1772","1","1","0"
"1773","0","1","0"
"1774","0","1","0"
"1775","0","1","0"
"1776","0","1","0"
"1777","0","1","1"
"1778","0","1","1"
"1779","0","1","0"
"1780","1","1","0"
"1781","0","1","0"
"1782","0","1","0"
"1783","0","1","0"
"1784","0","1","1"
"1785","0","1","1"
"1786","0","1","1"
"1787","0","1","0"
"1788","0","1","0"
"1789","0","1","0"
"1790","0","1","0"
"1791","0","1","0"
"1792","0","1","0"
"1793","0","1","1"
"1794","0","1","1"
"1795","0","1","1"
"1796","0","1","1"
"1797","0","1","1"
"1798","0","1","0"
"1799","0","1","0"
"1800","0","1","0"
"1801","0","1","0"
"1802","1","1","1"
"1803","1","1","1"
"1804","0","1","0"
"1805","0","1","0"
"1806","0","1","0"
"1807","0","1","0"
"1808","0","1","0"
"1809","0","1","1"
"1810","0","1","0"
"1811","0","1","0"
"1812","0","1","0"
"1813","1","1","0"
"1814","0","1","1"
"1815","0","1","0"
"1816","0","1","1"
"1817","1","1","1"
"1818","1","1","1"
"1819","0","1","1"
"1820","0","1","1"
"1821","0","1","1"
"1822","0","1","1"
"1823","1","1","1"
"1824","0","1","1"
"1825","0","1","1"
"1826","0","1","0"
"1827","1","1","1"
"1828","0","1","0"
"1829","0","1","0"
"1830","0","1","0"
"1831","0","1","0"
"1832","0","1","0"
"1833","0","1","0"
"1834","0","1","0"
"1835","0","1","0"
"1836","0","1","0"
"1837","0","1","0"
"1838","0","1","0"
"1839","0","1","0"
"1840","0","1","1"
"1841","0","1","1"
"1842","1","1","1"
"1843","0","1","1"
"1844","0","1","1"
"1845","0","1","1"
"1846","0","1","0"
"1847","0","0","0"
"1848","0","0","0"
"1849","0","0","0"
"1850","0","0","0"
"1851","0","0","0"
"1852","0","0","0"
"1853","0","0","0"
"1854","0","0","0"
"1855","0","0","0"
"1856","0","0","0"
"1857","0","0","0"
"1858","0","0","0"
"1859","0","0","0"
"1860","0","1","0"
"1861","0","1","0"
"1862","0","1","0"
"1863","0","1","0"
"1864","0","1","0"
"1865","0","1","0"
"1866","0","0","0"
"1867","0","0","0"
"1868","0","1","1"
"1869","0","1","1"
"1870","0","1","1"
"1871","0","1","1"
"1872","0","1","1"
"1873","0","1","1"
"1874","0","1","1"
"1875","0","1","1"
"1876","0","1","1"
"1877","0","1","1"
"1878","0","1","0"
"1879","0","1","1"
"1880","0","1","1"
"1881","0","1","1"
"1882","0","1","0"
"1883","0","1","0"
"1884","0","1","0"
"1885","0","1","1"
"1886","0","1","1"
"1887","0","1","1"
"1888","1","1","1"
"1889","0","1","1"
"1890","0","1","1"
"1891","0","1","1"
"1892","0","1","0"
"1893","0","1","0"
"1894","0","1","0"
"1895","0","1","0"
"1896","0","1","0"
"1897","0","1","0"
"1898","0","1","1"
"1899","0","1","1"
"1900","0","1","1"
"1901","0","1","1"
"1902","0","0","0"
"1903","0","0","0"
"1904","0","0","0"
"1905","0","0","0"
"1906","0","1","0"
"1907","0","1","1"
"1908","0","1","0"
"1909","0","1","1"
"1910","0","1","0"
"1911","0","1","0"
"1912","0","1","0"
"1913","0","1","0"
"1914","0","1","0"
"1915","0","0","1"
"1916","0","0","1"
"1917","0","0","1"
"1918","0","0","1"
"1919","0","0","1"
"1920","0","1","1"
"1921","0","1","1"
"1922","0","1","1"
"1923","0","1","1"
"1924","0","1","1"
"1925","0","1","1"
"1926","0","1","0"
"1927","0","1","1"
"1928","0","1","1"
"1929","0","1","1"
"1930","0","1","0"
"1931","0","1","0"
"1932","0","1","0"
"1933","0","1","0"
"1934","0","1","0"
"1935","0","1","0"
"1936","0","1","1"
"1937","0","1","1"
"1938","0","1","0"
"1939","0","1","0"
"1940","0","1","0"
"1941","0","1","0"
"1942","0","1","0"
"1943","0","1","0"
"1944","0","1","0"
"1945","0","1","0"
"1946","0","1","0"
"1947","0","1","1"
"1948","0","1","1"
"1949","0","1","1"
"1950","0","1","0"
"1951","0","1","0"
"1952","0","1","0"
"1953","0","0","0"
"1954","0","1","0"
"1955","1","1","0"
"1956","1","1","1"
"1957","0","1","0"
"1958","0","1","1"
"1959","2","1","1"
"1960","2","1","1"
"1961","0","1","0"
"1962","0","1","0"
"1963","1","1","1"
"1964","1","1","1"
"1965","1","1","0"
"1966","1","1","0"
"1967","1","1","0"
"1968","1","1","0"
"1969","0","1","1"
"1970","0","1","1"
"1971","0","1","1"
"1972","0","1","1"
"1973","1","1","1"
"1974","1","1","1"
"1975","1","1","1"
"1976","1","1","1"
"1977","0","1","0"
"1978","0","1","0"
"1979","1","1","1"
"1980","1","1","0"
"1981","1","1","0"
"1982","1","1","0"
"1983","0","1","1"
"1984","0","1","1"
"1985","0","1","1"
"1986","1","1","1"
"1987","1","1","1"
"1988","1","1","1"
"1989","1","1","1"
"1990","0","1","1"
"1991","1","1","1"
"1992","0","1","0"
"1993","0","1","0"
"1994","0","1","0"
"1995","0","1","0"
"1996","0","0","0"
"1997","0","0","0"
"1998","0","0","0"
"1999","0","0","0"
"2000","1","1","1"
"2001","1","1","0"
"2002","1","1","0"
"2003","1","1","0"
"2004","1","1","0"
"2005","1","1","0"
"2006","0","1","1"
"2007","0","1","1"
"2008","0","1","1"
"2009","0","1","1"
"2010","0","1","1"
"2011","1","1","0"
"2012","2","1","0"
"2013","1","1","0"
"2014","1","1","0"
"2015","0","1","0"
"2016","1","1","1"
"2017","1","1","1"
"2018","1","1","1"
"2019","0","1","1"
"2020","0","1","1"
"2021","0","1","1"
"2022","1","1","1"
"2023","1","1","1"
"2024","1","1","1"
"2025","0","1","0"
"2026","0","1","1"
"2027","1","1","0"
"2028","1","1","0"
"2029","1","1","0"
"2030","1","1","0"
"2031","1","1","0"
"2032","0","1","1"
"2033","0","1","1"
"2034","0","1","1"
"2035","0","1","1"
"2036","0","1","1"
"2037","1","1","1"
"2038","1","1","1"
"2039","1","1","1"
"2040","1","1","1"
"2041","1","1","1"
"2042","1","1","1"
"2043","0","1","1"
"2044","1","1","1"
"2045","0","1","0"
"2046","2","1","1"
"2047","1","1","0"
"2048","1","1","0"
"2049","1","1","0"
"2050","1","1","0"
"2051","1","1","0"
"2052","1","1","0"
"2053","0","1","1"
"2054","0","1","1"
"2055","0","1","1"
"2056","0","1","1"
"2057","0","1","1"
"2058","1","1","1"
"2059","1","1","1"
"2060","1","1","1"
"2061","1","1","1"
"2062","1","1","1"
"2063","1","1","1"
"2064","1","1","0"
"2065","1","1","0"
"2066","0","1","1"
"2067","1","1","1"
"2068","1","1","0"
"2069","1","1","0"
"2070","1","1","0"
"2071","1","1","0"
"2072","0","1","0"
"2073","1","1","0"
"2074","2","1","0"
"2075","0","1","1"
"2076","1","1","1"
"2077","2","1","1"
"2078","0","1","0"
"2079","2","1","1"
"2080","0","1","1"
"2081","1","1","1"
"2082","1","1","1"
"2083","0","1","1"
"2084","1","1","1"
"2085","1","1","1"
"2086","1","1","1"
"2087","1","1","1"
"2088","1","1","1"
"2089","1","1","1"
"2090","0","1","1"
"2091","0","1","1"
"2092","0","1","1"
"2093","1","1","1"
"2094","1","1","1"
"2095","1","1","1"
"2096","1","1","1"
"2097","1","1","1"
"2098","1","1","1"
"2099","0","0","1"
"2100","0","0","1"
"2101","0","0","1"
"2102","0","0","1"
"2103","0","0","1"
"2104","0","0","1"
"2105","1","1","1"
"2106","1","1","1"
"2107","1","1","1"
"2108","1","1","1"
"2109","1","1","1"
"2110","1","1","1"
"2111","0","0","0"
"2112","0","1","1"
"2113","1","1","1"
"2114","1","1","1"
"2115","1","1","1"
"2116","2","2","1"
"2117","0","1","1"
"2118","0","1","1"
"2119","0","1","1"
"2120","0","1","1"
"2121","0","1","1"
"2122","0","1","1"
"2123","0","1","1"
"2124","0","1","1"
"2125","0","1","1"
"2126","0","1","1"
"2127","0","1","1"
"2128","1","1","1"
"2129","1","1","1"
"2130","1","1","1"
"2131","1","1","1"
"2132","1","1","1"
"2133","1","1","1"
"2134","0","1","1"
"2135","1","1","1"
"2136","1","1","1"
"2137","0","1","0"
"2138","0","1","0"
"2139","0","1","1"
"2140","0","1","1"
"2141","0","1","1"
"2142","0","1","1"
"2143","0","1","1"
"2144","0","1","1"
"2145","1","1","1"
"2146","0","1","0"
"2147","1","1","1"
"2148","1","1","2"
"2149","0","1","1"
"2150","1","1","1"
"2151","1","1","1"
"2152","0","1","0"
"2153","0","1","1"
"2154","0","1","1"
"2155","1","1","1"
"2156","0","1","1"
"2157","1","1","1"
"2158","1","1","1"
"2159","1","1","1"
"2160","1","1","1"
"2161","2","2","1"
"2162","1","1","1"
"2163","0","1","1"
"2164","0","1","1"
"2165","0","1","1"
"2166","0","1","1"
"2167","0","1","1"
"2168","1","1","1"
"2169","1","1","1"
"2170","0","1","1"
"2171","0","1","1"
"2172","1","1","2"
"2173","1","1","2"
"2174","1","1","1"
"2175","0","1","1"
"2176","0","1","0"
"2177","0","1","0"
"2178","0","1","0"
"2179","0","1","0"
"2180","0","1","0"
"2181","0","1","0"
"2182","0","1","0"
"2183","0","1","0"
"2184","0","1","0"
"2185","0","1","0"
"2186","0","1","0"
"2187","0","1","0"
"2188","0","1","0"
"2189","0","1","1"
"2190","0","1","1"
"2191","0","1","1"
"2192","0","1","1"
"2193","0","1","1"
"2194","0","1","1"
"2195","0","1","1"
"2196","0","1","0"
"2197","0","1","0"
"2198","0","1","0"
"2199","0","1","0"
"2200","0","1","0"
"2201","0","1","0"
"2202","0","1","0"
"2203","0","1","0"
"2204","0","1","0"
"2205","0","1","0"
"2206","0","1","0"
"2207","0","1","0"
"2208","0","1","0"
"2209","0","1","0"
"2210","0","1","1"
"2211","0","1","1"
"2212","0","1","1"
"2213","0","1","1"
"2214","0","1","1"
"2215","0","1","1"
"2216","0","1","1"
"2217","0","1","0"
"2218","0","1","0"
"2219","0","1","0"
"2220","0","1","0"
"2221","0","1","0"
"2222","0","1","0"
"2223","0","1","0"
"2224","0","1","1"
"2225","0","1","1"
"2226","0","1","1"
"2227","0","1","1"
"2228","0","1","1"
"2229","0","1","1"
"2230","1","1","1"
"2231","0","1","0"
"2232","0","1","1"
"2233","1","1","1"
"2234","0","1","0"
"2235","0","1","0"
"2236","0","1","0"
"2237","0","1","0"
"2238","0","1","1"
"2239","0","1","1"
"2240","0","1","1"
"2241","0","1","1"
"2242","0","1","1"
"2243","0","1","1"
"2244","0","1","1"
"2245","0","1","1"
"2246","0","1","0"
"2247","1","1","0"
"2248","0","1","0"
"2249","0","1","1"
"2250","0","1","1"
"2251","1","1","0"
"2252","1","1","1"
"2253","0","1","0"
"2254","0","1","1"
"2255","0","1","0"
"2256","0","1","0"
"2257","0","1","0"
"2258","0","1","0"
"2259","0","1","0"
"2260","0","1","0"
"2261","0","1","0"
"2262","0","1","0"
"2263","1","1","0"
"2264","0","1","1"
"2265","0","1","1"
"2266","1","1","1"
"2267","0","1","1"
"2268","0","1","1"
"2269","0","1","1"
"2270","1","1","1"
"2271","0","1","1"
"2272","0","1","1"
"2273","0","1","1"
"2274","0","1","0"
"2275","1","1","1"
"2276","0","1","0"
"2277","0","1","1"
"2278","1","1","1"
"2279","0","1","1"
"2280","0","1","1"
"2281","0","1","1"
"2282","1","1","1"
"2283","0","1","0"
"2284","0","1","1"
"2285","1","1","1"
"2286","0","1","1"
"2287","0","1","0"
"2288","0","1","0"
"2289","0","1","0"
"2290","0","1","1"
"2291","0","0","0"
"2292","0","0","0"
"2293","0","0","0"
"2294","0","0","0"
"2295","0","0","0"
"2296","0","0","0"
"2297","0","0","0"
"2298","0","0","0"
"2299","0","0","0"
"2300","0","1","0"
"2301","0","1","0"
"2302","0","1","0"
"2303","0","1","0"
"2304","0","1","0"
"2305","0","1","0"
"2306","0","0","0"
"2307","0","0","0"
"2308","0","0","0"
"2309","0","0","0"
"2310","0","0","0"
"2311","0","0","0"
"2312","0","1","1"
"2313","0","1","1"
"2314","0","1","1"
"2315","0","1","1"
"2316","0","1","1"
"2317","0","1","1"
"2318","0","0","0"
"2319","0","1","0"
"2320","0","0","1"
"2321","0","0","1"
"2322","0","0","1"
"2323","0","0","0"
"2324","0","0","0"
"2325","0","0","0"
"2326","0","1","1"
"2327","0","1","1"
"2328","0","1","1"
"2329","0","0","0"
"2330","0","0","0"
"2331","0","0","0"
"2332","0","0","0"
"2333","0","0","0"
"2334","0","0","0"
"2335","0","0","0"
"2336","0","0","0"
"2337","0","0","0"
"2338","0","0","0"
"2339","0","0","0"
"2340","0","0","0"
"2341","0","0","0"
"2342","0","0","0"
"2343","0","0","0"
"2344","0","1","0"
"2345","0","0","0"
"2346","0","0","0"
"2347","0","0","0"
"2348","0","0","0"
"2349","0","0","0"
"2350","0","0","0"
"2351","0","0","0"
"2352","0","0","0"
"2353","0","0","0"
"2354","0","0","0"
"2355","0","0","0"
"2356","0","0","0"
"2357","0","0","0"
"2358","0","0","0"
"2359","0","0","0"
"2360","0","0","0"
"2361","0","0","0"
"2362","0","0","0"
"2363","0","0","0"
"2364","0","0","0"
"2365","0","1","1"
"2366","0","1","1"
"2367","0","1","1"
"2368","0","1","1"
"2369","0","1","1"
"2370","0","1","1"
"2371","0","1","1"
"2372","0","0","0"
"2373","0","0","0"
"2374","0","0","0"
"2375","0","0","0"
"2376","0","0","0"
"2377","0","0","0"
"2378","0","0","0"
"2379","0","0","0"
"2380","0","0","0"
"2381","0","0","0"
"2382","0","0","0"
"2383","0","0","0"
"2384","0","0","0"
"2385","0","0","0"
"2386","0","0","0"
"2387","0","0","0"
"2388","0","1","0"
"2389","0","1","0"
"2390","0","1","0"
"2391","0","1","0"
"2392","0","1","0"
"2393","0","1","0"
"2394","0","1","0"
"2395","0","0","0"
"2396","0","1","0"
"2397","0","1","0"
"2398","0","1","0"
"2399","0","1","0"
"2400","0","1","0"
"2401","0","1","0"
"2402","0","0","0"
"2403","0","0","0"
"2404","0","0","0"
"2405","0","0","0"
"2406","0","0","0"
"2407","0","0","0"
"2408","0","1","0"
"2409","0","0","0"
"2410","0","0","0"
"2411","0","0","0"
"2412","0","0","0"
"2413","0","0","0"
"2414","0","0","1"
"2415","0","0","1"
"2416","0","0","1"
"2417","0","0","1"
"2418","0","0","1"
"2419","0","0","0"
"2420","0","0","0"
"2421","0","0","0"
"2422","0","0","0"
"2423","0","0","0"
"2424","0","0","0"
"2425","0","0","0"
"2426","0","0","0"
"2427","0","0","0"
"2428","0","0","0"
"2429","0","0","0"
"2430","0","0","0"
"2431","0","0","0"
"2432","0","0","0"
"2433","0","1","1"
"2434","0","1","1"
"2435","0","1","1"
"2436","0","1","1"
"2437","0","1","1"
"2438","0","1","1"
"2439","0","1","1"
"2440","0","0","0"
"2441","0","0","0"
"2442","0","1","0"
"2443","0","1","0"
"2444","0","1","0"
"2445","0","1","0"
"2446","0","1","0"
"2447","0","1","0"
"2448","0","1","0"
"2449","0","1","0"
"2450","0","1","0"
"2451","0","1","0"
"2452","0","1","0"
"2453","0","1","0"
"2454","0","1","0"
"2455","0","1","0"
"2456","0","1","0"
"2457","0","1","0"
"2458","0","1","0"
"2459","0","1","0"
"2460","0","1","0"
"2461","0","1","0"
"2462","0","1","0"
"2463","0","1","0"
"2464","0","1","0"
"2465","0","1","0"
"2466","0","1","0"
"2467","0","1","0"
"2468","0","1","0"
"2469","0","1","0"
"2470","0","1","0"
"2471","0","1","0"
"2472","0","1","1"
"2473","0","1","1"
"2474","0","1","1"
"2475","0","1","1"
"2476","0","1","1"
"2477","0","1","1"
"2478","0","1","1"
"2479","0","1","1"
"2480","0","0","0"
"2481","0","0","0"
"2482","0","0","1"
"2483","0","0","1"
"2484","0","0","1"
"2485","0","0","1"
"2486","0","0","1"
"2487","0","0","0"
"2488","0","0","0"
"2489","0","0","0"
"2490","0","0","0"
"2491","0","0","0"
"2492","0","0","0"
"2493","0","0","1"
"2494","0","0","1"
"2495","0","0","1"
"2496","0","0","1"
"2497","0","0","0"
"2498","0","0","0"
"2499","0","0","0"
"2500","0","0","0"
"2501","0","0","0"
"2502","0","1","0"
"2503","0","1","0"
"2504","0","1","0"
"2505","0","1","0"
"2506","0","1","0"
"2507","0","1","0"
"2508","0","1","0"
"2509","0","0","0"
"2510","0","0","0"
"2511","0","0","0"
"2512","0","0","0"
"2513","0","0","0"
"2514","0","0","0"
"2515","0","0","0"
"2516","0","1","1"
"2517","0","1","1"
"2518","0","1","1"
"2519","0","1","1"
"2520","0","1","1"
"2521","0","1","1"
"2522","0","1","1"
"2523","0","0","0"
"2524","0","0","0"
"2525","0","0","0"
"2526","0","0","0"
"2527","0","0","0"
"2528","0","0","0"
"2529","0","0","0"
"2530","0","0","0"
"2531","0","0","0"
"2532","0","1","0"
"2533","0","1","0"
"2534","0","1","0"
"2535","0","1","0"
"2536","0","1","0"
"2537","0","1","0"
"2538","0","1","0"
"2539","0","1","0"
"2540","0","0","0"
"2541","0","0","0"
"2542","0","0","0"
"2543","0","0","0"
"2544","0","0","0"
"2545","0","0","0"
"2546","0","0","0"
"2547","0","0","0"
"2548","0","1","0"
"2549","0","1","0"
"2550","0","1","0"
"2551","0","1","0"
"2552","0","1","0"
"2553","0","1","0"
"2554","0","1","0"
"2555","0","1","0"
"2556","0","1","0"
"2557","0","1","0"
"2558","0","1","0"
"2559","0","0","1"
"2560","0","0","1"
"2561","0","0","1"
"2562","0","0","1"
"2563","0","1","0"
"2564","0","1","0"
"2565","0","1","0"
"2566","0","1","0"
"2567","0","0","0"
"2568","0","0","0"
"2569","0","0","0"
"2570","0","0","0"
"2571","0","0","0"
"2572","0","0","0"
"2573","0","0","0"
"2574","0","0","0"
"2575","0","0","0"
"2576","0","0","0"
"2577","0","0","0"
"2578","0","0","0"
"2579","0","0","0"
"2580","0","0","0"
"2581","0","0","0"
"2582","0","0","0"
"2583","0","1","0"
"2584","0","1","0"
"2585","0","1","0"
"2586","0","1","0"
"2587","0","1","0"
"2588","0","1","0"
"2589","0","1","0"
"2590","0","1","0"
"2591","0","0","0"
"2592","0","0","0"
"2593","0","0","0"
"2594","0","0","0"
"2595","0","0","0"
"2596","0","0","0"
"2597","0","0","0"
"2598","0","1","1"
"2599","0","1","1"
"2600","0","1","1"
"2601","0","1","1"
"2602","0","1","1"
"2603","0","1","1"
"2604","0","1","1"
"2605","0","1","1"
"2606","0","1","1"
"2607","0","1","1"
"2608","0","1","0"
"2609","0","1","0"
"2610","0","1","0"
"2611","0","1","0"
"2612","0","0","1"
"2613","0","0","1"
"2614","0","0","1"
"2615","0","0","1"
"2616","0","1","1"
"2617","0","1","1"
"2618","0","1","1"
"2619","0","1","1"
