"lat_modified","lon_modified","mean_fcs"
-9.80998039245605,33.3872985839844,42.71875
-9.89498043060303,33.3810005187988,35.21875
-9.50446033477783,33.2302017211914,41.84375
-9.58701992034912,33.2181015014648,35.71875
-9.66271018981934,33.2523994445801,39.78125
-9.66792011260986,33.3936996459961,43.75
-9.73770999908447,33.260799407959,37.71875
-9.53645992279053,33.3866004943848,40.78125
-9.74822998046875,33.5035018920898,40.4375
-9.5815896987915,33.5918998718262,37.1875
-9.97159957885742,33.3739013671875,41.15625
-10.0370998382568,33.4541015625,37.375
-10.1988000869751,33.663501739502,32.46875
-10.2587995529175,33.6116981506348,34.34375
-10.4098997116089,33.6377983093262,39.59375
-9.59447956085205,33.0885009765625,39.84375
-9.5072603225708,33.1186981201172,32.625
-9.69013023376465,33.2899017333984,46.75
-9.76809978485107,33.8950996398926,35.21875
-9.79563999176025,33.8455009460449,35.375
-9.71230030059814,33.9271011352539,39.40625
-9.84482955932617,33.8736991882324,44.875
-9.6814603805542,33.8498001098633,39.21875
-10.0022001266479,33.6684989929199,33.15625
-9.91359996795654,33.9174003601074,46.75
-9.87304973602295,33.6206016540527,36.5
-10.1700000762939,33.8033981323242,34.96875
-10.0404996871948,33.9086990356445,36.5
-10.4462003707886,34.1193008422852,37.09375
-10.4162998199463,34.2318000793457,44.96875
-10.556300163269,34.1873016357422,37.71875
-10.2562999725342,34.1190986633301,33.65625
-10.3122997283936,34.0707015991211,47.53125
-9.9753999710083,33.9259986877441,39.1875
-9.94851970672607,33.8963012695312,39.5
-9.9312801361084,33.9323997497559,46.0625
-11.7131004333496,33.937801361084,47.46875
-11.6477003097534,34.125,50.875
-11.6375999450684,34.0964012145996,57.84375
-11.96399974823,34.0768013000488,57.46875
-11.8910999298096,34.111499786377,67.5625
-11.836199760437,34.1621017456055,54.84375
-11.7659997940063,34.1557998657227,55.9375
-12.1525001525879,34.0251007080078,51.4666666666667
-11.6583003997803,34.3036003112793,68.84375
-11.7643003463745,34.1954002380371,59.4375
-11.657600402832,34.2490005493164,63.65625
-11.5363998413086,34.2779998779297,49
-11.305700302124,34.192699432373,58.78125
-11.3823003768921,34.0550994873047,62.5
-11.5334997177124,34.128101348877,61.375
-11.472900390625,34.1657981872559,60.09375
-11.6218996047974,34.1769981384277,43.09375
-11.6153001785278,34.288200378418,70.09375
-10.9995002746582,33.7092018127441,57.375
-10.862099647522,33.7639007568359,49.28125
-11.0164003372192,33.7354011535645,51.65625
-10.9368000030518,33.9123992919922,35.25
-11.0516996383667,33.6870994567871,40.3125
-10.9492998123169,33.55419921875,62.90625
-10.9075002670288,33.6501007080078,68.53125
-10.7908000946045,34.1952018737793,71.15625
-10.9069995880127,33.9705009460449,57.6875
-10.6386995315552,34.1823997497559,41
-10.7149000167847,34.1180992126465,67.78125
-10.6794004440308,34.0774993896484,61.15625
-10.9601001739502,34.0000991821289,63.84375
-10.8036003112793,33.5424995422363,51.5
-10.8626003265381,33.5009002685547,46.46875
-11.0222997665405,33.8824996948242,58.75
-11.0195999145508,33.8438987731934,65.90625
-11.8392000198364,33.3823013305664,39.5625
-12.211199760437,33.3270988464355,41.0625
-11.9792003631592,33.4991989135742,33.25
-11.0909004211426,33.8821983337402,42.71875
-11.2849998474121,33.7784996032715,58.09375
-11.5345001220703,33.6711006164551,44
-11.3927001953125,33.6487998962402,40.65625
-11.870400428772,33.6791000366211,37.125
-11.7313003540039,33.5341987609863,43.40625
-11.4441995620728,33.4104995727539,46.84375
-11.3125,33.4799003601074,46.71875
-11.7819004058838,33.5,36.40625
-12.2002000808716,33.6539001464844,41.125
-12.6591997146606,33.6304016113281,41.3125
-12.5305995941162,33.6026992797852,54.75
-12.4919004440308,33.8322982788086,38.125
-11.3432998657227,33.6194000244141,33.65625
-12.2419004440308,33.4715995788574,48.25
-11.3894996643066,33.9794998168945,43.9375
-11.407600402832,33.9948997497559,61.5
-11.4385004043579,34.0265998840332,63.25
-11.4398002624512,34.0331001281738,63.46875
-11.4329996109009,34.0234985351562,55.125
-11.4597997665405,34.0182991027832,51.9375
-11.4274997711182,34.0279998779297,51.5625
-11.4668998718262,34.0078010559082,48.84375
-11.4630002975464,34.002799987793,52.375
-11.4364995956421,34.0029983520508,48.4375
-11.4471998214722,34.0018005371094,58.75
-11.4555997848511,33.9884986877441,50.09375
-11.4821996688843,34.0013008117676,59.84375
-11.4449996948242,34.0306015014648,67.40625
-11.4612998962402,34.0285987854004,51.53125
-11.4736003875732,34.0150985717773,47.71875
-11.4608001708984,33.9738998413086,49.875
-11.4696998596191,33.9869003295898,47.59375
-12.5858001708984,33.4444999694824,52.71875
-12.731499671936,33.7024002075195,59.28125
-12.6721000671387,33.5395011901855,40.75
-13.0993995666504,33.4589004516602,52.96875
-13.0738000869751,33.4720993041992,47.1875
-13.2667999267578,33.1526985168457,46.625
-13.1445999145508,33.5780982971191,47.15625
-13.1766996383667,33.6623001098633,44.28125
-13.0745000839233,33.6771011352539,47
-12.8936996459961,33.3730010986328,43.875
-13.3487997055054,33.4403991699219,49.59375
-12.8852996826172,33.6596984863281,47.03125
-13.0994997024536,33.782398223877,48.46875
-12.8816003799438,33.7267990112305,45.96875
-12.9685001373291,33.8605003356934,49.65625
-13.0560998916626,33.394100189209,61.28125
-13.0520000457764,33.4894981384277,66.875
-12.4573001861572,34.0404014587402,50.59375
-12.7355003356934,34.2246017456055,48.59375
-12.6598997116089,34.1614990234375,49.625
-12.4928998947144,34.171199798584,59.0625
-12.4523000717163,34.1018981933594,47.84375
-12.6224002838135,34.1651000976562,60.3125
-12.9603996276855,34.296501159668,57.59375
-12.9089002609253,34.2540016174316,38.96875
-13.0081996917725,34.3219985961914,39.1875
-12.8111000061035,34.212100982666,56.15625
-12.8681001663208,34.2448997497559,61.0625
-13.3500003814697,34.2705001831055,47.75
-13.2334995269775,34.2221984863281,37.28125
-13.353099822998,34.2652015686035,58.1875
-13.2020998001099,34.3148002624512,49.59375
-13.4202995300293,34.1601982116699,49.1875
-13.2740001678467,34.1403999328613,44.75
-12.9202995300293,34.2951011657715,57.09375
-13.4707002639771,34.0438995361328,52.1875
-13.4060001373291,33.9457015991211,59.4375
-13.4531002044678,33.9705009460449,42.25
-13.2305002212524,34.0093002319336,55.40625
-13.2829999923706,33.9585990905762,44.1875
-13.4151000976562,33.913501739502,46.71875
-13.4233999252319,33.8981018066406,43.75
-13.3575000762939,33.7874984741211,40.3125
-13.4378004074097,33.8231010437012,63.625
-13.2407999038696,33.9311981201172,49.6875
-13.1836996078491,33.8119010925293,41.25
-13.1174001693726,33.785400390625,44.6875
-13.2242002487183,33.8058013916016,55.21875
-13.1625995635986,33.9201011657715,50.03125
