"","MW2012C3999918","MW2012C3030519","MW2012C3030506","MW2012C3031005","MW2012C3030404","MW2012C3010107","MW2012C3010102","MW2012C3020815","MW2012C3020803","MW2012C3020403","MW2012C3010209","MW2012C3010201","MW2012C3010210","MW2012C3020103","MW2012C3020619","MW2012C3020703","MW2012C3030816","MW2012C3030613","MW2012C3010508","MW2012C3031313","MW2012C3010311","MW2012C3010309","MW2012C3020211","MW2012C3020209","MW2012C3020213","MW2012C3031116","MW2012C3020915","MW2012C3020913","MW2012C3020303","MW2012C3030904","MW2012C3010417","MW2012C3030716","MW2012C3010611","MW2012C3031213","MW2012C3031206","MW2012C3030206","MW2012C3030115","MW2012C3030112","MW2012C3030114","MW2012C3020515","MW2012C3020513","MW2012C3020813","MW2012C3030606","MW2012C3010517","MW2012C3020203","MW2012C3020503","MW2012C3030306","MW2012C3030514","MW2012C3030414","MW2012C3020603","MW2012C3030214","MW2012C3030204","MW2012C3030804","MW2012C3010503","MW2012C3010509","MW2012C3031105","MW2012C3010409","MW2012C3030714","MW2012C3030314","MW2012C3030304","date1"
"mat","292.122830708822","292.836502075195","294.39599609375","295.970202636719","292.538497924805","290.675994873047","289.47225189209","293.970001220703","292.107604980469","292.204671223958","291.388661702474","293.033004760742","293.792999267578","291.579246520996","292.691009521484","292.004493713379","291.382995605469","293.771993001302","289.717620849609","293.156656901042","293.134994506836","291.750495910645","294.748992919922","292.795989990234","294.739990234375","295.440002441406","NaN","292.6333984375","292.249003092448","291.786010742188","290.216003417969","294.221008300781","NaN","294.408996582031","294.646499633789","294.085510253906","294.751998901367","294.339996337891","293.455497741699","294.786987304688","295.032501220703","292.44450378418","294.911987304688","290.628997802734","293.544494628906","294.533996582031","293.942253112793","293.358001708984","292.315002441406","292.198165893555","293.781509399414","293.344004313151","292.148513793945","290.483001708984","291.284248352051","296.371327718099","290.717987060547","292.761993408203","292.825012207031","292.574005126953","01/02/2008"
"mat","292.769915262858","293.199996948242","294.743011474609","296.155798339844","292.779495239258","289.915985107422","288.744758605957","294.429000854492","292.092205810547","293.213989257812","290.969665527344","292.569000244141","293.342010498047","293.714500427246","292.696990966797","292.652236938477","291.522003173828","294.022338867188","291.812877655029","293.388010660807","295.914993286133","294.620002746582","296.936004638672","295.101013183594","296.655502319336","295.450500488281","NaN","292.877203369141","294.046671549479","291.889007568359","290.235992431641","294.412490844727","NaN","294.830993652344","295.061004638672","294.566497802734","295.764511108398","295.063995361328","294.185997009277","295.417999267578","296.319000244141","292.644500732422","295.274993896484","291.244344075521","295.166999816895","295.234008789062","294.325248718262","293.764007568359","292.635986328125","292.374669392904","294.175994873047","293.51166788737","292.321990966797","292.981994628906","293.788749694824","296.203002929688","291.251007080078","292.923004150391","293.210998535156","292.834991455078","01/03/2008"
"mat","293.342748006185","294.602508544922","296.098999023438","297.993395996094","294.087005615234","291.834014892578","290.216247558594","294.330505371094","292.57919921875","293.550669352214","291.770334879557","293.742004394531","294.782012939453","293.600242614746","293.109985351562","292.814247131348","292.217987060547","295.870005289714","291.465751647949","294.995005289714","294.504501342773","292.604751586914","296.574005126953","294.6669921875","296.817993164062","296.789505004883","NaN","293.850402832031","294.12733968099","292.778991699219","290.123992919922","295.900009155273","NaN","295.752014160156","296.042999267578","295.504989624023","295.389007568359","295.372334798177","294.221008300781","295.036010742188","296.151489257812","293.139495849609","297.069000244141","291.333994547526","295.348747253418","295.200988769531","295.524749755859","295.295013427734","293.910003662109","292.876169840495","295.213500976562","294.595672607422","293.386001586914","292.673004150391","293.261749267578","297.355336507161","290.160003662109","294.264007568359","294.436004638672","294.011993408203","01/04/2008"
"mat","292.612500508626","293.791000366211","295.200012207031","296.511004638672","293.405990600586","291.18798828125","289.930999755859","293.923004150391","292.003601074219","292.420003255208","291.362335205078","293.057006835938","293.908996582031","292.466251373291","292.464996337891","292.224746704102","292.454010009766","294.500671386719","290.613998413086","293.824005126953","293.912506103516","292.256256103516","296.14599609375","294.06201171875","296.028991699219","295.88850402832","NaN","293.000604248047","293.019999186198","292.835998535156","290.303009033203","294.89599609375","NaN","295.049987792969","295.368499755859","294.889999389648","294.925491333008","294.789662679036","293.78450012207","294.701995849609","295.413497924805","292.497009277344","295.816009521484","291.310333251953","294.334991455078","294.524993896484","294.759757995605","294.295013427734","293.286987304688","292.139002482096","294.626495361328","294.058329264323","293.136505126953","291.815002441406","292.441253662109","296.464670817057","290.369995117188","293.524993896484","293.760009765625","293.554992675781","01/05/2008"
"mat","293.073170979818","293.183502197266","295.039001464844","296.214801025391","292.600509643555","291.575012207031","290.398498535156","295.141006469727","293.282800292969","293.562662760417","291.900665283203","293.304000854492","294.082000732422","292.78112411499","293.815002441406","293.304496765137","291.234985351562","294.893330891927","290.743999481201","294.265665690104","293.953002929688","292.651252746582","295.417999267578","293.542999267578","295.500503540039","295.134490966797","NaN","293.812005615234","293.242004394531","291.743011474609","292.394989013672","294.125","NaN","295.338012695312","295.378005981445","294.661499023438","295.714004516602","295.273671468099","294.079254150391","295.920013427734","296.000503540039","293.684005737305","295.6669921875","292.285664876302","294.430252075195","295.489990234375","294.517501831055","293.800994873047","292.566009521484","293.385833740234","294.168502807617","293.44032796224","292.163497924805","291.343994140625","292.089752197266","296.084655761719","291.5830078125","292.635009765625","293.186004638672","292.778991699219","01/06/2008"
"mat","292.236663818359","293.132995605469","294.644989013672","296.365197753906","292.718994140625","290.976989746094","289.760757446289","294.389999389648","292.720397949219","292.348002115885","290.996673583984","292.697509765625","293.678985595703","291.635124206543","292.941986083984","291.716247558594","291.528991699219","294.398671468099","290.695377349854","293.653340657552","293.679000854492","292.215003967285","294.946014404297","293.235992431641","294.976013183594","295.462509155273","NaN","292.96220703125","292.535990397135","291.947998046875","290.098999023438","294.459503173828","NaN","294.451995849609","294.69499206543","294.118988037109","294.853012084961","294.299662272135","293.44026184082","295.139007568359","295.488998413086","292.969497680664","295.502014160156","291.210662841797","293.93399810791","294.934997558594","294.086494445801","293.740997314453","292.524993896484","292.444834391276","293.805999755859","293.301005045573","292.31950378418","291.035003662109","291.851249694824","296.166676839193","290.251007080078","292.912994384766","292.983001708984","292.790985107422","01/07/2008"
"mat","293.438911437988","293.908004760742","295.040985107422","297.269201660156","293.514999389648","292.058990478516","290.60400390625","295.714004516602","293.866802978516","294.472991943359","291.616994222005","293.431488037109","294.602996826172","294.212249755859","294.891998291016","294.652000427246","291.898010253906","294.678670247396","291.330127716064","293.832661946615","294.710998535156","292.824996948242","296.953002929688","295.023986816406","296.887008666992","296.330001831055","NaN","293.291998291016","294.508677164714","292.368988037109","290.285003662109","295.366500854492","NaN","294.558013916016","294.867004394531","294.34651184082","295.606002807617","294.784993489583","293.972496032715","296.662994384766","297.009994506836","293.822509765625","296.088989257812","291.633677164714","295.645004272461","296.345001220703","294.416000366211","294.542999267578","293.273010253906","294.532333374023","294.083511352539","293.702667236328","292.852005004883","292.906005859375","293.464744567871","297.085001627604","290.217987060547","293.756988525391","293.476013183594","293.216003417969","01/08/2008"
"mat","293.477915445964","295.487503051758","297.194000244141","298.091003417969","294.88249206543","290.901000976562","289.709999084473","295.212509155273","293.952600097656","294.163004557292","291.218994140625","292.873489379883","293.667999267578","293.594623565674","294.316009521484","293.912994384766","293.313995361328","296.734334309896","290.848125457764","296.312998453776","294.260009765625","292.659744262695","296.332000732422","294.341003417969","296.448501586914","297.368988037109","NaN","295.231201171875","294.227661132812","293.85400390625","290.675994873047","296.491485595703","NaN","297.131988525391","297.289505004883","296.632507324219","295.681015014648","295.978332519531","294.803756713867","295.881011962891","296.515991210938","294.270004272461","297.928009033203","291.692342122396","295.356994628906","295.893005371094","296.609008789062","296.18701171875","294.787994384766","294.064498901367","296.262512207031","295.53266398112","294.274490356445","292.095001220703","292.706504821777","298.069671630859","290.600006103516","294.976989746094","295.390014648438","294.971008300781","01/09/2008"
"mat","292.345502217611","294.38200378418","295.772003173828","297.20419921875","294.04150390625","290.433990478516","288.906753540039","294.487503051758","292.840594482422","292.94233194987","289.925669352214","291.634490966797","292.929992675781","292.165126800537","293.355987548828","292.972503662109","293.006988525391","295.323659261068","289.74100112915","294.644999186198","292.953491210938","291.405258178711","295.200012207031","292.869995117188","295.831497192383","296.700500488281","NaN","293.772406005859","293.243001302083","293.516998291016","289.712005615234","295.712997436523","NaN","295.408996582031","295.682998657227","295.116500854492","295.420501708984","295.180002848307","294.241004943848","295.212005615234","295.7080078125","293.27099609375","296.497985839844","290.722666422526","294.518249511719","294.915985107422","295.1875","294.919006347656","293.845001220703","293.011337280273","294.871490478516","294.487996419271","293.755493164062","290.579010009766","291.289253234863","297.042999267578","289.627990722656","294.238006591797","294.209014892578","294.153991699219","01/10/2008"
"mat","292.215502421061","294.05500793457","295.289001464844","296.940795898438","293.697509765625","289.683990478516","288.708503723145","293.856506347656","292.157397460937","292.105987548828","290.147674560547","291.680999755859","292.269989013672","291.731128692627","292.419006347656","292.104499816895","292.410003662109","294.835673014323","289.923622131348","294.095336914062","293.250503540039","291.773506164551","295.080993652344","292.97900390625","295.184494018555","296.30549621582","NaN","293.091802978516","292.43467203776","292.875","289.859008789062","295.371994018555","NaN","294.817993164062","295.201507568359","294.714508056641","294.727508544922","294.491994222005","293.624504089355","294.557006835938","295.005004882812","292.624008178711","296.148010253906","290.798665364583","293.737503051758","294.188995361328","294.743751525879","294.60400390625","293.506011962891","292.124338785807","294.511505126953","294.118326822917","293.270492553711","290.670989990234","291.429000854492","296.766001383464","289.881988525391","293.889007568359","293.829986572266","293.662994384766","01/11/2008"
"mat","292.393669128418","293.582992553711","294.769012451172","297.002398681641","293.360992431641","289.295013427734","288.367744445801","294.005004882812","292.167803955078","292.243998209635","289.929331461589","291.376998901367","291.980987548828","292.114498138428","292.501007080078","292.38899230957","292.425994873047","294.517995198568","290.364753723145","293.686665852865","293.509002685547","292.000503540039","295.4580078125","293.311004638672","295.435989379883","296.366500854492","NaN","292.834002685547","292.600006103516","292.755004882812","290.058990478516","295.135498046875","NaN","294.402008056641","294.73649597168","294.248992919922","295.04899597168","294.358673095703","293.85400390625","294.785003662109","295.262496948242","292.596496582031","295.712005615234","291.192667643229","293.915748596191","294.3330078125","294.26000213623","294.055999755859","293.109985351562","292.202992757161","294.09049987793","293.905670166016","293.093505859375","291.084014892578","291.809761047363","297.221995035807","290.048004150391","293.611999511719","293.373992919922","293.360992431641","01/12/2008"
"mat","292.17274983724","293.462493896484","294.644012451172","296.551403808594","293.256988525391","290.385009765625","289.193496704102","293.851501464844","292.024597167969","291.991668701172","290.75732421875","292.366500854492","293.173004150391","291.66312789917","292.320007324219","292.010246276855","292.463989257812","294.264007568359","290.096248626709","293.541666666667","293.386993408203","291.935501098633","294.959991455078","292.929992675781","294.851989746094","296.082489013672","NaN","292.73759765625","292.162333170573","292.828002929688","289.933013916016","294.910995483398","NaN","294.364013671875","294.666000366211","294.184997558594","294.729507446289","294.260335286458","293.556747436523","294.627014160156","294.962509155273","292.464996337891","295.407989501953","290.835001627604","293.480751037598","294.197998046875","294.171249389648","293.904998779297","293.019989013672","291.974502563477","294.017501831055","293.791666666667","293.01399230957","290.686004638672","291.47974395752","296.841990152995","290.157012939453","293.493988037109","293.296997070312","293.315002441406","01/13/2008"
"mat","292.379330952962","293.892501831055","295.388000488281","297.194207763672","293.488998413086","290.385986328125","289.278251647949","293.565505981445","291.784399414062","291.537333170573","290.968658447266","292.535995483398","293.091003417969","291.447120666504","291.945007324219","291.86824798584","292.179992675781","295.001332600911","290.150501251221","294.262329101562","293.274505615234","291.926254272461","294.638000488281","292.710998535156","294.558990478516","296.496002197266","NaN","293.225201416016","291.809661865234","292.602996826172","290.257995605469","295.290496826172","NaN","295.1669921875","295.449508666992","294.897506713867","294.845001220703","294.782012939453","293.613250732422","294.2080078125","294.505004882812","292.438003540039","296.153015136719","291.149332682292","293.101997375488","293.654998779297","294.848754882812","294.490997314453","293.294006347656","291.692667643229","294.582504272461","293.936330159505","293.021499633789","290.459991455078","291.27424621582","297.558664957682","290.386993408203","293.683990478516","293.755004882812","293.472991943359","01/14/2008"
"mat","292.174667358398","293.482498168945","294.868988037109","296.764196777344","293.115997314453","290.089996337891","288.933250427246","293.790008544922","292.166802978516","291.925008138021","290.538991292318","292.149993896484","292.725006103516","291.630752563477","292.536987304688","292.589752197266","292.079010009766","294.628000895182","289.733997344971","293.89833577474","292.958511352539","291.462997436523","294.619995117188","292.644012451172","294.581008911133","296.021987915039","NaN","293.011596679688","292.002329508464","292.537994384766","289.584991455078","294.819488525391","NaN","294.644989013672","294.932495117188","294.433990478516","294.625503540039","294.327667236328","293.384994506836","294.484008789062","294.695999145508","292.584503173828","295.68798828125","290.472676595052","293.254501342773","293.967987060547","294.383743286133","294.010009765625","292.954986572266","292.293329874674","294.214492797852","293.811665852865","292.823501586914","290.410003662109","291.156005859375","296.951995849609","289.807006835938","293.277008056641","293.404998779297","293.298004150391","01/15/2008"
"mat","292.334999084473","294.054504394531","295.415008544922","297.454797363281","293.658996582031","290.213989257812","289.026504516602","293.894012451172","292.114202880859","291.916666666667","290.592661539714","292.188995361328","292.783996582031","291.602375030518","292.324005126953","292.092758178711","292.131988525391","295.149993896484","289.755626678467","294.320332845052","293.049499511719","291.557998657227","294.731994628906","292.756988525391","294.67399597168","296.655990600586","NaN","293.253601074219","292.080332438151","292.575988769531","289.570007324219","295.512496948242","NaN","294.971984863281","295.259506225586","294.684005737305","294.804000854492","294.618998209635","293.527755737305","294.588012695312","294.820999145508","292.703506469727","296.338989257812","290.444671630859","293.352500915527","294.111999511719","294.767753601074","294.673004150391","293.436004638672","292.033162434896","294.403503417969","293.843332926432","293.085494995117","290.472991943359","291.238998413086","297.575998942057","289.957000732422","293.881988525391","293.736999511719","293.450988769531","01/16/2008"
