"","MW2012C3999918","MW2012C3030519","MW2012C3030506","MW2012C3031005","MW2012C3030404","MW2012C3010107","MW2012C3010102","MW2012C3020815","MW2012C3020803","MW2012C3020403","MW2012C3010209","MW2012C3010201","MW2012C3010210","MW2012C3020103","MW2012C3020619","MW2012C3020703","MW2012C3030816","MW2012C3030613","MW2012C3010508","MW2012C3031313","MW2012C3010311","MW2012C3010309","MW2012C3020211","MW2012C3020209","MW2012C3020213","MW2012C3031116","MW2012C3020915","MW2012C3020913","MW2012C3020303","MW2012C3030904","MW2012C3010417","MW2012C3030716","MW2012C3010611","MW2012C3031213","MW2012C3031206","MW2012C3030206","MW2012C3030115","MW2012C3030112","MW2012C3030114","MW2012C3020515","MW2012C3020513","MW2012C3020813","MW2012C3030606","MW2012C3010517","MW2012C3020203","MW2012C3020503","MW2012C3030306","MW2012C3030514","MW2012C3030414","MW2012C3020603","MW2012C3030214","MW2012C3030204","MW2012C3030804","MW2012C3010503","MW2012C3010509","MW2012C3031105","MW2012C3010409","MW2012C3030714","MW2012C3030314","MW2012C3030304","date1"
"mat","292.826670328776","294.497497558594","295.805999755859","297.732800292969","294.100494384766","290.570007324219","289.480499267578","294.337493896484","292.653405761719","292.722991943359","291.040008544922","292.634506225586","293.364990234375","292.432998657227","293.136993408203","293.404754638672","292.841003417969","295.581675211589","290.049999237061","294.721343994141","293.167007446289","291.745246887207","294.756011962891","292.832000732422","294.79899597168","297.02099609375","NaN","293.744207763672","292.538665771484","293.218994140625","290.157012939453","295.843994140625","NaN","295.347991943359","295.622497558594","295.075500488281","295.40998840332","295.182657877604","294.063995361328","294.997985839844","295.272491455078","293.200500488281","296.799987792969","290.958994547526","293.689498901367","294.591003417969","295.184997558594","295.054992675781","293.940002441406","292.846165974935","294.811996459961","294.32866414388","293.691497802734","290.714996337891","291.390502929688","297.825337727865","290.342010498047","294.260986328125","294.269989013672","294.098999023438","01/17/2008"
"mat","292.994079589844","293.863510131836","295.222991943359","297.390802001953","293.445007324219","290.653991699219","289.566749572754","294.376998901367","292.662005615234","293.046997070312","291.137674967448","292.764511108398","293.440002441406","292.834754943848","293.148986816406","292.781242370605","292.076995849609","295.155334472656","290.738746643066","294.307342529297","294.072998046875","292.477508544922","296.028015136719","293.972991943359","295.957000732422","296.438507080078","NaN","293.364001464844","293.369669596354","292.523010253906","290.321990966797","295.317504882812","NaN","294.890991210938","295.130508422852","294.565505981445","295.144500732422","294.758666992188","293.698509216309","295.148986816406","295.774993896484","293.044006347656","296.295013427734","291.268005371094","294.592247009277","294.972991943359","294.609748840332","294.497009277344","293.230010986328","292.834498087565","294.319000244141","293.848999023438","292.938995361328","291.790008544922","292.420501708984","297.413004557292","290.558013916016","293.660003662109","293.585998535156","293.381988525391","01/18/2008"
"mat","292.334500630697","293.565505981445","295.055999755859","296.65","293.164001464844","290.355987548828","289.150001525879","294.088500976562","292.440808105469","292.432993570964","290.650329589844","292.248504638672","293.019012451172","292.126502990723","292.859985351562","292.936752319336","292.019989013672","294.799997965495","290.208999633789","294.125","293.426498413086","291.91300201416","294.949005126953","292.993011474609","294.894500732422","295.88200378418","NaN","293.379797363281","292.375","292.511993408203","289.781005859375","294.794006347656","NaN","294.989990234375","295.220001220703","294.664993286133","295.072998046875","294.798665364583","293.966751098633","294.756988525391","295.109497070312","292.944000244141","295.81298828125","290.86333211263","293.618255615234","294.368011474609","294.563751220703","294.114013671875","293.016998291016","292.602330525716","294.43049621582","294.060668945312","292.809997558594","290.846984863281","291.591247558594","296.702006022135","289.928009033203","293.311004638672","293.497009277344","293.355010986328","01/19/2008"
"mat","292.181582132975","293.970001220703","295.230987548828","296.922802734375","293.635498046875","290.298004150391","289.122749328613","293.661499023438","292.051196289062","291.810668945312","290.884999593099","292.593002319336","293.278015136719","291.578372955322","292.274993896484","292.244750976562","292.472991943359","294.955006917318","289.734752655029","294.188334147135","292.977996826172","291.46549987793","294.601013183594","292.643005371094","294.480499267578","296.293991088867","NaN","293.1","291.93467203776","292.936004638672","289.579986572266","295.292999267578","NaN","294.769012451172","295.146499633789","294.645004272461","294.707000732422","294.464009602865","293.691505432129","294.315002441406","294.52751159668","292.524993896484","296.135009765625","290.494669596354","293.133758544922","293.825988769531","294.665496826172","294.511993408203","293.428009033203","292.024002075195","294.495010375977","294.19965616862","293.252990722656","290.410003662109","291.165252685547","296.850992838542","289.785003662109","293.842987060547","293.727996826172","293.640014648438","01/20/2008"
"mat","292.065915425618","293.540496826172","295.128997802734","296.340399169922","293.095993041992","290.266998291016","289.19750213623","293.820495605469","292.140399169922","291.843668619792","290.915334065755","292.530502319336","292.977996826172","291.481620788574","292.348999023438","292.13249206543","291.890014648438","294.710327148438","289.670372009277","294.106658935547","292.913497924805","291.384757995605","294.466003417969","292.552001953125","294.401000976562","295.681503295898","NaN","293.323199462891","291.893666585286","292.391998291016","289.794006347656","294.665008544922","NaN","295.195007324219","295.444000244141","294.911499023438","294.699005126953","294.661000569661","293.45499420166","294.481994628906","294.639999389648","292.707504272461","295.742004394531","290.54833984375","293.142250061035","293.967010498047","294.706497192383","294.10400390625","292.976989746094","292.051340738932","294.608993530273","293.977671305339","292.717514038086","290.335998535156","291.106246948242","296.384338378906","290.044006347656","293.214996337891","293.566009521484","293.326995849609","01/21/2008"
"mat","292.433169047038","294.134994506836","295.467987060547","297.236804199219","293.771987915039","289.832000732422","288.875244140625","294.540496826172","292.758203125","292.656667073568","290.574666341146","292.089508056641","292.582000732422","291.960250854492","293.1669921875","292.964256286621","292.407012939453","295.171997070312","290.001998901367","294.407999674479","293.23649597168","291.744247436523","294.934997558594","292.915008544922","295.149002075195","296.455505371094","NaN","293.572003173828","292.604339599609","292.826995849609","289.85400390625","295.486511230469","NaN","295.174987792969","295.485488891602","294.969497680664","295.518493652344","295.085998535156","294.331001281738","295.261993408203","295.535507202148","293.259002685547","296.375","290.760335286458","293.95450592041","294.757995605469","294.92749786377","294.703002929688","293.566986083984","292.861165364583","294.720504760742","294.287668863932","293.327499389648","290.684997558594","291.426254272461","296.957672119141","290.055999755859","293.976989746094","293.932006835938","293.744995117188","01/22/2008"
"mat","292.462498982747","293.769500732422","295.424011230469","296.744403076172","293.236999511719","290.527008056641","289.31950378418","295.003005981445","293.233807373047","293.011342366536","290.760335286458","292.398010253906","293.326995849609","292.164001464844","293.502990722656","293.255500793457","291.843994140625","295.048665364583","289.955757141113","294.457326253255","293.131500244141","291.657997131348","294.986999511719","292.825012207031","295.293502807617","295.834487915039","NaN","293.951794433594","292.824666341146","292.444000244141","290.058990478516","294.846496582031","NaN","295.588989257812","295.796997070312","295.287002563477","296.003997802734","295.583333333333","294.762992858887","295.647003173828","295.867004394531","293.787002563477","296.067993164062","290.931335449219","294.162002563477","295.161987304688","294.995002746582","294.380004882812","293.158996582031","293.184499104818","295.095001220703","294.783671061198","292.766006469727","290.622009277344","291.341011047363","296.641998291016","290.144989013672","293.315002441406","293.872009277344","293.619995117188","01/23/2008"
"mat","292.885749816895","294.299499511719","295.756011962891","297.495599365234","293.949508666992","290.792999267578","289.624000549316","294.605010986328","292.687603759766","292.455993652344","291.354339599609","292.995498657227","293.709991455078","292.250999450684","292.846008300781","292.725006103516","292.851013183594","295.463999430339","290.807754516602","294.816670735677","293.973495483398","292.35075378418","295.605987548828","293.545989990234","295.478988647461","296.842498779297","NaN","294.077801513672","292.672668457031","293.290985107422","290.338012695312","295.629501342773","NaN","295.832000732422","296.096496582031","295.608505249023","296.079498291016","295.725677490234","294.887504577637","295.273010253906","295.579513549805","293.464508056641","296.433990478516","291.564320882161","294.03099822998","294.619995117188","295.394004821777","294.800994873047","293.798004150391","292.577835083008","295.368499755859","294.954671223958","293.639999389648","291.337005615234","292.119247436523","297.744669596354","290.316986083984","294.101013183594","294.350006103516","294.335998535156","01/24/2008"
"mat","292.863833109538","294.877990722656","296.203002929688","297.998797607422","294.549987792969","289.726989746094","288.785247802734","294.354995727539","292.736395263672","292.989674886068","290.719004313151","292.199996948242","292.658996582031","292.507255554199","293.222991943359","292.926498413086","293.618011474609","295.672668457031","290.269996643066","294.860331217448","293.506988525391","292.032752990723","295.221008300781","293.381011962891","295.415496826172","297.46549987793","NaN","293.765399169922","293.118326822917","293.914001464844","290.007995605469","296.265502929688","NaN","295.460998535156","295.979995727539","295.522994995117","295.421005249023","295.230997721354","294.444496154785","295.029998779297","295.494491577148","293.201995849609","296.950988769531","290.977335611979","294.26774597168","294.783996582031","295.613998413086","295.39599609375","294.359985351562","292.940165201823","295.397491455078","295.034322102865","294.266510009766","291.141998291016","291.839500427246","298.292327880859","290.196014404297","294.739990234375","294.744995117188","294.631011962891","01/25/2008"
"mat","292.960418701172","294.310501098633","295.846008300781","297.337994384766","293.940505981445","291.042999267578","289.839248657227","294.587005615234","292.80400390625","292.706329345703","291.627329508464","293.24299621582","293.891998291016","292.553874969482","292.878997802734","292.236251831055","292.644012451172","295.280670166016","290.914001464844","294.675994873047","294.205001831055","292.682250976562","295.855987548828","294.053985595703","295.764999389648","296.743499755859","NaN","293.891796875","293.177337646484","293.095001220703","290.476989746094","295.61100769043","NaN","295.786010742188","296.044006347656","295.506011962891","295.689987182617","295.434000651042","294.596496582031","295.264007568359","295.685501098633","293.377502441406","296.412994384766","291.365997314453","294.411247253418","294.894012451172","295.393508911133","294.852996826172","293.768005371094","292.531168619792","295.227005004883","294.70566813151","293.521499633789","291.837005615234","292.553497314453","297.525665283203","290.821014404297","294.113006591797","294.31201171875","294.054992675781","01/26/2008"
"mat","292.489585876465","294.068511962891","295.420989990234","297.127801513672","293.755508422852","290.484008789062","289.295753479004","294.569000244141","292.958996582031","292.846659342448","290.947336832682","292.618499755859","293.350006103516","291.867378234863","293.335998535156","292.597244262695","292.684997558594","294.995330810547","290.230625152588","294.287668863932","293.59098815918","292.011253356934","295.528015136719","293.346008300781","295.575500488281","296.616500854492","NaN","293.496203613281","292.959665934245","292.920013427734","289.884002685547","295.471496582031","NaN","295.032012939453","295.280502319336","294.705993652344","294.969497680664","294.75932820638","293.591506958008","295.299011230469","295.718002319336","293.261489868164","296.170013427734","290.92665608724","294.34375","295.105987548828","294.825744628906","294.592010498047","293.545013427734","292.989501953125","294.397994995117","293.827657063802","293.410995483398","290.941986083984","291.783996582031","297.381998697917","289.927001953125","293.966003417969","293.864990234375","293.605987548828","01/27/2008"
"mat","292.790331522624","293.948989868164","295.148986816406","296.992205810547","293.707992553711","291.010986328125","289.768249511719","294.22200012207","292.525","292.675994873047","291.492329915365","293.121505737305","293.960998535156","292.343376159668","292.938995361328","292.483505249023","292.912994384766","294.781331380208","290.478000640869","294.02300008138","293.742004394531","292.22974395752","295.438995361328","293.571990966797","295.379501342773","296.521499633789","NaN","293.223205566406","292.952992757161","293.302001953125","290.641998291016","295.364486694336","NaN","294.778015136719","295.13850402832","294.679000854492","295.202499389648","294.720326741536","294.167007446289","294.9169921875","295.404495239258","292.980010986328","296","291.478668212891","294.142242431641","294.683013916016","294.670501708984","294.415985107422","293.481994628906","292.584162394206","294.573501586914","294.5","293.509506225586","291.292999267578","292.018493652344","297.234670003255","290.623992919922","293.933990478516","293.809997558594","293.903015136719","01/28/2008"
"mat","292.630584716797","293.387496948242","294.816986083984","296.32080078125","293.048004150391","290.226989746094","289.262992858887","294.094497680664","292.372198486328","292.584676106771","291.291656494141","292.82649230957","293.378997802734","292.409996032715","292.830993652344","292.453002929688","292.308013916016","294.426330566406","290.940746307373","293.757334391276","294.20100402832","292.769256591797","295.605010986328","293.829010009766","295.408493041992","295.783004760742","NaN","293.038397216797","292.85166422526","292.753997802734","290.640014648438","294.6044921875","NaN","294.683013916016","294.992492675781","294.51350402832","294.848007202148","294.487996419271","293.73299407959","294.81298828125","295.332504272461","292.800506591797","295.484008789062","291.58100382487","294.072998046875","294.557006835938","294.389495849609","293.872985839844","292.902008056641","292.494166056315","294.331497192383","294.089996337891","292.875","291.567993164062","292.363006591797","296.732340494792","291.016998291016","293.194000244141","293.401000976562","293.390014648438","01/29/2008"
"mat","292.492668151855","294.207504272461","295.631988525391","297.156201171875","293.839996337891","290.740997314453","289.649749755859","294.192993164062","292.474603271484","292.131998697917","291.539326985677","293.178497314453","293.704986572266","291.719871520996","292.593994140625","291.94799041748","292.815002441406","295.150665283203","290.305751800537","294.493336995443","293.790496826172","292.246994018555","295.089996337891","293.316986083984","294.986999511719","296.582992553711","NaN","293.640203857422","292.346333821615","293.234008789062","289.988006591797","295.502502441406","NaN","295.415008544922","295.728500366211","295.219497680664","295.292495727539","295.167327880859","294.1982421875","294.839996337891","295.225494384766","293.059997558594","296.335998535156","290.831654866536","293.708000183105","294.423004150391","295.125991821289","294.759002685547","293.656005859375","292.227167765299","294.985992431641","294.542663574219","293.503509521484","290.915008544922","291.832000732422","297.29399617513","290.342010498047","294.023986816406","294.089996337891","293.947998046875","01/30/2008"
"mat","292.450164794922","293.718505859375","295.136993408203","296.415197753906","293.324996948242","290.901000976562","289.598251342773","293.886993408203","292.251599121094","292.518320719401","291.151997884115","292.801498413086","293.713012695312","292.499496459961","292.725006103516","292.550003051758","292.161987304688","294.57666015625","290.670501708984","293.949330647786","294.255508422852","292.618492126465","295.774993896484","293.941986083984","295.516998291016","295.878509521484","NaN","293.098608398437","292.82133992513","292.60400390625","289.841003417969","294.902008056641","NaN","294.903991699219","295.184997558594","294.651992797852","294.643005371094","294.473327636719","293.574745178223","294.610992431641","295.123001098633","292.617004394531","295.77099609375","290.853006998698","294.006507873535","294.308990478516","294.622245788574","294.260009765625","293.177001953125","292.411829630534","294.411499023438","293.949330647786","292.945999145508","291.608001708984","292.422752380371","296.459665934245","290.390014648438","293.472991943359","293.605987548828","293.408996582031","01/31/2008"
