"","UG2011L101","UG2011L102","UG2011L103","UG2011L104","UG2011L105","UG2011L106","UG2011L107","UG2011L108","UG2011L109","UG2011L110","UG2011L111","UG2011L112","UG2011L113","UG2011L114","UG2011L115","UG2011L116","UG2011L117","UG2011L118","UG2011L119","UG2011L120","UG2011L121","UG2011L122","UG2011L123","UG2011L124","UG2011L125","UG2011L126","UG2011L127","UG2011L128","UG2011L129","UG2011L130","UG2011L131","UG2011L132","UG2011L133","UG2011L134","UG2011L135","UG2011L136","UG2011L137","UG2011L138","UG2011L139","UG2011L140","UG2011L141","date1"
"mat","298.449005126953","302.47033352322","304.050994873047","303.673004150391","304.316335042318","303.536499023438","303.244669596354","303.998992919922","304.472991943359","307.095169067383","305.192282540458","306.946990966797","306.394836425781","306.122009277344","305.241802978516","306.092222425673","306.076622009277","306.036224365234","305.837997436523","306.015991210938","305.608351763557","304.402503967285","305.826399739583","305.016494750977","304.967498779297","305.117252349854","307.858588723575","304.612754821777","308.37065633138","308.808990478516","307.522003173828","308.075495402018","305.601501464844","306.038340250651","304.854587949555","304.689498901367","305.93020324707","304.993780136108","304.82549794515","304.680999755859","305.22702094184","01/13/2008"
"mat","297.675003051758","301.549446953668","302.924011230469","302.987503051758","302.454671223958","303.235000610352","302.88432820638","303.467010498047","304.68798828125","308.005167643229","305.801282610212","306.817993164062","306.415496826172","306.837666829427","306.563604736328","307.241500854492","307.812873840332","306.280076246995","307.438003540039","307.351989746094","306.342938591452","305.236251831055","306.226534016927","305.973747253418","305.368499755859","303.946502685547","306.089118508732","301.629257202148","304.741333007812","305.074005126953","304.420501708984","305.465993245443","304.108505249023","304.667338053385","304.498965559335","303.710510253906","305.278997802734","304.255437850952","305.027414957682","303.730010986328","304.402711317274","01/14/2008"
"mat","296.546493530273","299.920001559787","301.339996337891","300.296493530273","300.453338623047","300.481491088867","300.33832804362","300.398010253906","301.683990478516","305.471333821615","302.793147495815","304.059997558594","303.864669799805","304.546661376953","302.959197998047","304.832278781467","305.458126068115","304.207233135517","304.862503051758","305.095504760742","304.212291044347","303.393257141113","304.261932373047","303.488754272461","303.921997070312","302.96524810791","304.417058608111","300.574501037598","303.196329752604","303.510986328125","303.355987548828","304.082504272461","303.59049987793","303.366668701172","302.204622465989","303.138000488281","303.746298217773","302.029813766479","302.72408803304","302.832000732422","303.479111056858","01/15/2008"
"mat","296.571990966797","299.96511332194","301.463012695312","300.99250793457","298.763661702474","299.98649597168","299.904001871745","300.665008544922","300.889007568359","303.756998697917","301.746568952288","302.777008056641","302.341334025065","302.875996907552","299.990997314453","302.707941691081","302.847496032715","304.214768629808","302.744491577148","302.778991699219","304.331113927505","302.967254638672","303.647198486328","302.046005249023","302.676254272461","301.858497619629","303.955115823185","298.722991943359","301.662333170573","302.109985351562","301.401000976562","302.290334065755","301.171508789062","301.388671875","301.025068611934","301.456497192383","302.21770324707","301.229187011719","301.582667032878","300.630004882812","302.621620686849","01/16/2008"
"mat","296.673004150391","299.690722995334","301.144989013672","299.932495117188","300.466990152995","299.011505126953","298.921671549479","299.696990966797","300.149993896484","305.662999471029","301.848284040179","304.334991455078","304.253667195638","305.428995768229","304.482000732422","306.033276028103","306.335868835449","305.171379676232","305.887496948242","306.368988037109","305.20576207778","303.613243103027","303.656935628255","302.384239196777","301.723251342773","302.408374786377","305.25317921358","300.178993225098","303.787343343099","304.838012695312","304.703506469727","306.195500691732","304.96501159668","304.368336995443","301.956519817484","303.793502807617","304.05830078125","302.189938545227","302.71199798584","303.214996337891","303.987156846788","01/17/2008"
"mat","296.488494873047","299.32677883572","301.057006835938","300.048004150391","297.833669026693","299.43000793457","299.543345133464","299.820007324219","300.101989746094","301.948165893555","300.686710902623","301.555999755859","300.96516418457","300.873321533203","301.935595703125","300.962888929579","300.565998077393","301.314537635216","300.650497436523","300.985504150391","302.17776668773","300.980499267578","302.45547281901","300.897499084473","300.784744262695","299.925128936768","302.543528837316","297.354995727539","300.754669189453","300.955993652344","299.859497070312","300.841328938802","299.459503173828","300.170328776042","299.690929544383","300.102005004883","300.792697143555","300.088875770569","300.462580362956","299.040985107422","301.163736300998","01/18/2008"
"mat","297.566009521484","301.160168117947","302.382995605469","301.910003662109","299.578338623047","301.489501953125","301.314666748047","301.825012207031","302.528015136719","305.334335327148","303.117715018136","303.470001220703","303.359166463216","302.219991048177","304.113598632813","304.270497639974","303.027126312256","302.788461538462","301.847503662109","303.240493774414","301.503708783318","299.814758300781","300.632535807292","298.700500488281","299.68399810791","299.986125946045","303.442528219784","298.661003112793","302.148996988932","302.572998046875","301.718994140625","303.993830362956","302.950500488281","303.986663818359","303.035309890221","302.676498413086","302.88869934082","302.963934898376","302.35550181071","303.365997314453","303.469444444444","01/19/2008"
"mat","297.061996459961","300.98383585612","302.183013916016","301.779998779297","301.281331380208","301.177001953125","300.945332845052","301.759002685547","302.149993896484","306.642832438151","303.023999895368","304.856994628906","304.764841715495","305.946655273438","305.287805175781","306.808334350586","307.035251617432","305.523155799279","306.676986694336","307.822998046875","306.095114315257","304.248504638672","304.671136474609","303.432998657227","303.127746582031","303.466373443604","305.498063031365","301.164497375488","304.411661783854","304.914001464844","304.155502319336","305.183502197266","303.86100769043","304.042002360026","302.987137366985","303.664489746094","304.533697509766","303.365313529968","303.784914652507","303.227996826172","304.189002821181","01/20/2008"
"mat","295.950500488281","299.295559353299","300.997985839844","301.125991821289","301.672993977865","300.106994628906","299.765665690104","300.906005859375","301.122985839844","307.461832682292","302.431714739118","304.593994140625","304.255167643229","306.167673746745","305.487799072266","308.550833808051","307.832378387451","306.378922682542","307.283004760742","309.912506103516","308.009530460133","305.855743408203","306.341467285156","304.964996337891","304.247756958008","304.301254272461","306.298409854664","301.972496032715","304.911336263021","304.321014404297","304.080001831055","303.815663655599","302.753509521484","302.305338541667","301.322515027276","302.36149597168","304.063800048828","301.35631275177","303.488166809082","300.838012695312","303.385108100043","01/21/2008"
"mat","297.259002685547","300.952053493924","302.057006835938","301.918502807617","301.454335530599","300.819488525391","300.352325439453","302.170989990234","301.519989013672","305.709162394206","302.845572335379","304.834014892578","304.605331420898","306.435668945312","303.406402587891","307.009390936957","306.707748413086","308.130004882812","306.817993164062","308.857498168945","309.562824922449","308.455749511719","308.721466064453","307.78475189209","306.025497436523","304.924503326416","308.214057473575","302.017753601074","304.34033203125","305.625","304.442993164062","306.255503336589","304.858993530273","304.760335286458","303.295241783405","304.688995361328","304.747604370117","303.278407096863","304.215995788574","304.809997558594","304.188088650174","01/22/2008"
"mat","295.044998168945","298.525163438585","299.898010253906","299.318496704102","300.510670979818","298.428497314453","298.112996419271","299.339996337891","299.386993408203","303.408665974935","300.405569893973","301.653991699219","301.887496948242","303.348663330078","302.251007080078","303.870836046007","303.873497009277","304.172691932091","303.705001831055","304.766998291016","305.165882783778","304.707748413086","306.537536621094","306.242248535156","305.752746582031","304.445377349854","305.549230238971","302.095245361328","304.656005859375","304.010986328125","302.997009277344","302.361836751302","302.851501464844","300.931335449219","300.379688131398","303.108505249023","302.504397583008","300.437719345093","301.451334635417","301.06298828125","303.078000895182","01/23/2008"
"mat","296.770004272461","300.348892211914","301.825012207031","301.381500244141","301.849009195964","299.564514160156","299.331339518229","300.792999267578","300.472991943359","304.496327718099","302.1175667899","303.701995849609","303.478495279948","305.027669270833","304.217395019531","305.606943766276","305.337501525879","305.612922081581","305.571990966797","306.943496704102","308.626766429228","308.481994628906","308.842600504557","308.838745117188","306.753746032715","304.951499938965","306.64752556296","302.523010253906","305.25932820638","305.674011230469","304.994995117188","305.444997151693","305.205490112305","303.703338623047","302.173032563308","304.537002563477","303.990100097656","302.065938949585","303.280581156413","303.615997314453","303.983999294705","01/24/2008"
"mat","297.073501586914","300.838667127821","302.045013427734","301.980987548828","303.367329915365","302.232986450195","301.744333902995","302.549011230469","303.592987060547","308.298497517904","305.668143136161","306.816986083984","306.934997558594","310.109995524089","306.771002197266","309.96344672309","309.228626251221","310.748079740084","310.389999389648","312.347991943359","311.441824520336","310.020248413086","309.40673421224","308.813758850098","307.769248962402","306.599250793457","309.261174819049","303.301742553711","305.738321940104","306.476989746094","305.792999267578","307.549001057943","305.522003173828","305.118001302083","304.555553567821","304.010498046875","305.919195556641","304.211559295654","305.538340250651","304.994995117188","304.535108100043","01/25/2008"
"mat","296.087509155273","300.451497395833","300.694000244141","301.4375","303.537994384766","301.040496826172","300.609659830729","301.759002685547","302.360992431641","308.19650777181","304.489571707589","305.980010986328","306.003336588542","308.816335042318","309.186596679688","310.034108479818","308.677749633789","309.197843111478","308.794006347656","310.559005737305","310.04611565085","309.179008483887","308.803603108724","308.442741394043","307.046745300293","305.782752990723","308.516057631549","303.237747192383","305.948323567708","306.869995117188","305.968505859375","307.429829915365","305.438995361328","304.869333902995","303.21168781149","304.364501953125","305.510195922852","303.220970153809","305.042335510254","303.578002929688","304.798088243273","01/26/2008"
"mat","294.856506347656","298.263498942057","299.947998046875","299.759506225586","303.322998046875","298.70849609375","298.499338785807","299.503997802734","299.638000488281","307.930669148763","301.456002371652","305.238006591797","305.103663126628","309.516998291016","307.174798583984","310.278554280599","310.388999938965","309.548614501953","310.169998168945","311.380004882812","309.868409998277","308.088996887207","308.289532470703","307.873252868652","306.715255737305","305.781002044678","307.977476232192","303.467247009277","305.823333740234","305.864990234375","304.240997314453","303.957499186198","301.171005249023","300.699340820312","300.057101545663","301.272994995117","304.294692993164","300.445158958435","304.488334655762","300.126007080078","302.517489284939","01/27/2008"
"mat","297.075012207031","300.818108452691","302.050994873047","301.346496582031","301.732666015625","299.942504882812","299.514343261719","301.167999267578","300.954010009766","305.258336385091","301.903856549944","303.286987304688","303.404495239258","306.134674072266","304.006201171875","306.660169813368","306.195369720459","308.111616868239","306.561508178711","308.531494140625","308.620350557215","307.419502258301","308.059197998047","307.795745849609","307.65274810791","305.664375305176","307.689119226792","302.711502075195","305.369333902995","305.884002685547","305.035003662109","306.618001302083","304.749496459961","304.307993570964","302.499169711409","303.432495117188","304.261395263672","302.987843513489","303.327919006348","303.197998046875","303.66046617296","01/28/2008"
"mat","297.140502929688","300.248496161567","301.846984863281","300.629501342773","303.166330973307","301.679504394531","301.561665852865","300.932006835938","302.851013183594","307.110158284505","304.996285574777","305.992004394531","305.813496907552","307.862996419271","305.178405761719","307.787109375","307.893127441406","308.639075646034","308.104995727539","309.662490844727","309.785296271829","308.311996459961","308.553863525391","308.122001647949","306.940498352051","306.128372192383","307.966942282284","303.724746704102","306.328002929688","306.446990966797","305.628494262695","305.476003011068","304.615493774414","303.388671875","303.175793877963","304.979995727539","305.608706665039","302.481561660767","304.603418986003","304.243011474609","305.18493109809","01/29/2008"
"mat","296.97200012207","301.194110446506","302.186004638672","302.575500488281","304.616658528646","303.14599609375","302.640665690104","303.339996337891","304.584014892578","308.900166829427","305.821145193917","307.192993164062","306.876500447591","309.17832438151","308.064196777344","309.587109035916","309.105121612549","309.256925142728","309.335998535156","310.287002563477","309.868709788603","308.779502868652","308.654730224609","308.448997497559","307.329246520996","306.370250701904","309.141001981847","304.51774597168","307.781005859375","308.420013427734","307.929504394531","308.746999104818","307.467498779297","306.37299601237","304.955207561624","306.357009887695","307.091906738281","304.515344619751","306.065249125163","305.934997558594","306.24268866645","01/30/2008"
"mat","297.482498168945","300.876224093967","302.428985595703","302.115997314453","304.638661702474","300.639007568359","300.567677815755","301.56201171875","301.361999511719","307.500330607096","303.27842930385","306.171997070312","306.029830932617","310.067993164062","306.738397216797","309.559778849284","309.676002502441","311.072307880108","310.296493530273","311.718002319336","311.538529339959","310.441253662109","310.623268636068","310.035751342773","309.762496948242","309.030128479004","310.826940199908","305.684745788574","307.278330485026","307.303985595703","306.281997680664","306.923497517904","305.275497436523","304.533335367839","303.438035636113","305.162002563477","306.822601318359","303.412750244141","305.519086201986","305.071014404297","305.440734863281","01/31/2008"
"mat","299.613510131836","303.863833957248","304.964996337891","305.138488769531","302.484659830729","305.014999389648","304.457000732422","305.865997314453","305.769989013672","308.703328450521","306.313999720982","307.878997802734","308.260335286458","309.329325358073","306.156402587891","307.931055704753","308.314125061035","309.380612886869","308.350006103516","308.580505371094","306.770233154297","304.269752502441","306.364202880859","306.20100402832","307.550254821777","304.730377197266","306.831706327551","301.926742553711","304.119669596354","304.60400390625","304.829498291016","307.439005533854","305.959503173828","306.351338704427","305.741722370016","304.832000732422","306.097091674805","305.832594871521","306.374501546224","305.597991943359","305.179308403863","02/01/2008"
"mat","298.628509521484","302.210611979167","303.325012207031","303.223495483398","304.570343017578","302.922500610352","302.480662027995","303.566009521484","303.938995361328","307.591837565104","304.645712716239","306.226989746094","305.771835327148","307.340006510417","306.313201904297","308.012666490343","307.519123077393","307.173152043269","307.482498168945","309.307998657227","308.510176714729","307.407005310059","307.888201904297","307.691497802734","306.846244812012","306.397247314453","308.176470588235","305.300254821777","308.643676757812","308.52099609375","307.288497924805","306.834330240885","305.09700012207","304.574340820312","303.738827409415","304.777008056641","305.921301269531","303.981185913086","305.21041615804","303.653991699219","305.311600748698","02/02/2008"
"mat","297.841003417969","302.388775295681","303.220001220703","304.717498779297","305.407338460286","305.346496582031","304.781331380208","305.605010986328","306.845001220703","309.091664632161","308.333709716797","309.296997070312","308.729838053385","308.615000406901","308.097003173828","308.046442667643","308.508625030518","308.672079233023","308.286010742188","308.151000976562","307.789938534007","305.436500549316","307.553336588542","307.082496643066","306.481002807617","306.191131591797","309.333822811351","305.06600189209","308.818664550781","309.730010986328","309.098999023438","310.28249613444","308.443496704102","307.098002115885","306.560794172616","305.699996948242","307.233599853516","305.694156646729","306.426417032878","306.489013671875","305.66111178928","02/03/2008"
"mat","299.462493896484","304.210776435004","304.305999755859","304.683990478516","305.027669270833","304.878997802734","304.207661946615","305.516998291016","306.384002685547","309.840001424154","307.845855712891","309.234985351562","308.904169718424","308.88666788737","309.875396728516","310.160446166992","309.823127746582","308.345768855168","309.334487915039","310.06201171875","308.574471866383","307.20450592041","307.447401936849","307.175247192383","305.912002563477","305.597507476807","308.329999138327","304.442756652832","308.316670735677","308.653015136719","308.276504516602","308.301829020182","308.236999511719","307.255330403646","307.57027566844","307.815994262695","308.244100952148","306.963406562805","306.969413757324","309.505004882812","307.693820529514","02/04/2008"
"mat","298.690994262695","302.343444824219","303.455993652344","303.537002563477","304.165334065755","305.006500244141","304.457000732422","304.858001708984","306.390014648438","310.619328816732","307.172568184989","308.56201171875","308.152501424154","311.228668212891","310.955401611328","311.73422410753","311.780624389648","312.032073974609","311.621994018555","312.324005126953","311.983179428998","310.780502319336","310.383333333333","309.85050201416","308.751251220703","306.684501647949","309.552705652574","303.059997558594","305.720336914062","306.190002441406","305.491500854492","306.311665852865","304.205001831055","304.316324869792","304.700965618265","303.522491455078","306.655505371094","304.657155036926","307.67749786377","303.380004882812","304.870865885417","02/05/2008"
"mat","297.106506347656","300.593276977539","301.942993164062","301.833999633789","299.949666341146","299.94450378418","299.816335042318","301.334014892578","300.570007324219","305.013493855794","301.316715785435","301.953002929688","302.388997395833","304.768330891927","302.205596923828","305.936667548286","305.404125213623","305.384535569411","305.574493408203","308.488006591797","307.653760124655","307.753257751465","308.307798258464","307.920989990234","308.201499938965","305.291492462158","305.981527889476","301.939239501953","303.595001220703","303.199005126953","302.22200012207","302.346496582031","301.25700378418","301.274007161458","301.415102202317","302.063995361328","302.92360534668","301.676780700684","303.041750590007","301.609008789062","303.008312988281","02/06/2008"
"mat","296.282989501953","299.826331244575","301.401000976562","301.449508666992","300.722330729167","300.440994262695","300.47499593099","301.071990966797","300.734985351562","305.031163533529","300.708714076451","301.716003417969","301.60417175293","303.9580078125","304.111199951172","305.198944091797","305.129249572754","304.328075702374","304.408996582031","305.862503051758","305.059292063994","303.818756103516","304.902935791016","304.192245483398","306.232749938965","303.807243347168","304.128881117877","301.22900390625","302.572672526042","301.885986328125","300.527008056641","300.849329630534","299.585494995117","300.24599202474","300.141895162648","300.304000854492","302.0916015625","300.473062515259","302.476582845052","299.920013427734","301.659423828125","02/07/2008"
"mat","297.095001220703","299.889829847548","301.898010253906","300.748992919922","300.907989501953","299.662506103516","299.8193359375","299.962005615234","300.376007080078","304.235834757487","301.338143484933","302.457000732422","302.589838663737","304.619669596354","302.035998535156","304.178610907661","304.057495117188","305.061849740835","304.514495849609","305.467498779297","305.210056080538","304.069244384766","305.160001627604","304.46524810791","306.055503845215","304.12825012207","305.358233283548","302.188491821289","304.944671630859","304.700988769531","303.26399230957","303.368504842122","301.988006591797","302.128336588542","300.9557558257","302.043502807617","302.944897460938","300.974623680115","302.203249613444","301.079010009766","302.592911105686","02/08/2008"
"mat","297.559005737305","301.615224202474","302.605010986328","302.745498657227","302.489664713542","302.551010131836","302.146331787109","303.246002197266","303.630004882812","304.70383199056","304.072426932199","302.598999023438","302.672002156576","304.973999023438","302.205999755859","304.683609008789","303.630252838135","307.030771108774","304.769989013672","307.103500366211","308.431231330423","307.825004577637","308.595194498698","308.27449798584","307.664009094238","306.877254486084","308.26093785903","304.796249389648","307.247334798177","307.217010498047","305.563995361328","305.342498779297","302.762496948242","303.270334879557","303.05510211813","303","304.374801635742","302.849688529968","303.447664896647","302.565002441406","303.970020887587","02/09/2008"
"mat","296.643997192383","300.186277601454","301.518005371094","300.341995239258","302.403666178385","299.554000854492","299.249003092448","300.282012939453","300.894012451172","305.269500732422","302.887289864676","303.847991943359","304.643666585286","307.584004720052","302.67900390625","306.080503675673","306.467247009277","309.639693040114","307.389007568359","308.591491699219","309.706352682675","308.304252624512","309.252732340495","308.626502990723","307.929748535156","306.998123168945","309.326706830193","304.214996337891","306.815002441406","307.315002441406","306.233001708984","307.156499226888","305.059997558594","304.760660807292","303.315755909887","304.234008789062","305.201400756836","303.307811737061","303.467247009277","304.25","304.447489420573","02/10/2008"
"mat","296.288497924805","299.949444240994","300.983001708984","300.238494873047","302.220662434896","298.791000366211","298.521667480469","299.959014892578","299.825012207031","304.992833455404","302.029292515346","303.178009033203","303.411834716797","305.562001546224","304.322399902344","306.339224921332","306.168117523193","306.68615253155","306.203506469727","307.801010131836","308.033411362592","307.877998352051","308.828198242188","308.868499755859","307.997749328613","305.907875061035","307.505818086512","303.323997497559","306.027669270833","306.726989746094","305.50048828125","306.552169799805","303.970504760742","303.684661865234","301.779411579001","302.773498535156","303.833602905273","302.04444026947","302.870752970378","302.101013183594","302.815467664931","02/11/2008"
"mat","296.934997558594","300.416281806098","302.002990722656","301.872009277344","302.764668782552","300.727996826172","300.589660644531","301.545013427734","301.523986816406","305.862503051758","302.347573416574","303.402008056641","303.001998901367","306.647338867188","303.975604248047","306.965501573351","306.608497619629","308.483534592849","307.059494018555","308.935989379883","309.918417537914","309.178253173828","309.546331787109","309.002998352051","307.994995117188","306.904006958008","308.23588292739","303.958000183105","306.088338216146","305.696014404297","303.852996826172","304.20366414388","300.665496826172","301.256673177083","300.875138907597","300.175003051758","303.471099853516","301.397968292236","303.81233215332","299.993011474609","301.966642930773","02/12/2008"
"mat","297.76350402832","301.282889472114","302.981994628906","302.513000488281","302.445668538411","302.171005249023","301.789337158203","302.686004638672","302.989013671875","306.903834025065","302.69242640904","303.697998046875","303.214330037435","304.997670491536","307.291595458984","308.615225897895","306.663623809814","305.767765925481","306.212509155273","309.559494018555","309.609945858226","309.851753234863","309.797930908203","309.110008239746","307.989753723145","306.290874481201","306.968175551471","302.513496398926","305.079996744792","304.058013916016","302.15901184082","302.23149617513","300.129989624023","301.239339192708","301.536791571255","300.65950012207","303.406002807617","301.886342048645","304.623748779297","300.355010986328","302.59237874349","02/13/2008"
"mat","299.0205078125","302.356557210286","303.611999511719","303.391494750977","302.556996663411","303.342498779297","302.880004882812","303.877990722656","304.674987792969","308.573501586914","305.1845703125","305.648010253906","305.292332967122","307.250996907552","308.326202392578","309.189997355143","308.745998382568","307.695307804988","308.211990356445","310.101501464844","310.887822768267","309.911247253418","310.807198079427","310.40599822998","309.263748168945","306.486751556396","307.945468678194","302.091995239258","303.989339192708","304.067993164062","302.673492431641","304.016006469727","301.696502685547","302.644002278646","302.967099946121","301.260009765625","304.404403686523","303.242184638977","305.768666585286","301.350006103516","302.437600368924","02/14/2008"
