TZ2009L101,TZ2009L102,TZ2009L103,TZ2009L104,TZ2009L105,TZ2009L106,TZ2009L107,TZ2009L108,TZ2009L109,TZ2009L110,TZ2009L111,TZ2009L112,TZ2009L113,TZ2009L114,TZ2009L115,TZ2009L116,TZ2009L117,TZ2009L118,TZ2009L119,TZ2009L120,TZ2009L121,TZ2009L122,TZ2009L123,TZ2009L124,TZ2009L125,TZ2009L126,TZ2009L127,TZ2009L128,TZ2009L129,TZ2009L130,TZ2009L131,TZ2009L132,TZ2009L133,TZ2009L134,TZ2009L135,TZ2009L136,TZ2009L137,TZ2009L138,TZ2009L139,TZ2009L140,TZ2009L141,TZ2009L142,TZ2009L143,TZ2009L144,TZ2009L145,TZ2009L146,TZ2009L147,TZ2009L148,TZ2009L149,TZ2009L150,TZ2009L151,TZ2009L152,TZ2009L153,TZ2009L154,TZ2009L155,TZ2009L156,TZ2009L157,TZ2009L158,TZ2009L159,TZ2009L160,TZ2009L161,TZ2009L162,TZ2009L163,TZ2009L164,TZ2009L165,TZ2009L166,TZ2009L167,TZ2009L168,TZ2009L169,TZ2009L170,TZ2009L171,TZ2009L172,TZ2009L173,TZ2009L174,TZ2009L175,TZ2009L176,TZ2009L177,TZ2009L178,TZ2009L198,TZ2009L199,date1
300.3399325,301.7913411,302.9264984,301.1828003,300.6867981,301.7594503,302.8126628,302.7847203,304.9786682,298.0289917,299.9503276,299.4339905,301.9431818,303.4595495,298.6764984,300.6320038,299.6075338,300.171405,302.3389893,301.2839966,302.2312546,301.2438329,301.0999985,300.5401755,299.5667158,302.4757462,301.1560059,300.9728989,302.1965307,301.131012,301.6811989,302.026001,301.2546831,301.8866262,302.0358815,301.9410044,301.5622482,301.4907139,301.8865006,300.8647461,303.4667549,301.830603,303.6033005,301.5939309,300.3420105,303.1401301,300.1375122,299.3420105,301.852425,302.6230062,302.4737473,302.840287,301.7149175,303.4519958,301.1158447,300.8178304,298.5108166,298.2314536,301.6779938,298.3560079,297.8487976,297.8194987,301.0742065,299.2464981,298.6798532,298.763326,301.1929932,302.3219025,300.909198,301.1921039,299.0671049,302.5743896,298.4150009,298.37318,300.2841434,303.712,299.494063,296.1681186,301.7080477,301.5897604,4/16/2008
299.7872301,301.1806742,301.5144958,300.5998006,299.757196,300.4131131,301.7126567,302.0305699,303.0743306,298.230011,300.0101674,298.8200073,301.6296331,302.8964149,297.6230011,299.9079895,298.9307007,299.3153992,301.8179932,300.9075012,301.5667572,300.6733322,300.8528748,299.9035896,298.6038513,302.9802475,301.6589966,301.4221024,302.5312637,300.8179932,301.8157745,302.0960083,301.7064972,301.3951569,301.8708227,301.438502,301.6950073,301.3768572,302.8668518,301.1367493,302.8686256,301.8288025,302.8918991,301.4724993,300.1069946,302.9110479,300.0160065,298.8609924,303.9455775,304.302002,303.876503,303.9384984,304.4123357,304.1736755,300.5643749,300.4420013,299.3583145,299.1158142,301.3414917,298.4703369,297.8697998,298.2593333,300.5156067,299.5932541,298.7478507,299.226003,299.9400024,300.4796021,299.4169983,299.8368288,298.6864222,302.6141968,297.8830032,298.006725,300.2567153,302.2647027,299.5988719,296.7526766,302.872322,301.6826151,4/17/2008
299.6043639,300.4863281,302.2194977,302.0939982,300.075,301.9258898,302.9529928,303.2009975,302.566335,294.0069885,296.3188324,297.67099,299.5760026,300.9559305,297.5134888,299.417511,298.5860341,299.0143921,301.9760132,300.4454956,301.1439972,300.4363302,300.0887413,299.7887035,298.654711,302.8049927,303.3280029,301.8451538,302.4298768,302.2449951,301.0353973,302.9909973,301.1579104,301.096282,301.2858223,300.8736623,299.9454956,300.9088571,303.3680267,299.9734993,301.9673729,301.3903992,302.0120247,300.7388524,298.7479858,301.2218708,298.7279968,299.6799927,300.8448952,302.6900024,300.1909943,300.6339053,301.8412526,300.9149984,300.0770025,300.0164998,299.1801891,299.5873663,300.1644897,297.2899984,297.367395,298.309494,300.097406,300.7177505,299.6932896,300.4176636,299.6919861,300.4199005,299.3218018,299.6637584,297.3897384,301.7030029,296.4944992,296.4424522,299.335333,302.415481,299.3361639,297.2202947,302.9000455,300.4936875,4/18/2008
298.4281602,300.5566711,302.8570099,298.7883993,299.8700012,301.2895542,301.4023336,300.1884286,301.0276591,294.7109985,296.4068349,297.6579895,300.145186,300.2466936,297.713501,299.8980103,297.1945363,299.1938049,301.769989,300.2005005,300.0762558,300.229749,299.222496,298.9652943,298.495575,300.8414917,299.9259949,300.0281494,300.3098176,300.1589966,300.0099266,300.4259949,299.5549108,300.1257811,300.7358219,299.8893382,299.8517532,300.5921413,301.3090883,298.3429985,300.8460007,298.8271973,301.2509239,298.5977151,297.6350098,300.896564,297.1945038,296.5469971,302.0766859,302.2130025,300.7464981,301.8023355,302.016332,301.4509989,299.114625,298.845993,299.5784397,299.6736367,300.1875,297.4736633,297.108197,298.5814972,299.1752014,300.6217499,298.2724304,299.3633321,301.0159912,300.2761993,299.9995972,299.5153472,296.3018413,300.4903992,296.4124985,295.5967296,297.9820469,303.3079981,298.8055327,297.7577649,301.8162781,299.943703,4/19/2008
299.7536822,301.5299886,302.4685059,300.9909973,300.4022034,301.7789951,303.4193319,302.8341457,300.9143372,295.2349854,297.7826589,298.4760132,301.074363,300.9453441,298.6875,300.4004974,298.9659698,300.0669983,302.5100098,302.2064972,301.875,301.4556656,301.3203812,300.8533523,299.3285697,300.5087433,299.776001,299.862149,300.2801252,299.526001,300.9362511,299.9859924,300.7326369,301.8107824,301.5577034,301.9308319,302.2097473,302.284293,300.1391458,301.3790054,304.2705002,302.2545959,303.287027,302.126576,301.4049988,304.3029613,301.2194977,298.7449951,303.0014745,303.2123311,303.2054977,303.2922625,302.5174967,304.1966654,300.7967186,300.5286662,300.3955002,300.3636336,301.7744904,298.8243306,298.7061951,299.2855021,301.6105957,301.1162567,300.2098563,300.5829976,301.9320068,301.3765015,300.8953979,300.9262422,298.9018426,302.8664001,298.15625,298.0860929,300.6126651,303.4449972,300.6035442,298.1659968,300.997922,301.7960536,4/20/2008
299.9635891,301.6473389,302.9060059,299.8411296,300.5312012,301.4813368,302.105662,301.3741455,301.6129964,296.1990051,298.6663361,299.026001,301.9759993,301.6087625,298.7964935,300.576004,298.7930339,300.4044067,303.1610107,302.5634918,302.1777573,301.9147517,301.2615013,301.2519459,299.5497175,301.6545029,300.0650024,299.9944,301.0045913,299.7070007,301.8716743,300.7340088,300.2638661,301.1387815,302.7127632,301.5176646,301.3527451,301.0488586,301.2981146,300.4401245,302.4514999,300.8220032,303.4894257,300.5145721,299.6340027,302.1335622,299.4714966,297.7650146,301.6601579,302.103658,301.0514908,301.9518789,301.360082,302.0593262,300.8069992,300.5506643,299.7281895,299.8807262,303.3535004,300.3276571,299.8914063,300.298996,302.3067993,301.9522476,300.9481419,301.4683329,302.8039856,302.6448975,301.7847961,301.7243421,299.0554231,302.2600037,299.3005066,298.4341819,300.2573794,304.5355191,300.7672015,297.8936777,301.8764611,301.5274052,4/21/2008
301.6699774,303.1689962,303.5169983,301.5589335,301.7457947,302.4442206,302.5620015,301.9587097,301.2059937,296.9670105,299.3771617,302.8959961,303.7618159,302.4391374,302.6880035,303.8370056,299.9082967,304.6962097,307.0859985,303.3804932,302.8799973,303.5067469,301.9346275,302.2525886,302.5522853,302.2610016,300.9179993,300.1664001,301.66104,299.631012,302.3682251,301.5759888,300.8064117,301.545187,303.9434707,301.9731649,301.4142456,300.7414289,301.5444704,300.5874977,301.9027481,301.1548035,302.5935486,300.5895713,299.0950012,301.5308718,298.9029999,299.3800049,303.3951047,303.7736715,302.435997,303.3308098,303.223086,302.1583252,301.6372824,300.9488373,300.1473122,300.2014549,301.4915009,298.7893372,298.6119995,299.5504964,301.2164063,301.1262436,300.2128601,300.8263346,300.8779907,300.9629974,300.356604,300.1788277,298.2408383,302.4179993,297.8442535,297.5926375,300.1302868,303.0187039,300.7943923,297.8815855,302.0495235,301.6362086,4/22/2008
299.3045224,301.418335,301.8099976,300.2263346,300.0661987,300.9400058,302.3803304,301.8441424,301.6943359,296.5329895,298.833669,298.9429932,301.4084528,301.6720328,297.4994965,299.7180023,298.0541656,299.2465942,301.7309875,300.6165009,301.0774994,300.7897542,300.2216225,299.7225234,298.4267142,301.3852386,300.5369873,300.3893997,301.1732053,299.9819946,301.3053757,301.3059998,301.3940444,301.4913769,302.163059,301.5036672,302.4055023,301.9360046,301.2232926,300.2322502,302.5933685,300.8459961,301.8949524,300.7343597,299.4559937,302.9426906,299.4264984,298.0889893,302.7138399,304.4816691,304.1155014,303.5783096,303.1723353,304.4349976,299.9484367,299.7056681,298.958189,298.5117271,300.5805054,297.3660075,296.7254089,296.6536611,299.9603943,298.3074951,298.3277196,298.5423381,298.1470032,299.6326965,298.6223999,299.1717245,297.9271064,302.1650024,296.9934998,297.0390015,299.6877645,301.7172569,299.5158606,295.8262374,301.6322458,301.2180201,4/23/2008
299.6231357,300.9103292,301.3899994,301.2708639,299.6620056,300.7196689,302.4043274,302.8974261,300.3373311,293.5130005,295.9263407,296.5239868,299.3899092,299.5575172,296.51651,298.7184906,298.8981679,297.7829956,300.2940063,300.2650146,301.3522491,299.8568319,300.0986214,299.3521764,297.919002,301.3750076,300.4159851,299.960498,300.7699379,299.7630005,300.3042747,301.4089966,300.0805442,300.5193129,300.7187662,300.3758341,301.1460037,300.7305777,301.6496474,299.6930008,303.3313675,301.2930054,301.286351,301.4547185,300.2820129,302.5246967,299.8974915,299.6809998,300.2290023,301.5859985,300.9595032,300.8451669,300.8097534,302.0400085,300.1904688,300.3144938,297.3805676,297.2523637,299.9965057,297.0016683,296.5161987,297.1855062,299.0954041,298.0802536,297.5861468,297.8866781,299.4719849,299.1308014,299.3578003,298.9020701,296.41258,301.6966003,296.1607513,295.5700018,298.7203296,299.9543344,298.4028629,295.0052059,301.6248624,300.0725995,4/24/2008
300.0020211,301.596995,302.5009918,300.1090007,300.5487976,301.2987739,301.6023356,301.3162842,300.8503316,295.5039978,297.9791667,297.9370117,301.3010892,300.7640349,297.7169952,300.0265045,298.0547333,299.072998,301.3980103,301.0240021,300.5387497,300.9407527,299.1052513,299.7766436,299.0218593,300.5865021,299.2539978,299.0675537,300.0561218,298.6380005,300.1425003,299.8299866,298.7595007,299.3615007,300.9893512,299.4355062,299.5234985,299.3155692,300.3929425,298.7556267,301.5709953,299.9289978,301.535273,299.499139,298.5629883,300.84526,298.1734924,297.7569885,301.1331064,301.0756632,299.5735092,300.342453,300.7485835,300.6176758,299.6928139,299.2669983,297.2846241,297.0546348,298.4660034,295.5076701,295.8247986,296.2226613,298.5531921,297.951004,297.2158595,297.6836751,298.9219971,300.7235016,298.9254028,299.3653785,296.242369,300.7914001,295.0325012,295.2655445,298.0418599,302.2061101,297.8460133,294.7444745,300.4487079,299.5972985,4/25/2008
300.6543433,302.2289937,302.885498,300.529069,300.8734009,301.5727776,301.7406616,301.1452855,300.9949951,296.1130066,298.3085022,297.8999939,301.9772755,300.8063112,298.496994,300.8625031,298.370637,299.5330078,301.6919861,301.2880096,300.1640015,301.3185857,298.3279991,299.8307621,299.688712,301.9150009,301.2009888,300.9257523,301.344711,300.9849854,301.1189751,301.7590027,300.2675934,300.4570007,301.757116,300.536499,301.3197479,300.1525705,301.843321,298.0567474,301.3287468,299.498407,300.8289001,298.9324995,297.8429871,301.4450843,297.6604919,297.8320007,299.6993151,301.9673258,300.9082489,300.3588344,300.6035843,301.7486674,299.4849052,298.7688344,298.0240612,297.7890902,299.4725037,296.5290019,296.1492004,296.8916677,298.8130005,298.3909988,297.441428,297.9189962,299.4440002,299.0525024,298.7963989,298.3053452,295.8070036,299.842395,295.6052475,295.1507291,297.6331438,301.0825568,297.8976576,295.5260315,301.6790133,299.6871664,4/26/2008
300.4461358,302.043335,304.2545013,301.8072713,301.4225952,302.6645542,302.9403381,302.4552874,301.0843404,295.3900146,297.3389994,297.3049927,300.4410928,300.3776203,296.6649933,299.0910034,299.4510671,298.1040039,300.2529907,301.239502,302.5272522,300.2457479,301.6884995,300.3202945,298.1398533,302.3154984,300.8529968,300.9104477,301.5057118,301.0400085,301.1228241,301.8280029,300.315499,301.0804691,301.2769398,301.1293335,301.0927505,300.9607152,302.3311435,300.9021263,302.6090012,301.4902039,302.42985,301.3142853,299.6010132,302.0942157,299.4859924,299.8200073,300.8816336,301.9053243,300.8627548,301.1323344,301.0065028,301.8373311,300.7880325,301.1371613,298.7476234,299.0646362,300.5835114,297.4079997,297.5788025,296.8221639,301.7286011,299.3342438,300.2952837,300.0139974,299.3089905,300.1656982,298.4643982,299.3887897,298.7789435,302.2618042,297.5210037,298.2193631,300.5037638,302.1951102,299.9908861,296.2183506,302.3719529,300.9385023,4/27/2008
296.8815224,298.7830098,300.2825012,299.0224691,297.9932007,299.4389988,301.8499959,301.1438555,302.5230001,294.0169983,296.2623342,297.0280151,298.5121821,300.8023787,295.2685089,297.348999,297.1541321,297.0989929,299.9200134,300.9185028,301.1060028,299.6884969,300.1326256,299.3254107,296.5937108,302.8387527,302.3720093,301.5140503,302.4020193,301.0379944,301.6273743,302.9179993,301.9015891,301.6365013,301.2327037,301.4941661,301.8202515,301.8749956,302.8529134,300.3061256,302.9811249,300.582605,302.5686226,300.3472857,299.8380127,303.519388,299.6754913,296.8670044,300.9260527,303.1419983,302.6825027,301.8842134,301.7417526,303.8803304,299.4371262,299.7975006,299.713747,299.485457,301.0235138,298.1319987,298.1593994,298.3868306,301.2339905,300.1850052,299.6252877,299.9570007,299.8519897,301.4644043,299.5399963,300.4861029,298.3181602,301.9298035,297.5424957,297.4892689,299.8934283,301.4651874,299.9238231,297.2179117,302.7504005,301.1822638,4/28/2008
299.8060691,301.0836589,301.625,300.8085327,299.8675964,301.0478855,302.5443319,302.1410043,301.0850016,295.1319885,297.2236633,297.5690002,300.4825467,300.5028634,298.572998,300.6134949,299.5232666,299.6357971,302.4620056,302.7810059,302.9570007,301.9094162,302.2548752,301.6393522,299.7102836,301.2415009,300.6530151,301.2502014,300.6575336,301.2680054,301.0077744,301.1300049,300.6801383,301.2140627,301.5821192,301.2191671,301.9384995,301.6740025,301.8513534,301.3797531,302.8243752,301.5487976,302.645475,301.5057133,299.9360046,302.6473495,299.8934937,298.8590088,301.7297395,301.5546672,301.9087524,302.4267382,301.0157522,302.6890055,301.6734362,301.4948324,300.5986881,300.1377258,301.4140015,298.6756694,298.6697998,299.3591715,301.1627991,301.0472488,300.0942862,300.690328,299.9750061,300.2993011,299.3536011,299.2716201,298.0871598,303.8485962,297.753746,297.4505449,300.6600967,302.8200729,300.9577992,297.8250014,302.363323,301.3801418,4/29/2008
300.4483629,301.9170024,303.3050079,301.6909342,300.860199,302.1003316,303.1900024,303.2211391,301.9930013,296.1149902,297.8821665,297.4530029,300.9439059,301.127654,297.3265076,299.5599976,299.6156006,298.6531982,301.32901,302.1419983,302.078743,301.1851705,300.8956223,300.4429968,298.5038583,303.4070053,301.8760071,301.1015015,302.973142,300.4719849,302.5424744,303.0809937,301.7341836,301.9457474,302.8357077,302.0253347,303.3907471,301.7460066,303.0410282,300.9406281,303.9106255,302.1234009,302.6730507,302.1150033,301.0669861,303.873697,300.8695068,299.8999939,301.8203719,302.2976685,303.0747528,302.5380234,301.3740031,304.6673381,300.8343134,300.8828328,300.6088123,300.5352728,300.6230011,297.8993225,297.8013977,298.7693278,300.6369995,301.0857544,299.9779968,300.8116659,300.1069946,301.0335022,299.4684021,300.0820334,298.0551051,302.4388062,296.919754,297.1618208,300.0375715,302.8237757,300.4842158,298.1844429,303.3450308,301.6117121,4/30/2008
299.9161828,301.2993368,301.9154968,300.7539998,299.9674011,301.0305583,302.53066,302.1217128,301.7660014,295.5020142,297.9005025,298.223999,300.7260021,301.7257575,297.5475006,299.7154999,299.333666,299.0539978,301.8460083,303.2875061,302.9352417,302.2144979,301.5152512,301.9977632,299.4287109,302.8052521,303.3729858,301.1762466,302.6242445,300.0140076,302.087899,304.0570068,302.592908,303.3873739,302.586704,303.1985016,303.1074982,303.4150042,303.7931456,300.3133736,302.8788757,301.0982056,302.7318497,300.9107884,299.803009,302.7146102,299.5490112,298.7269897,302.2828963,303.7050069,302.1672516,302.4192875,303.3772481,303.0230001,301.3302183,301.1870015,299.5954361,299.3907249,300.0674896,296.8926697,296.2705994,296.7283376,299.5125916,298.6432419,297.9272853,298.2526754,301.5119934,301.2160034,300.4605957,300.2003426,297.7538404,302.3328064,296.3170013,296.8186368,299.5619536,303.6059638,300.8023407,296.9879384,304.0209078,301.5824299,5/1/2008
300.6242038,301.9203389,303.2059937,302.2610006,300.8774048,302.1464505,303.5446676,304.0012948,302.6853333,295.6610107,297.8970032,297.4349976,300.7515453,301.3770005,297.3135071,299.5500031,300.1493317,298.6182068,300.9989929,302.0384979,302.672493,301.1990789,301.0493736,300.9367083,298.9850028,303.7232513,304.072998,302.2748001,303.4093871,301.8559875,302.3507744,304.7130127,303.4135881,302.7049685,302.5004739,302.3544973,304.0295029,303.6047189,303.4541473,300.7996254,304.9627533,302.6533997,303.1186516,302.7442147,302.1600037,304.9343447,301.960495,300.6180115,304.3784742,304.9099935,304.7277527,304.2494056,304.890831,305.6279907,301.3749075,301.4901733,300.6097527,300.7902721,301.4394989,298.6416728,298.3683899,299.051005,300.8237976,300.8455048,299.6175668,300.2813314,302.1319885,302.2358978,301.2650024,301.1777923,298.1836355,302.2817993,297.7430038,297.3647294,299.8617641,303.41863,300.7400362,298.3738807,303.6379085,302.3058091,5/2/2008
299.9078869,301.2753296,302.7675018,301.9096008,300.5181946,301.9815538,303.416331,303.5204293,300.2749939,294.5490112,296.6034953,297.0429993,299.9449102,299.8590698,296.9985046,299.2710114,299.1798035,298.2484009,300.5239868,301.0865021,301.8540039,300.4271698,300.8351288,300.2344737,298.4461452,303.2195053,303.223999,302.6835983,302.2735315,302.7099915,301.1585991,303.4979858,302.1896348,301.5302839,301.1472347,301.2970022,302.2562408,301.7974243,303.8207074,300.2856216,304.2626266,301.6741943,301.6607521,301.7086443,301.0499878,304.2049574,300.246994,299.901001,299.4869433,301.127004,302.1669998,301.4341656,299.8000005,304.5073344,300.5460949,300.5369975,298.6289349,298.9714522,299.8085022,297.0943298,297.1470032,298.0318298,299.873999,299.8955002,299.0821446,299.6526693,299.0580139,300.096698,298.6008057,298.818795,297.0037376,301.8406067,296.1857529,296.3417303,299.4121951,301.8793708,299.4966975,296.6654717,303.5890625,301.1299958,5/3/2008
299.2675226,300.8686727,302.4500122,301.3507365,300.3125977,301.8498942,303.6246643,303.1788548,301.0176697,295.4219971,297.0313263,297.0289917,299.7223622,300.2011035,297.0455017,299.1334991,299.0636698,298.3400024,300.8190002,302.375,301.9585037,301.3298314,301.0587463,300.8617051,298.681863,303.1350021,302.480011,302.3578476,302.5175096,302.4679871,302.0977745,302.7099915,302.3251828,302.0521879,302.1738245,302.0014954,302.6490021,301.9541452,302.4971457,301.1001244,304.1463737,301.9990051,303.1670746,302.0279236,301.2909851,304.2895216,301.0565033,299.0870056,304.5312131,304.5183309,304.7169952,304.2144056,304.5728327,305.2690023,300.7941875,300.6399994,299.3988743,299.4460893,301.2064972,298.5650024,298.8491882,299.2071635,301.7952026,300.683754,300.2677176,300.5333354,299.9760132,300.6179016,299.667395,300.2291754,298.5627923,302.6616028,298.0332413,297.8293623,300.4408075,303.4616665,300.6035303,297.2511489,302.3473839,301.7533559,5/4/2008
300.652796,301.9873352,303.4854889,302.0041341,300.9356018,302.2474467,303.3666687,303.1164289,300.7839966,295.6570129,297.7365011,298.019989,301.1539112,300.8058282,297.9790039,300.3865051,300.2500661,299.285199,301.9840088,302.1900024,302.5724945,301.5128326,301.3806229,301.000885,299.5414298,303.8557434,303.5570068,301.6315521,303.4846964,299.3120117,302.7228752,304.1390076,303.8296356,303.0935335,302.6867065,302.8419952,307.4169998,303.1022862,303.2495306,301.5995026,303.5127525,302.8359985,303.0802765,302.6988547,300.6749878,303.668871,301.0975037,300.348999,303.6713691,304.7526652,304.4454956,304.2997393,303.572497,304.7233378,301.547719,301.3954976,300.8289413,300.6820956,302.10849,299.603007,299.7208008,300.2004903,302.3072021,301.9505081,300.9939924,301.5126648,300.8049927,300.2436005,299.7697998,300.1870685,298.8833136,302.9755981,298.7912445,298.3292736,300.9256156,303.6638896,301.3491381,298.5231772,303.5454313,302.4386783,5/5/2008
300.9758197,302.3846639,303.088501,303.1091329,301.2498047,302.5832214,304.3753357,304.88814,301.3150024,295.3200073,297.4164937,297.7340088,301.0736361,300.7235507,298.1089935,300.7089996,300.5222982,299.2047974,301.7200012,302.4434967,303.2919998,301.4465027,302.2122498,301.3990586,299.5142866,304.2450027,303.8580017,303.0841034,303.7814898,303.17099,302.7966278,304.0289917,304.039727,302.8670921,302.4182344,302.4234975,305.4417496,303.4908534,303.4053228,302.3633728,305.8722458,303.8030029,304.8989243,303.5976475,302.6900024,305.8619995,302.4029999,301.368988,303.4558427,306.1370036,306.8912506,305.8790225,303.9670029,307.273997,301.963625,302.0051727,301.3724957,301.1262734,303.0285034,300.2756755,300.0012024,300.8613332,302.5825989,302.3965073,301.2852783,301.8689982,301.2260132,302.1796936,300.6455933,301.4780358,300.0310524,303.6429993,299.2205048,299.2826372,301.6370486,304.9682606,301.4004544,299.1555283,303.3921678,303.2712635,5/6/2008
301.1773397,302.6346741,303.6349945,303.6192017,301.5645996,303.063107,304.9226583,305.3767133,302.1129964,295.1830139,297.2111664,300.1560059,301.1950906,301.524312,299.3899994,301.23349,300.7764648,301.2216003,303.8540039,302.9244995,303.8282547,302.5250804,302.8750076,302.1351767,300.5424325,307.0022507,305.3340149,303.0883514,305.2748774,302.4370117,304.0130264,308.7319946,305.2815885,304.0808458,304.006292,303.8186696,304.6552429,304.5405709,304.4009426,303.161747,306.4103813,305.2290039,305.7928482,304.7757176,304.0220032,306.4026503,304.0325012,301.7179871,302.1800521,306.0243327,305.597496,303.9539991,304.0901642,306.6303304,302.365344,302.2149963,301.6674976,301.4956332,303.7689972,301.2313334,300.8127991,301.6968333,302.8604004,303.263504,301.8695679,302.6543274,301.7640076,301.6673004,301.7031982,301.8465166,301.105737,303.9514038,300.3127518,300.4034563,302.2004322,302.0241157,302.3018355,299.5695029,303.4885841,303.0934097,5/7/2008
301.2100677,302.3849996,303.4190063,302.7389994,301.1680054,302.6902195,303.8103333,303.7368556,301.5143331,295.3659973,297.2651672,299.2869873,301.6004528,301.0422742,300.4044952,302.3350067,300.717868,301.7288025,303.973999,303.591507,303.7340012,302.5420837,302.7859993,302.4318237,300.6988613,301.4154968,302.0840149,302.0449997,301.6136935,301.1210022,302.029776,302.1080017,304.8954093,304.5887804,302.9451168,304.2886658,304.9729996,305.7735726,301.6220281,302.2859993,303.8081245,302.9719971,304.5439499,302.476144,300.7879944,303.5683501,300.7884979,300.7730103,301.2560537,303.6573385,302.4072495,302.6327159,301.9095027,303.4793294,302.4421244,302.4496663,301.3598747,301.2528187,302.9644928,300.2986654,300.1244019,301.1151733,302.6803955,302.6907578,301.5011379,302.0156657,302.6499939,302.183905,302.203595,303.2343792,300.8766865,304.0771973,299.3664932,299.2462713,301.6328081,300.8313327,302.8704293,299.1899692,302.5662311,303.0682431,5/8/2008
300.9701802,302.3793335,303.6934967,301.8662679,301.2828064,302.4715542,303.1660055,302.6481454,302.7006632,296.0440063,298.1166687,299.2340088,301.7505438,302.0216559,299.0829926,300.9815063,300.4543671,300.589801,303.1600037,302.8450012,303.2020035,302.3041687,301.8725014,301.6360007,300.2942854,301.4649963,299.7909851,300.5693512,301.1246319,301.0289917,302.2916,300.8909912,301.3718178,303.1324997,302.9495868,303.2253316,302.9622498,304.1397138,301.2874406,301.6588745,303.2145004,302.5119995,303.0146255,302.4808568,300.7770081,302.9685205,301.0200043,299.730011,303.5805776,303.2283325,301.9942474,302.4980222,303.0861638,303.072998,302.1758718,302.2916667,300.3308716,300.6535478,302.0449982,299.1009928,298.9623962,299.1865031,301.8802063,301.6210022,300.7779977,301.2883301,301.6990051,299.9741974,301.1406006,300.3665172,298.347841,303.8971985,298.3530045,297.7226341,300.8713306,301.7000382,301.2083783,298.2946454,302.1904471,301.4313325,5/9/2008
300.9107479,302.1493327,303.0250092,301.3759338,300.8216064,301.7225579,302.467336,302.4887129,301.7813314,296.3980103,298.5266673,299.5249939,302.0589988,301.7314821,299.220993,301.1175079,300.6002665,300.9864075,304.776001,303.7415009,303.2724991,303.2780024,301.9532471,302.0874706,300.4448504,302.5159988,302.375,302.5226486,301.7584067,302.4639893,302.9105751,302.8450012,303.0081343,302.5814381,304.2400585,302.75383,304.1975021,304.165863,303.0059411,301.9768715,303.0893707,302.7109985,303.5701744,302.6310054,300.3739929,302.8985675,300.7534943,299.9429932,303.8581029,303.4363403,301.9322433,303.0492648,303.9065806,302.7623291,302.2036572,302.2088318,301.1338787,300.7295477,302.2185059,299.4036662,299.5710022,299.9654999,302.391394,301.8125076,301.052002,301.5390015,302.2399902,301.7779022,301.680603,301.4674472,299.3406854,303.7165955,298.986496,298.7003645,301.2642386,304.2777766,302.1045953,298.403823,303.4600628,302.3904638,5/10/2008
301.5458866,302.8426717,303.9284973,302.8987325,301.8055908,303.0751105,303.6203308,304.0201416,301.346995,296.3609924,298.6738332,298.9899902,302.2320862,301.410172,299.1174927,301.375,301.4027313,300.4356018,302.0549927,302.3374939,304.0977554,299.7737503,303.4936256,301.9784707,300.0648586,301.7535095,303.3609924,303.2696487,301.307061,303.0310059,300.1528015,302.9689941,303.9248616,302.6897507,299.6877657,301.7711639,306.3700104,305.4509931,303.489677,303.0241241,303.9177475,303.5254028,304.5576988,303.6615688,301.4490051,303.171392,301.8444977,301.3850098,301.3687921,301.8336589,301.4407578,301.92731,301.3512497,302.5493368,302.7543716,302.7356618,303.2904358,302.6471807,303.3830109,300.5683289,300.5253967,300.9473317,303.3315979,303.1380005,303.6457171,303.6959941,303.0669861,303.7544037,302.6307983,302.6577938,300.1513174,304.8749939,299.8919983,299.6237294,302.4664801,304.1501849,304.5844302,299.702292,304.5213698,303.661039,5/11/2008
301.3812499,302.7283325,303.7890015,302.1887349,301.5817932,302.5178867,303.0026652,303.068573,302.7696737,298.7219849,300.7649994,299.881012,303.28436,303.0022088,299.0895081,301.4824982,301.0356018,300.6619995,302.9970093,304.1650085,304.1422501,302.6060028,302.769001,302.8240015,300.6802891,304.217247,302.5690002,303.1194992,303.3241228,303.5830078,303.3877487,303.3989868,302.9931405,304.2095623,303.3842379,304.0340017,304.4129944,304.9814279,303.9735314,302.0706253,303.4413795,302.5349976,304.2612244,302.5601414,300.803009,302.8633901,300.7640076,300.4970093,301.3960539,303.1303304,301.9097519,301.655761,302.01592,302.8006694,302.869875,302.9605001,300.7716885,300.8873652,302.8795013,299.7196757,299.7115967,300.0483297,302.5694031,301.8812561,301.1377084,301.4893392,303.2349854,303.3360992,303.1885986,303.3391366,299.775895,304.4645996,299.2807541,298.8669961,301.5319025,302.5419244,302.6402924,298.5357047,304.3095689,302.5731993,5/12/2008
