"","MW2012C3999918","MW2012C3030519","MW2012C3030506","MW2012C3031005","MW2012C3030404","MW2012C3010107","MW2012C3010102","MW2012C3020815","MW2012C3020803","MW2012C3020403","MW2012C3010209","MW2012C3010201","MW2012C3010210","MW2012C3020103","MW2012C3020619","MW2012C3020703","MW2012C3030816","MW2012C3030613","MW2012C3010508","MW2012C3031313","MW2012C3010311","MW2012C3010309","MW2012C3020211","MW2012C3020209","MW2012C3020213","MW2012C3031116","MW2012C3020915","MW2012C3020913","MW2012C3020303","MW2012C3030904","MW2012C3010417","MW2012C3030716","MW2012C3010611","MW2012C3031213","MW2012C3031206","MW2012C3030206","MW2012C3030115","MW2012C3030112","MW2012C3030114","MW2012C3020515","MW2012C3020513","MW2012C3020813","MW2012C3030606","MW2012C3010517","MW2012C3020203","MW2012C3020503","MW2012C3030306","MW2012C3030514","MW2012C3030414","MW2012C3020603","MW2012C3030214","MW2012C3030204","MW2012C3030804","MW2012C3010503","MW2012C3010509","MW2012C3031105","MW2012C3010409","MW2012C3030714","MW2012C3030314","MW2012C3030304","date1"
"mat","301.123580932617","301.095001220703","302.751007080078","303.629595947266","300.843490600586","301.225006103516","300.18775177002","302.322006225586","300.60400390625","300.834004720052","300.857991536458","302.421493530273","303.350006103516","300.784873962402","301.321990966797","301.830749511719","299.561004638672","301.993998209635","299.616504669189","301.559997558594","301.981002807617","300.823753356934","303.325988769531","301.619995117188","303.299499511719","302.9375","NaN","301.028601074219","300.798329671224","300.454010009766","300.330993652344","302.179504394531","NaN","302.893005371094","303.269500732422","302.830490112305","303.311996459961","302.845001220703","302.27124786377","303.240997314453","303.628509521484","300.752014160156","302.957000732422","301.178995768229","302.036003112793","302.890014648438","302.494255065918","301.506011962891","300.683990478516","301.033009847005","302.700988769531","302.629669189453","300.583999633789","299.588989257812","300.31925201416","303.356658935547","299.983001708984","301.002990722656","301.420013427734","301.56201171875","08/30/2009"
"mat","301.701667785645","301.869003295898","303.322998046875","304.3916015625","301.460006713867","301.804992675781","300.72900390625","302.786010742188","301.072607421875","301.614003499349","301.412333170573","303.065002441406","304.029998779297","301.332252502441","302.126007080078","302.38200378418","300.450012207031","302.749003092448","300.246246337891","302.109670003255","302.434494018555","301.321250915527","303.605010986328","301.966003417969","303.600494384766","304.008499145508","NaN","301.347399902344","301.297993977865","300.934997558594","300.959991455078","303.020004272461","NaN","303.128997802734","303.484497070312","303.095993041992","303.636001586914","303.269999186198","302.674499511719","303.764007568359","304.059509277344","301.072509765625","303.813995361328","301.880655924479","302.487495422363","303.424011230469","302.850746154785","302.414001464844","301.324005126953","301.671661376953","302.980987548828","302.938995361328","301.158493041992","300.053985595703","300.77424621582","304.320658365885","300.582000732422","301.596008300781","301.893005371094","301.893005371094","08/31/2009"
"mat","301.675341288249","301.958511352539","303.493988037109","304.657800292969","301.561508178711","301.585998535156","300.556251525879","302.833511352539","301.129602050781","301.64833577474","301.320343017578","302.917495727539","303.845001220703","301.320999145508","302.2919921875","302.561004638672","300.450012207031","303.007334391276","300.159496307373","302.351674397786","302.427993774414","301.273246765137","303.688995361328","301.966003417969","303.794998168945","304.138000488281","NaN","301.578601074219","301.317993164062","300.934997558594","300.575988769531","303.19450378418","NaN","303.304992675781","303.714004516602","303.254501342773","303.67399597168","303.406667073568","302.70849609375","303.769012451172","304.126007080078","301.251998901367","304.128997802734","301.580006917318","302.576248168945","303.440002441406","303.057243347168","302.532012939453","301.385009765625","301.873672485352","303.134002685547","303.005676269531","301.180999755859","300.053985595703","300.785995483398","304.585998535156","300.328002929688","301.738006591797","301.989990234375","301.893005371094","09/01/2009"
"mat","301.291333516439","301.817001342773","303.148010253906","304.372601318359","301.460006713867","301.089996337891","300.116004943848","302.18701171875","300.512609863281","300.774007161458","300.998331705729","302.617004394531","303.472991943359","300.698745727539","301.261993408203","301.928749084473","300.425994873047","302.5","299.615375518799","301.829996744792","302.147506713867","300.987998962402","303.246002197266","301.619995117188","303.153503417969","303.99250793457","NaN","301.043194580078","300.747670491536","300.864990234375","300.428985595703","303.020004272461","NaN","302.927001953125","303.299499511719","302.860000610352","303.311996459961","302.888000488281","302.270492553711","302.997009277344","303.484497070312","300.746505737305","303.738006591797","301.212656656901","301.988746643066","302.743011474609","302.689750671387","302.309997558594","301.324005126953","301.01383972168","302.746002197266","302.720326741536","301.123992919922","299.588989257812","300.329498291016","304.246337890625","300.102996826172","301.596008300781","301.768005371094","301.742004394531","09/02/2009"
"mat","300.562494913737","301.736999511719","303.101989746094","304.658197021484","301.425003051758","298.924987792969","297.778755187988","301.419006347656","299.578796386719","300.363993326823","297.875335693359","299.478012084961","300.934997558594","300.706119537354","300.648986816406","301.433502197266","300.425994873047","302.584665934245","299.469757080078","301.829335530599","302.101989746094","300.825744628906","303.287994384766","301.619995117188","303.180999755859","304.107513427734","NaN","300.898803710938","300.52099609375","300.864990234375","298.472991943359","302.966506958008","NaN","302.877014160156","303.269500732422","302.830490112305","303.076995849609","302.757008870443","302.08975982666","302.174011230469","303.168991088867","300.17350769043","303.778991699219","300.446004231771","301.80924987793","302.125","302.65599822998","302.200988769531","301.273010253906","300.456502278646","302.700988769531","302.565002441406","301.122497558594","299.653991699219","300.390747070312","304.913004557292","298.117004394531","301.576995849609","301.716003417969","301.699005126953","09/03/2009"
"mat","301.309160868327","301.740493774414","303.096008300781","304.313604736328","301.38249206543","300.997985839844","300.098251342773","302.150497436523","300.369403076172","300.774007161458","300.913340250651","302.473510742188","303.350006103516","300.813751220703","301.220001220703","301.733749389648","300.425994873047","302.41933186849","299.689247131348","301.766001383464","302.224502563477","301.009994506836","303.417999267578","301.867004394531","303.389999389648","303.929000854492","NaN","300.972003173828","300.797332763672","300.855010986328","300.432006835938","302.849502563477","NaN","302.851013183594","303.22151184082","302.782501220703","303.275497436523","302.762003580729","302.112251281738","302.980987548828","303.492004394531","300.641006469727","303.640014648438","301.31499226888","302.050003051758","302.743011474609","302.653251647949","302.201995849609","301.278991699219","300.902170817057","302.599990844727","302.365661621094","301.091995239258","299.798004150391","300.530754089355","304.415995279948","300.080993652344","301.485992431641","301.710998535156","301.68798828125","09/04/2009"
"mat","301.21849822998","301.619506835938","303.023010253906","304.194006347656","301.244506835938","300.440002441406","299.768249511719","302.28450012207","300.383001708984","300.806335449219","300.346995035807","301.716995239258","302.170013427734","300.795124053955","301.220001220703","301.456245422363","300.425994873047","302.357666015625","299.88737487793","301.709665934245","302.321990966797","301.109252929688","303.425994873047","301.966003417969","303.365997314453","303.826507568359","NaN","300.964801025391","300.825998942057","300.864990234375","300.428985595703","302.684005737305","NaN","302.877014160156","303.269500732422","302.830490112305","303.315505981445","302.853332519531","302.310745239258","303.222991943359","303.59700012207","300.654998779297","303.528015136719","301.274678548177","302.067497253418","302.843994140625","302.631004333496","302.055999755859","301.183013916016","300.881998697917","302.736999511719","302.710998535156","301.061492919922","299.997009277344","300.754753112793","304.445332845052","300.078002929688","301.305999755859","301.695007324219","301.692993164062","09/05/2009"
"mat","301.075917561849","301.787994384766","303.132995605469","304.297003173828","301.353500366211","300.252990722656","299.568244934082","302.23649597168","300.278997802734","300.585001627604","300.094329833984","301.361999511719","302.164001464844","300.524868011475","300.944000244141","300.840003967285","300.462005615234","302.355662027995","299.660129547119","301.696665445964","302.167007446289","301.005493164062","303.165008544922","301.619995117188","303.150009155273","303.917007446289","NaN","301.002008056641","300.628672281901","300.941986083984","300.397003173828","302.856994628906","NaN","302.923004150391","303.296508789062","302.869506835938","303.871002197266","303.013000488281","302.720748901367","303.10400390625","303.511001586914","300.680999755859","303.688995361328","301.187998453776","301.935501098633","302.743011474609","302.695503234863","302.286987304688","301.289001464844","300.584996541341","302.755508422852","302.729339599609","301.103988647461","299.588989257812","300.365753173828","304.471669514974","300.078002929688","301.417999267578","301.792999267578","301.776000976562","09/06/2009"
"mat","302.043919881185","302.335998535156","303.730987548828","305.547998046875","301.931991577148","301.695007324219","300.732238769531","302.494506835938","300.763201904297","301.360331217448","301.319000244141","302.863006591797","303.821990966797","301.441005706787","301.524993896484","302.284996032715","300.890991210938","303.259002685547","300.280254364014","302.481333414714","302.516998291016","301.40625","303.559997558594","301.966003417969","303.487503051758","305.007507324219","NaN","301.202801513672","301.151326497396","301.410003662109","301.052001953125","303.664001464844","NaN","303.183990478516","303.765487670898","303.387496948242","303.604507446289","303.134999593099","302.708251953125","303.411010742188","303.774490356445","300.858001708984","304.457000732422","301.951334635417","302.279487609863","303.156005859375","303.282745361328","302.850006103516","301.821990966797","301.327662150065","303.315505981445","303.180338541667","301.628997802734","300.119995117188","300.806495666504","305.983662923177","300.623992919922","302.0419921875","302.391998291016","302.240997314453","09/07/2009"
"mat","302.871587117513","303.90299987793","305.14599609375","307.301208496094","303.723495483398","301.552001953125","300.669006347656","302.970504760742","301.167602539062","301.943328857422","301.327331542969","302.828491210938","303.535003662109","302.407875061035","302.167999267578","303.459754943848","302.93798828125","304.406667073568","301.124000549316","303.646667480469","303.65998840332","302.229507446289","304.424011230469","303.174011230469","303.839004516602","306.871994018555","NaN","302.592199707031","301.755666097005","303.25","301.058013916016","305.626495361328","NaN","304.761993408203","305.186492919922","304.783996582031","304.509506225586","304.42100016276","303.626251220703","303.721008300781","304.064498901367","301.727493286133","305.787994384766","302.117665608724","302.691253662109","303.346984863281","304.73225402832","304.376007080078","303.429992675781","302.058171590169","304.638000488281","304.411661783854","303.451995849609","301.205993652344","302.008750915527","307.500325520833","300.631988525391","304.016998291016","303.924011230469","303.888000488281","09/08/2009"
"mat","302.980499267578","303.774002075195","305.050994873047","307.311401367188","303.599502563477","302.070007324219","301.135246276855","303.244506835938","301.709802246094","301.92333984375","301.723663330078","303.228988647461","304.230010986328","302.236499786377","302.464996337891","303.45174407959","302.795989990234","304.511993408203","301.229248046875","303.691324869792","303.282012939453","302.359748840332","303.644012451172","302.342010498047","303.524505615234","306.829986572266","NaN","302.691192626953","301.611999511719","303.067993164062","301.807006835938","305.516494750977","NaN","304.56298828125","305.003005981445","304.580001831055","304.448501586914","304.244995117188","303.43675994873","303.945007324219","304.020004272461","302.061004638672","305.752990722656","302.700337727865","302.540504455566","303.424011230469","304.574493408203","304.244995117188","303.303009033203","302.313837687174","304.362991333008","304.093343098958","303.290496826172","300.933013916016","301.560256958008","307.550659179688","301.283996582031","303.89599609375","303.722991943359","303.679992675781","09/09/2009"
"mat","302.429089864095","302.122497558594","303.548004150391","304.628204345703","301.677001953125","302.226013183594","301.347496032715","302.762008666992","301.010998535156","302.17333984375","302.15766398112","303.623992919922","304.415985107422","302.318000793457","302.153015136719","302.516510009766","300.691009521484","303.203002929688","301.319995880127","302.430338541667","303.912994384766","302.64574432373","305.170013427734","303.507995605469","304.969009399414","304.031997680664","NaN","301.196801757813","302.578328450521","301.188995361328","301.838012695312","303.171508789062","NaN","302.938995361328","303.40950012207","302.950988769531","303.675003051758","303.032338460286","302.525505065918","303.790008544922","304.709991455078","300.959503173828","304.345001220703","302.689666748047","303.73649597168","303.983001708984","302.90975189209","302.700988769531","301.544006347656","301.81716410319","302.84049987793","302.740000406901","301.406005859375","301.386993408203","302.174247741699","304.256998697917","301.571014404297","301.809997558594","301.980010986328","301.950012207031","09/10/2009"
"mat","303.045585632324","303.246505737305","305.003997802734","306.224200439453","302.641494750977","302.226989746094","301.432754516602","303.637008666992","301.772204589844","302.500335693359","302.213002522786","303.698501586914","304.454010009766","302.672378540039","302.640991210938","303.644248962402","300.829010009766","304.275665283203","301.366878509521","303.608673095703","303.871994018555","302.647247314453","305.158996582031","303.428985595703","305.13200378418","305.223510742188","NaN","302.900604248047","302.649993896484","301.493011474609","301.960998535156","304.29150390625","NaN","304.910003662109","305.22900390625","304.772003173828","304.946502685547","304.690999348958","303.811752319336","304.428009033203","305.11100769043","302.253509521484","305.566986083984","302.873006184896","303.848999023438","304.223999023438","304.566497802734","303.93701171875","302.555999755859","302.449666341146","304.503494262695","304.070668538411","301.888000488281","301.425994873047","302.147743225098","305.871999104818","301.635009765625","302.726989746094","303.436004638672","302.832000732422","09/11/2009"
"mat","302.874997456868","302.246994018555","303.540008544922","305.318408203125","301.789001464844","302.226989746094","301.436248779297","303.791000366211","302.053997802734","302.710662841797","302.371663411458","303.852005004883","304.528015136719","302.706623077393","302.899993896484","303.203498840332","300.783996582031","303.495666503906","301.475120544434","302.657999674479","303.950500488281","302.746002197266","305.278991699219","303.563995361328","305.283004760742","304.522994995117","NaN","301.953802490234","302.864003499349","301.196014404297","302.067993164062","303.527496337891","NaN","302.932006835938","303.344985961914","302.821487426758","304.408508300781","303.343007405599","302.789009094238","304.665008544922","305.334991455078","302.196502685547","304.709014892578","302.941670735677","304.06275177002","304.592010498047","302.86499786377","302.885986328125","301.608001708984","302.57682800293","302.690994262695","302.602671305339","301.460998535156","301.587005615234","302.283996582031","305.165995279948","301.678009033203","301.970001220703","301.885009765625","301.787994384766","09/12/2009"
"mat","302.843335469564","302.65299987793","304.153991699219","305.673803710937","302.238998413086","302.226989746094","301.393501281738","303.744003295898","301.888201904297","302.579335530599","302.228006998698","303.697006225586","304.428009033203","302.621620178223","302.718994140625","303.361251831055","301.092010498047","303.714324951172","301.438629150391","303.121988932292","303.573501586914","302.595993041992","304.338012695312","303.316009521484","304.295989990234","304.938003540039","NaN","302.744793701172","302.606994628906","301.678009033203","302.067993164062","303.899993896484","NaN","304.760986328125","304.970504760742","304.55500793457","305.209503173828","304.720672607422","304.08374786377","304.522003173828","304.881500244141","302.356994628906","304.815002441406","302.916666666667","303.537490844727","304.307006835938","303.925003051758","303.218994140625","302.087005615234","302.392669677734","304.404006958008","304.306996663411","301.873504638672","301.467987060547","302.141746520996","305.38466389974","301.678009033203","302.390991210938","302.661010742188","302.627014160156","09/13/2009"
"mat","303.472086588542","304.307998657227","305.545989990234","307.387396240234","304.025009155273","302.4580078125","301.521751403809","304.178497314453","302.580999755859","302.938334147135","302.264668782552","303.79850769043","304.606994628906","302.867500305176","303.542999267578","304.300247192383","303.188995361328","305.052663167318","301.49299621582","304.33100382487","303.932998657227","302.726997375488","305.290008544922","303.463012695312","305.323501586914","306.941009521484","NaN","303.504803466797","302.800333658854","303.641998291016","302.067993164062","305.787506103516","NaN","305.161987304688","305.557510375977","305.11799621582","305.311508178711","304.967000325521","304.289749145508","304.921997070312","305.519500732422","302.975494384766","306.330993652344","302.995005289714","304.040748596191","304.652008056641","305.070243835449","304.821990966797","303.794006347656","303.326833089193","305.06298828125","304.967997233073","303.808486938477","301.496002197266","302.219749450684","307.416005452474","301.678009033203","304.256011962891","304.135986328125","304.268005371094","09/14/2009"
"mat","304.409838358561","304.799499511719","306.071990966797","308.127600097656","304.575500488281","303.75","302.766998291016","304.723495483398","303.151196289063","303.400655110677","303.319000244141","304.808502197266","305.670013427734","303.741493225098","304.088012695312","305.072250366211","303.773986816406","305.477335611979","302.814250946045","304.743336995443","304.732498168945","303.688995361328","305.877014160156","304.263000488281","305.792007446289","307.768005371094","NaN","303.902801513672","303.182332356771","304.253997802734","303.227996826172","306.467010498047","NaN","305.696990966797","306.108993530273","305.663497924805","305.841491699219","305.606658935547","304.93724822998","305.451995849609","305.956497192383","303.464996337891","306.843994140625","304.184000651042","304.449005126953","305.097991943359","305.600494384766","305.316986083984","304.282012939453","303.884002685547","305.492004394531","305.273671468099","304.399993896484","302.558990478516","303.194000244141","308.454996744792","302.868011474609","304.868988037109","304.662994384766","304.766998291016","09/15/2009"
"mat","304.618250528971","305.354507446289","306.462005615234","308.622393798828","305.016006469727","303.917999267578","303.012001037598","304.849502563477","303.333795166016","303.524658203125","303.609995524089","305.108993530273","305.976989746094","303.75212097168","304.160003662109","305.196746826172","303.959991455078","306.323659261068","302.762744903564","305.495666503906","304.725997924805","303.661247253418","305.865997314453","304.221984863281","305.766006469727","307.953994750977","NaN","304.242395019531","303.199330647786","304.355010986328","303.2919921875","306.839492797852","NaN","305.976013183594","306.330993652344","305.843994140625","305.865493774414","305.702006022135","304.888000488281","305.540008544922","305.942001342773","303.645492553711","307.609985351562","304.217000325521","304.433753967285","305.147003173828","305.870994567871","305.932006835938","304.777008056641","304.001668294271","305.630493164062","305.315338134766","304.65950012207","302.497985839844","303.139991760254","308.542999267578","302.966003417969","305.255004882812","304.93798828125","304.971008300781","09/16/2009"
"mat","305.836667378743","305.529998779297","306.829986572266","309.220196533203","305.201507568359","304.614990234375","303.753746032715","305.384002685547","304.095196533203","305.035003662109","304.423990885417","305.934997558594","306.85400390625","305.681377410889","305.420989990234","307.301246643066","304.02099609375","306.684000651042","304.108127593994","305.84434000651","305.522003173828","304.559753417969","306.476989746094","305.108001708984","306.315002441406","308.554504394531","NaN","304.680603027344","304.320658365885","304.402008056641","304.47900390625","307.268005371094","NaN","306.308013916016","306.619995117188","306.048492431641","306.317504882812","306.05766805013","305.275245666504","306.144012451172","306.730010986328","304.158493041992","307.907989501953","305.549997965495","305.235748291016","305.996002197266","306.181243896484","306.144989013672","304.915008544922","305.504002888997","305.893493652344","305.65565999349","304.752502441406","303.841003417969","304.170753479004","309.958333333333","303.971984863281","305.488006591797","305.227996826172","305.138000488281","09/17/2009"
"mat","305.638913472493","305.796493530273","307.046997070312","309.316790771484","305.51350402832","304.868011474609","303.945243835449","305.031005859375","304.139202880859","304.539337158203","304.58632405599","306.063995361328","306.959014892578","305.055252075195","304.998992919922","306.985000610352","304.111999511719","307.034332275391","303.939373016357","306.215667724609","305.587493896484","304.653251647949","306.231994628906","304.907989501953","305.985000610352","308.649002075195","NaN","304.957196044922","303.86533610026","304.489013671875","304.511993408203","307.509994506836","NaN","306.424987792969","306.788513183594","306.269500732422","305.897506713867","305.940338134766","305.097496032715","305.595001220703","306.111511230469","304.22200012207","308.085998535156","305.570007324219","304.74250793457","305.3330078125","306.412750244141","306.398986816406","305.194000244141","305.234497070312","306.074493408203","305.654998779297","305.001998901367","303.467987060547","303.996742248535","309.387003580729","304.06298828125","305.8330078125","305.473999023438","305.290985107422","09/18/2009"
"mat","304.427665710449","305.074996948242","306.471984863281","308.172601318359","304.752990722656","303.697998046875","302.76025390625","306.007995605469","304.060400390625","304.201670328776","303.186665852865","304.688507080078","305.584991455078","303.917629241943","304.957000732422","305.824745178223","303.864013671875","306.174987792969","302.611000061035","305.504659016927","304.967498779297","303.820495605469","306.040008544922","304.296997070312","305.972503662109","307.726989746094","NaN","304.739599609375","303.544342041016","304.376007080078","303.265014648438","306.530502319336","NaN","306.515014648438","306.777496337891","306.34049987793","307.27099609375","306.464996337891","305.851997375488","306.829986572266","306.892486572266","304.4580078125","307.385009765625","304.112670898438","304.846504211426","306.244995117188","306.079246520996","305.639007568359","304.510986328125","304.70399983724","306.177505493164","306.012339274089","304.539505004883","302.460998535156","303.151252746582","308.240661621094","302.855987548828","304.994995117188","305.054992675781","305.154998779297","09/19/2009"
"mat","302.401751200358","302.586502075195","303.894989013672","305.553198242187","302.251998901367","302.406005859375","301.553993225098","302.991500854492","301.119201660156","301.240997314453","302.441670735677","304.125","304.81201171875","301.519245147705","301.505004882812","301.966003417969","301.933013916016","303.577331542969","300.104873657227","302.777333577474","301.49951171875","300.70100402832","302.815002441406","301.218994140625","303.095001220703","304.734497070312","NaN","301.751000976563","300.926330566406","302.807006835938","302.059997558594","303.769485473633","NaN","304.001007080078","304.567489624023","304.27799987793","304.374008178711","304.09999593099","303.584999084473","303.903015136719","303.859512329102","301.267486572266","304.694000244141","302.732666015625","302.103248596191","303.397003173828","303.686996459961","303.054992675781","302.118011474609","301.193995157878","304.276504516602","304.507008870443","302.254486083984","299.776000976562","300.133499145508","305.139007568359","301.446990966797","302.385986328125","302.657989501953","303.0830078125","09/20/2009"
"mat","302.937502543132","302.193496704102","303.639007568359","305.508801269531","301.788497924805","302.295013427734","301.516502380371","303.483993530273","301.703198242188","302.751332600911","302.482004801432","303.9580078125","304.542999267578","302.804248809814","302.89599609375","303.596748352051","300.660003662109","303.541005452474","301.519630432129","302.617329915365","303.871994018555","302.709259033203","305.151000976562","303.582000732422","305.121505737305","304.567489624023","NaN","301.476995849609","302.911661783854","301.053985595703","302.14599609375","303.481994628906","NaN","302.919006347656","303.3544921875","302.82600402832","303.994491577148","303.078989664714","301.939247131348","304.386993408203","305.161499023438","301.733489990234","304.535003662109","303.032674153646","304.006996154785","304.411010742188","302.94450378418","302.778991699219","301.608001708984","302.551996866862","302.568008422852","302.103332519531","301.436508178711","301.598999023438","302.295249938965","305.156667073568","301.799987792969","301.968994140625","301.924011230469","301.841003417969","09/21/2009"
"mat","303.834419250488","304.539001464844","305.967010498047","307.591400146484","304.233993530273","303.024993896484","301.904251098633","305.387496948242","303.458801269531","303.47499593099","302.763000488281","304.292999267578","305.105987548828","303.336750030518","304.342010498047","304.841751098633","303.255004882812","305.403330485026","302.106876373291","304.769663492839","304.513488769531","303.298004150391","305.795989990234","304.183990478516","305.79850769043","307.228500366211","NaN","304.308392333984","303.232340494792","303.691009521484","302.269989013672","305.908508300781","NaN","306.054992675781","306.330001831055","305.863006591797","306.902008056641","306.267669677734","305.522499084473","306.207000732422","306.307998657227","303.917495727539","306.596008300781","303.21332804362","304.527755737305","305.483001708984","305.592506408691","305.026000976562","304.052001953125","304.055333455404","305.674011230469","305.445343017578","303.943008422852","302.251007080078","302.967247009277","307.81532796224","302.092010498047","304.415985107422","304.550994873047","304.467010498047","09/22/2009"
"mat","302.744084676107","302.897491455078","304.088989257812","305.971002197266","302.424499511719","303.315002441406","302.332748413086","302.631500244141","300.492596435547","301.524658203125","302.9306640625","304.580993652344","305.506988525391","302.249248504639","301.300994873047","301.917747497559","300.93798828125","303.820332845052","301.438003540039","302.662994384766","303.576507568359","302.465744018555","303.514007568359","303.092010498047","303.308502197266","304.77848815918","NaN","301.003997802734","301.671997070312","301.434997558594","302.092987060547","304.064498901367","NaN","303.338989257812","303.998504638672","303.626007080078","304.371002197266","303.698669433594","303.279998779297","303.709991455078","303.704010009766","300.587997436523","305.398010253906","302.986663818359","302.430000305176","303.207000732422","303.431747436523","303.559997558594","302.234985351562","301.070505777995","303.350006103516","303.128662109375","301.801498413086","301.300994873047","302.008758544922","305.121002197266","301.631011962891","302.614013671875","302.486999511719","302.180999755859","09/23/2009"
